react_smi,prod_smi,mr_num,mr_smi,iso_bool,iso_type,iso_corr_factor,f_ea_true,f_ea_mr
[CH2]C(C)(C)CC(C)C,C=C(C)C.[CH2]C(C)C,new_mr_42,[CH2]C(C)(C)CC>>C=C(C)C.[CH2]C,False,,,25.944615000020548,26.4052
CCCC(C)[C](C)C,CCCC=C(C)C.[CH3],new_mr_60,C[C](C)C(C)C>>CC=C(C)C.[CH3],False,,,31.053719999997895,28.8267
CC[CH]C(C)(C)C,C=CC(C)(C)C.[CH3],new_mr_45,C[CH]CC>>C=CC.[CH3],False,,,30.47767499998983,30.5367
[CH2]C(CC)CCCC,C=CCCCC.[CH2]C,new_mr_38,[CH2]C(C)CC>>C=CC.[CH2]C,False,,,28.402532499985682,27.861
[CH2]CC(C)(C)CCC,C=C.CCC[C](C)C,new_mr_36,[CH2]CC(C)(C)C>>C=C.C[C](C)C,False,,,23.00352250002689,22.8002
CC[C](C)CC(C)C,C=C(C)CC(C)C.[CH3],new_mr_56,CC[C](C)C>>C=C(C)C.[CH3],False,,,31.62976500000596,30.2166
[CH2]C(CCC)CCC,C=CCCC.[CH2]CC,new_mr_38,[CH2]C(C)CC>>C=CC.[CH2]C,False,,,29.246519999994973,27.861
[CH2]C(CC)C(C)CC,C=CC(C)CC.[CH2]C,new_mr_38,[CH2]C(C)CC>>C=CC.[CH2]C,False,,,28.758325000014793,27.861
[CH2]CCCC(C)(C)C,C=C.[CH2]CC(C)(C)C,new_mr_34,[CH2]CCC>>C=C.[CH2]C,False,,,26.527562499975517,25.9484
CC[CH]CC(C)(C)C,C=CCC(C)(C)C.[CH3],new_mr_45,C[CH]CC>>C=CC.[CH3],False,,,30.682867500006807,30.5367
[CH2]CC(C)C(C)CC,C=CC(C)C(C)CC.[H],new_mr_25,[CH2]CC>>C=CC.[H],False,,,41.68294250002063,40.4424
[CH2]C(C(C)C)C(C)C,C=CC(C)C.C[CH]C,new_mr_39,[CH2]C(C)C(C)C>>C=CC.C[CH]C,False,,,24.06148749999531,24.6607
[CH2]C(C)(CC)CC,C=C(C)CC.[CH2]C,new_mr_42,[CH2]C(C)(C)CC>>C=C(C)C.[CH2]C,False,,,27.46692999999368,26.4052
[CH2]C(C)C,C=CC.[CH3],new_mr_37,[CH2]C(C)C>>C=CC.[CH3],False,,,29.991362500004897,30.002
C[CH]C(C)C(C)C,CC=CC(C)C.[CH3],new_mr_49,C[CH]C(C)C>>CC=CC.[CH3],False,,,34.194985000021205,30.3007
[CH2]CCC,[CH2]CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,26.04376000000208,36.7571
C[CH]CCC,[CH2]CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,30.09552749999159,38.7519
[CH2]C(C)CC,[CH2]CC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,26.508737499987376,36.7571
[CH2]CC(C)C,[CH2]C(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,27.367157499995898,36.7571
[CH2]CCCC,C[CH]CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,23.84751000000051,34.1203
CCC[C](C)C,[CH2]CCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-4,-8.656372500008409,31.53124750000501,37.4956
CC[CH]CCC,[CH2]CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,28.074977499992286,38.7519
C[CH]C(C)CC,[CH2]CC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,28.469675000012344,38.7519
C[CH]CC(C)C,[CH2]C(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,30.218517500002093,38.7519
C[CH]CCCC,C[CH]CCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-4,-8.656372500008409,27.23036249998458,37.1712
[CH2]C(C)(C)CC,[CH2]CC(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,25.98728500000199,36.7571
[CH2]C(C)C(C)C,[CH2]C(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,24.537759999987756,36.7571
[CH2]C(C)CCC,C[CH]CC(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,22.544819999990082,34.1203
[CH2]C(CC)CC,[CH2]CC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,24.59737249999776,36.7571
[CH2]CC(C)(C)C,[CH2]C(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,27.485754999999656,36.7571
[CH2]CC(C)CC,[CH2]C(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,25.552427499994153,36.7571
[CH2]CC(C)CC,C[CH]C(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,24.0916074999906,34.1203
[CH2]CCC(C)C,CCC[C](C)C,new_mr_20,CC(C)C.[CH2]C>>CC.C[C](C)C,True,1-4,-8.656372500008409,22.08109750000162,30.4551
[CH2]CCCCC,CC[CH]CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,23.909632499986344,34.1203
CCC(C)[C](C)C,[CH2]CC(C)C(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-4,-8.656372500008409,30.199692499978283,37.4956
CCCC[C](C)C,C[CH]CCC(C)C,new_mr_17,CCC.C[C](C)C>>CC(C)C.C[CH]C,True,1-4,-8.656372500008409,28.739500000026652,37.7372
CCC[CH]C(C)C,[CH2]CCCC(C)C,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,28.106979999982826,38.7519
CCC[CH]CCC,[CH2]CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,28.74263749998306,38.7519
CCC[C](C)CC,[CH2]CCC(C)CC,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-4,-8.656372500008409,33.60262499998299,37.4956
CC[CH]C(C)CC,[CH2]CC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,29.311780000008554,38.7519
CC[CH]CC(C)C,[CH2]C(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,26.663102500025673,38.7519
CC[CH]CCCC,C[CH]CCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-4,-8.656372500008409,26.353117499987917,37.1712
C[CH]C(C)(C)CC,[CH2]CC(C)(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,29.06705499998438,38.7519
C[CH]C(C)CCC,C[CH]CC(C)CC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-4,-8.656372500008409,26.49806999997864,37.1712
C[CH]C(CC)CC,[CH2]CC(CC)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,30.06791749998996,38.7519
C[CH]CC(C)(C)C,[CH2]C(C)(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,28.8154275000133,38.7519
C[CH]CC(C)CC,[CH2]C(CC)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-4,-8.656372500008409,30.60819500001699,38.7519
C[CH]CC(C)CC,C[CH]C(C)CCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-4,-8.656372500008409,27.637609999990786,37.1712
C[CH]CCC(C)C,CCCC[C](C)C,new_mr_21,CC(C)C.C[CH]C>>CCC.C[C](C)C,True,1-4,-8.656372500008409,24.758012500020214,35.2818
C[CH]CCCCC,CC[CH]CCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-4,-8.656372500008409,27.716674999969513,37.1712
C[C](C)CC(C)C,[CH2]C(C)CC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-4,-8.656372500008409,30.278130000029932,37.4956
[CH2]C(C)(C)C(C)C,[CH2]C(C)C(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,24.282995000006764,36.7571
[CH2]C(C)(C)CCC,C[CH]CC(C)(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,23.61533500001599,34.1203
[CH2]C(C)(CC)CC,[CH2]CC(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,27.305035000010065,36.7571
[CH2]C(C)C(C)(C)C,[CH2]C(C)(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,25.542387500001666,36.7571
[CH2]C(C)CC(C)C,C[C](C)CC(C)C,new_mr_20,CC(C)C.[CH2]C>>CC.C[C](C)C,True,1-4,-8.656372500008409,20.570077499999968,30.4551
[CH2]C(C)CCCC,CC[CH]CC(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,22.835980000021863,34.1203
[CH2]C(CC)C(C)C,[CH2]CC(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,25.623962500009725,36.7571
[CH2]C(CC)CCC,[CH2]CC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,26.847587499987924,36.7571
[CH2]C(CC)CCC,C[CH]CC(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-4,-8.656372500008409,24.299310000001242,34.1203
[CH2]CC(C)(C)CC,[CH2]C(C)(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-4,-8.656372500008409,26.060075000014393,36.7571
[CH2]CCCC,[CH2]CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,20.298370000008248,36.7571
C[CH]CCCC,[CH2]CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,23.996227499999563,38.7519
[CH2]C(C)CCC,[CH2]CCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.39351499999212,36.7571
[CH2]CC(C)CC,[CH2]CC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.232247499989086,36.7571
[CH2]CCC(C)C,[CH2]C(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,20.233737499993083,36.7571
[CH2]CCCCC,C[CH]CCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-5,-14.755672500000436,18.34370749998527,34.1203
CCCC[C](C)C,[CH2]CCCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-5,-14.755672500000436,25.82099750001163,37.4956
CC[CH]CCCC,[CH2]CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.439399999988723,38.7519
C[CH]C(C)CCC,[CH2]CCC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,24.893552499999032,38.7519
C[CH]CC(C)CC,[CH2]CC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,24.550310000009574,38.7519
C[CH]CCC(C)C,[CH2]C(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,23.214989999992355,38.7519
C[CH]CCCCC,C[CH]CCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,22.157024999988266,37.1712
[CH2]C(C)(C)CCC,[CH2]CCC(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,20.969795000025186,36.7571
[CH2]C(C)C(C)CC,[CH2]CC(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,17.06235250001015,36.7571
[CH2]C(C)CC(C)C,[CH2]C(C)CC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.000072500004563,36.7571
[CH2]C(C)CCCC,C[CH]CCC(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-5,-14.755672500000436,17.587570000003865,34.1203
[CH2]C(CC)CCC,[CH2]CCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,21.43414499999423,36.7571
[CH2]CC(C)(C)CC,[CH2]CC(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.643887500019872,36.7571
[CH2]CC(C)C(C)C,[CH2]C(C)C(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,18.968070000014023,36.7571
[CH2]CC(C)CCC,C[CH]CC(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-5,-14.755672500000436,17.529212500008526,34.1203
[CH2]CC(CC)CC,[CH2]CC(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.66020250001435,36.7571
[CH2]CCC(C)(C)C,[CH2]C(C)(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,20.092549999992855,36.7571
[CH2]CCC(C)CC,[CH2]C(CC)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-5,-14.755672500000436,19.753699999992307,36.7571
[CH2]CCC(C)CC,C[CH]C(C)CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-5,-14.755672500000436,17.012152499994215,34.1203
[CH2]CCCC(C)C,CCCC[C](C)C,new_mr_20,CC(C)C.[CH2]C>>CC.C[C](C)C,True,1-5,-14.755672500000436,15.051842499985497,30.4551
[CH2]CCCCCC,CC[CH]CCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-5,-14.755672500000436,18.164242499974677,34.1203
CCC(C)C[C](C)C,[CH2]CC(C)CC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-5,-14.755672500000436,23.70820499999553,37.4956
CCCC(C)[C](C)C,[CH2]CCC(C)C(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-5,-14.755672500000436,25.73691249997424,37.4956
CCCCC[C](C)C,C[CH]CCCC(C)C,new_mr_17,CCC.C[C](C)C>>CC(C)C.C[CH]C,True,1-5,-14.755672500000436,23.57894000000087,37.7372
CCCC[CH]C(C)C,[CH2]CCCCC(C)C,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,23.338607500001274,38.7519
CCCC[C](C)CC,[CH2]CCCC(C)CC,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-5,-14.755672500000436,27.17514249998132,37.4956
CCC[CH]CCCC,[CH2]CCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.540427499983338,38.7519
CC[CH]C(C)CCC,[CH2]CCC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.407397499998183,38.7519
CC[CH]CC(C)CC,[CH2]CC(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,21.81503749999564,38.7519
CC[CH]CCC(C)C,[CH2]C(C)CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.046584999981746,38.7519
CC[CH]CCCCC,C[CH]CCCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,20.485992499998247,37.1712
C[CH]C(C)(C)CCC,[CH2]CCC(C)(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,24.412260000001424,38.7519
C[CH]C(C)C(C)CC,[CH2]CC(C)C(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.709224999985196,38.7519
C[CH]C(C)CC(C)C,[CH2]C(C)CC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,25.176555000033574,38.7519
C[CH]C(C)CCCC,C[CH]CCC(C)CC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,21.128552499981055,37.1712
C[CH]C(CC)CCC,[CH2]CCC(CC)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,25.25687500000913,38.7519
C[CH]CC(C)(C)CC,[CH2]CC(C)(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,21.858334999993332,38.7519
C[CH]CC(C)C(C)C,[CH2]C(C)C(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,21.56341000002456,38.7519
C[CH]CC(C)CCC,C[CH]CC(C)CCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,20.771504999990782,37.1712
C[CH]CC(CC)CC,[CH2]CC(CC)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,23.937242499987974,38.7519
C[CH]CCC(C)(C)C,[CH2]C(C)(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.94516499999588,38.7519
C[CH]CCC(C)CC,[CH2]C(CC)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-5,-14.755672500000436,22.604432500000087,38.7519
C[CH]CCC(C)CC,C[CH]C(C)CCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,22.398612500020363,37.1712
C[CH]CCCC(C)C,CCCCC[C](C)C,new_mr_21,CC(C)C.C[CH]C>>CCC.C[C](C)C,True,1-5,-14.755672500000436,18.22761999999301,35.2818
C[CH]CCCCCC,CC[CH]CCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-5,-14.755672500000436,21.837627500009944,37.1712
[CH2]CCCCC,[CH2]CCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.79158499999359,36.7571
C[CH]CCCCC,[CH2]CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,23.93222249996498,38.7519
[CH2]C(C)CCCC,[CH2]CCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.79260500000109,36.7571
[CH2]CC(C)CCC,[CH2]CCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.7194224999796,36.7571
[CH2]CCC(C)CC,[CH2]CC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.809547499993982,36.7571
[CH2]CCCC(C)C,[CH2]C(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.067214999977722,36.7571
[CH2]CCCCCC,C[CH]CCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,18.297899999993916,34.1203
CCCCC[C](C)C,[CH2]CCCCC(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-6,-14.81967750003502,26.285347499980674,37.4956
CC[CH]CCCCC,[CH2]CCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,22.31892000000755,38.7519
C[CH]C(C)CCCC,[CH2]CCCC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,23.976147499996756,38.7519
C[CH]CC(C)CCC,[CH2]CCC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,24.420417500016498,38.7519
C[CH]CCC(C)CC,[CH2]CC(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,22.469520000019685,38.7519
C[CH]CCCC(C)C,[CH2]C(C)CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,23.296565000000413,38.7519
C[CH]CCCCCC,C[CH]CCCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-6,-14.81967750003502,22.880532500016386,37.1712
[CH2]C(C)(C)CCCC,[CH2]CCCC(C)(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.59619750003327,36.7571
[CH2]C(C)C(C)CCC,[CH2]CCC(C)C(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.25883750000105,36.7571
[CH2]C(C)CC(C)CC,[CH2]CC(C)CC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,18.946107499998135,36.7571
[CH2]C(C)CCC(C)C,[CH2]C(C)CCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.084157500006285,36.7571
[CH2]C(C)CCCCC,C[CH]CCCC(C)C,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,18.602865000008677,34.1203
[CH2]C(CC)CCCC,[CH2]CCCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.138985000018295,36.7571
[CH2]CC(C)(C)CCC,[CH2]CCC(C)(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,21.07709749996829,36.7571
[CH2]CC(C)C(C)CC,[CH2]CC(C)C(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.661692499982678,36.7571
[CH2]CC(C)CC(C)C,[CH2]C(C)CC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.949715000004545,36.7571
[CH2]CC(C)CCCC,C[CH]CCC(C)CC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,18.476737500006095,34.1203
[CH2]CC(CC)CCC,[CH2]CCC(CC)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,21.22518749998676,36.7571
[CH2]CCC(C)(C)CC,[CH2]CC(C)(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.032937500000685,36.7571
[CH2]CCC(C)C(C)C,[CH2]C(C)C(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,20.403789999991773,36.7571
[CH2]CCC(C)CCC,C[CH]CC(C)CCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,17.271937500016037,34.1203
[CH2]CCC(CC)CC,[CH2]CC(CC)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,22.61572750000724,36.7571
[CH2]CCCC(C)(C)C,[CH2]C(C)(C)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,22.037800000003926,36.7571
[CH2]CCCC(C)CC,[CH2]C(CC)CCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-6,-14.81967750003502,19.708519999999368,36.7571
[CH2]CCCC(C)CC,C[CH]C(C)CCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,18.133494999980968,34.1203
[CH2]CCCCC(C)C,CCCCC[C](C)C,new_mr_20,CC(C)C.[CH2]C>>CC.C[C](C)C,True,1-6,-14.81967750003502,16.331942499999457,30.4551
[CH2]CCCCCCC,CC[CH]CCCCC,new_mr_15,CCC.[CH2]C>>CC.C[CH]C,True,1-6,-14.81967750003502,18.262760000011298,34.1203
CCCCC(C)[C](C)C,[CH2]CCCC(C)C(C)C,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-6,-14.81967750003502,26.11152999999149,37.4956
CCCCCC[C](C)C,C[CH]CCCCC(C)C,new_mr_17,CCC.C[C](C)C>>CC(C)C.C[CH]C,True,1-6,-14.81967750003502,23.3913174999752,37.7372
CCCCC[CH]C(C)C,[CH2]CCCCCC(C)C,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,22.49775749998406,38.7519
CCCCC[C](C)CC,[CH2]CCCCC(C)CC,new_mr_12,CC.C[C](C)C>>CC(C)C.[CH2]C,True,1-6,-14.81967750003502,18.158595000024604,37.4956
CCC[CH]CCCCC,[CH2]CCCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,22.310762499992478,38.7519
CC[CH]C(C)CCCC,[CH2]CCCC(C)CCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,25.032230000005598,38.7519
CC[CH]CC(C)CCC,[CH2]CCC(C)CCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,21.763582499982874,38.7519
CC[CH]CCC(C)CC,[CH2]CC(C)CCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,22.63455249999538,38.7519
CC[CH]CCCC(C)C,[CH2]C(C)CCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,20.91394749998784,38.7519
CC[CH]CCCCCC,C[CH]CCCCCCC,new_mr_16,CCC.C[CH]C>>CCC.C[CH]C,True,1-6,-14.81967750003502,20.888847500015544,37.1712
C[CH]C(C)(C)CCCC,[CH2]CCCC(C)(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,25.152082499988353,38.7519
C[CH]C(C)C(C)CCC,[CH2]CCC(C)C(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,25.37484499999664,38.7519
C[CH]C(C)CC(C)CC,[CH2]CC(C)CC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,23.854412500018753,38.7519
C[CH]C(C)CCC(C)C,[CH2]C(C)CCC(C)CC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-6,-14.81967750003502,23.1811049999709,38.7519
[CH2]CCCCCC,[CH2]CCCCCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.533995000015096,36.7571
C[CH]CCCCCC,[CH2]CCCCCCC,new_mr_11,CC.C[CH]C>>CCC.[CH2]C,True,1-7,-11.259869999998351,27.492030000001648,38.7519
[CH2]C(C)CCCCC,[CH2]CCCCC(C)C,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,23.139690000004123,36.7571
[CH2]CC(C)CCCC,[CH2]CCCC(C)CC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,25.639650000005787,36.7571
[CH2]CCC(C)CCC,[CH2]CCC(C)CCC,new_mr_10,CC.[CH2]C>>CC.[CH2]C,True,1-7,-11.259869999998351,24.29240750001867,36.7571
