rxn,h,f,spe,zpe,u
MR_232719_2_7_1_3_8_46,-894.90132306878,-894.96723006878,-895.22516906878,-894.92054006878,-894.90226806878
MR_609448_2,-414.47113923781,-414.51843923781,-414.57078423781,-414.48222423781004,-414.47208323781
MR_33453_0,-267.4666201251,-267.5067831251,-267.6107631251,-267.4752871251,-267.4675641251
MR_26575_1,-326.69903611675,-326.74011111675,-326.86355411675,-326.70812011674997,-326.69998011675
MR_141573_1_24_2_3_3_1,-694.10217025543,-694.17136925543,-694.32792525543,-694.12137925543,-694.10311425543
MR_403549_1,-432.3227259253,-432.3683689253,-432.4986389253,-432.3335679253,-432.3236699253
MR_669540_2,-321.61525860208,-321.65684960208,-321.75453460208,-321.62446660208,-321.61620260208
MR_188968_0_11_1_3_4_7,-746.29357602863,-746.34971702863,-746.48844802863,-746.3085460286301,-746.29452002863
MR_434207_0_38_3_6_5_10,-643.22581243374,-643.27909243374,-643.38125843374,-643.23930843374,-643.22675643374
MR_278936_2_20_2_3_6_8,-712.9156377114,-712.9751497114,-713.1113197114,-712.9312977114,-712.9165817114
MR_15563_0,-251.36978496523,-251.41598996522998,-251.52075696523,-251.38135896523,-251.37072996523
MR_206597_0_39_3_5_6_1,-794.34999253275,-794.41297253275,-794.59624953275,-794.36748253275,-794.35093653275
MR_388469_0_15_1_5_8_15,-1020.9390401802,-1021.0102831802001,-1021.2086991802,-1020.9597931802,-1020.9399851802
MR_152349_1_45_4_11_7_6,-586.8110699137101,-586.8775769137101,-587.05373991371,-586.8291609137101,-586.8120149137101
MR_707369_2_70_8_1_8_64,-862.67778135393,-862.74307535393,-863.02500435393,-862.69727035393,-862.67872635393
MR_164152_2_50_4_11_7_4,-682.78305882004,-682.84413682004,-683.02790682004,-682.8002208200401,-682.78400382004
MR_173483_1_48_4_10_5_10,-574.9170374847901,-574.9819584847901,-575.18816448479,-574.93527548479,-574.9179814847901
MR_369885_0_51_4_3_8_18,-745.37381809209,-745.44654009209,-745.69137809209,-745.39518509209,-745.37476209209
MR_599912_1_44_4_10_6_4,-664.80230950629,-664.86129950629,-665.03138950629,-664.81844050629,-664.80325450629
MR_184794_1_31_3_4_4_10,-795.78934789553,-795.8658128955301,-796.11191789553,-795.81276589553,-795.79029189553
MR_169232_1,-363.4689869567,-363.5192489567,-363.6107919567,-363.4813499567,-363.4699309567
MR_631367_1,-437.96611742759,-438.00849642759,-438.11102342759,-437.97550442759,-437.96706142759
MR_61346_2,-403.02593054233,-403.07215654233,-403.21243754233,-403.03711654233,-403.02687454233
MR_232680_0_36_3_1_3_3,-735.9807693032,-736.0423753032,-736.2128963032,-735.9985883032,-735.9817133032
MR_189500_2,-338.21016258854996,-338.24669258855,-338.28438358855,-338.21722458855,-338.21110658854997
MR_445561_0_4_1_3_5_5,-873.3758816489301,-873.44213564893,-873.62211364893,-873.39509664893,-873.3768266489301
MR_110584_1_18_3_1,-395.66045568231,-395.70101368230996,-395.78118368231,-395.66877768230995,-395.66139968231
MR_50852_1_0_1_2_1_6,-928.56023998078,-928.63466998078,-928.81141898078,-928.58176698078,-928.56118498078
MR_431071_1_54_5_11_7_16,-826.72089592891,-826.7765609289099,-826.87331792891,-826.73493992891,-826.72183992891
MR_254564_1,-457.16488465054,-457.21138065054,-457.35105165054,-457.17631365054,-457.16582965054
MR_360654_0_10_3_1,-414.31909744226,-414.36049544226,-414.40458244226,-414.32776344226,-414.32004144226
MR_612159_1_58_5_1_7_9,-748.1064211495301,-748.17195314953,-748.40201014953,-748.1247041495301,-748.1073661495301
MR_10180_2_28_2_3_7_4,-757.23410039622,-757.2967503962201,-757.47863839622,-757.25124539622,-757.23504539622
MR_707369_2,-479.20522274829,-479.25258774829,-479.40906774829,-479.21749674829,-479.20616674829
MR_70715_1,-420.62120957625,-420.66343357625,-420.75357357625,-420.63062957625,-420.62215457625
MR_239192_0_7_8_46,-589.6409369214899,-589.69444292149,-589.87965892149,-589.65474892149,-589.6418809214899
MR_205801_1,-282.35238920947,-282.39071320947,-282.46229120947,-282.36039820946996,-282.35333320947
MR_13768_2_54_5_12_7_14,-810.39072929033,-810.44902529033,-810.62626029033,-810.40716429033,-810.39167329033
MR_223662_2_8_1_2,-738.90363267498,-738.96242767498,-739.11627467498,-738.91959267498,-738.90457667498
MR_610106_0,-361.45662967542,-361.49579267542003,-361.56850267542,-361.46482967542,-361.45757367542
MR_94904_1,-303.24873820362,-303.28731120362,-303.35178320362,-303.25655320362,-303.24968320362
MR_167373_1,-377.58827587761,-377.62734987761,-377.69449487761,-377.59636187761,-377.58921987761
MR_603940_0_25_2_9_4_4,-627.28550633102,-627.35198833102,-627.58267433102,-627.30520833102,-627.28645033102
MR_395882_1,-363.71129901338,-363.75540701338,-363.86778301338,-363.72174701338,-363.71224301338003
MR_675374_2_18_2_7_4_4,-717.2642473086,-717.3365793086,-717.5316453086,-717.2854283086,-717.2651913086
MR_541095_1_62_6_1_8_61,-848.54962963225,-848.60901563225,-848.79371163225,-848.56614763225,-848.55057363225
MR_191075_1_54_5_11_7_3,-736.06561469614,-736.12521369614,-736.30267469614,-736.08196169614,-736.06655869614
MR_892_0_30_3_3_3_5,-818.67572831735,-818.7464523173501,-818.98093331735,-818.69617031735,-818.67667231735
MR_31745_0,-288.56536570907,-288.60806270907,-288.71997270907,-288.57512270907,-288.56630970907
MR_442182_0_15_1_5_8_14,-932.9972475363801,-933.0673625363801,-933.32314053638,-933.01831253638,-932.9981925363801
MR_165620_1_59_5_9_8_34,-852.91868213757,-852.98719013757,-853.23569513757,-852.9384861375701,-852.91962713757
MR_445561_0_52_5_2_5_2,-590.32478943003,-590.37861143003,-590.50625343003,-590.33870143003,-590.32573343003
MR_672019_0_40_3_2_7_12,-906.252636618,-906.317781618,-906.467677618,-906.2707996180001,-906.253580618
MR_304557_0,-212.14126928577002,-212.17857328577,-212.26593628577,-212.14894728577002,-212.14221328577
MR_63884_0_67_7_2_8_43,-931.72370124543,-931.78858924543,-932.03300224543,-931.74220724543,-931.72464524543
MR_141573_1_56_5_2_5_4,-678.66137572194,-678.72407972194,-678.84665272194,-678.67839972194,-678.66231972194
MR_421415_2,-453.79027749393003,-453.84193649393,-453.92131849393,-453.80277349393003,-453.79122249393004
MR_643572_2_25_2_8,-583.30160737992,-583.35983037992,-583.56758237992,-583.3179753799201,-583.30255137992
MR_502106_0_16_2_5_2_4,-743.93617610424,-744.00916210424,-744.30233210424,-743.95785610424,-743.93712010424
MR_133774_0_46_4_7_8_29,-817.5178598568699,-817.5810288568699,-817.80769085687,-817.53582985687,-817.5188038568699
MR_669153_1_49_4_10_6_8,-661.4003803139201,-661.45912331392,-661.57412231392,-661.4153433139201,-661.4013243139201
MR_667742_1_18_2_1_4_4,-718.0315257496,-718.0881927495999,-718.2498257496,-718.0467917496,-718.0324697496
MR_409958_1_57_5_2_6_6,-758.8948058318,-758.9543948318,-759.1084778318,-758.9114248318,-758.8957498318
MR_40516_0,-346.59289119235,-346.63509619235,-346.74452919235,-346.60256619235,-346.59383619235
MR_675680_2_45_4_1_7_5,-736.31691950931,-736.37634550931,-736.56878850931,-736.33320750931,-736.31786350931
MR_424099_0_34_3_2_7_3,-736.04856182436,-736.1122178243601,-736.28234982436,-736.06527982436,-736.04950582436
MR_565276_1,-378.13197391711,-378.17435291711,-378.31498491711,-378.14193491711,-378.13291791711
MR_694694_1,-398.90716200484,-398.96001500484005,-399.07966600484,-398.92044900484,-398.90810600484
MR_371387_2,-396.81501658227,-396.85970158227,-396.96227758227,-396.82545258227003,-396.81596158227
MR_153795_2_46_4_8_8_29,-795.02106445929,-795.08532245929,-795.34574945929,-795.0395764592901,-795.02200845929
MR_80091_0_65_6_7_8_33,-803.02543335181,-803.10099835181,-803.40751035181,-803.04827135181,-803.02637735181
MR_565255_1_54_5_1_7_10,-723.7852200906699,-723.84949009067,-724.02880609067,-723.80383409067,-723.7861640906699
MR_576807_0_25_2_7_4_11,-680.58034690145,-680.63936990145,-680.87037890145,-680.5973439014499,-680.58129090145
MR_20185_0_22_2_6_8_36,-819.6242869715401,-819.6957049715401,-819.94238697154,-819.64485497154,-819.6252309715401
MR_265635_0_59_5_11_8_48,-814.28984202817,-814.34744302817,-814.52756202817,-814.30546202817,-814.29078602817
MR_22311_1_39_3_5_6_7,-910.88247468858,-910.9508116885801,-911.19204468858,-910.9035366885801,-910.88341868858
MR_27199_2,-287.37425541555996,-287.41402041556,-287.50485441556,-287.38264941555997,-287.37519941555996
MR_406636_1_31_8_36,-707.5783016059299,-707.63681960593,-707.90984260593,-707.59495260593,-707.5792456059299
MR_232680_0_51_4_5_8_33,-798.02224853933,-798.0903945393301,-798.38520653933,-798.0422205393301,-798.02319253933
MR_393496_1_48_4_1_5_9,-813.8196997070601,-813.88453570706,-814.11150570706,-813.83848570706,-813.8206447070601
MR_26410_0_67_7_19_8_63,-911.82578073053,-911.88932173053,-912.14777473053,-911.8440477305301,-911.82672473053
MR_70715_1_24_2_11_3_1,-777.02461687024,-777.0903448702401,-777.25476487024,-777.0435168702401,-777.02556087024
MR_447373_0_58_5_12_7_17,-846.02913840786,-846.0865814078601,-846.22105940786,-846.04428140786,-846.03008240786
MR_257123_2_13_1_2_6_6,-933.03042341411,-933.10390641411,-933.36017841411,-933.05260241411,-933.03136741411
MR_675680_2,-396.95194632473005,-396.99631732473,-397.11259432473,-396.96252432473,-396.95289032473005
MR_206532_1_6_1_6_7_17,-886.4320476181799,-886.49597661818,-886.66356361818,-886.44944761818,-886.4329916181799
MR_8441_1_5_6_7,-404.02079432183,-404.06827432183,-404.21793532183,-404.03229832183,-404.02173832183
MR_250520_1_65_6_3_8_50,-833.65653080421,-833.72042980421,-833.93621280421,-833.67414280421,-833.65747580421
MR_391279_0_60_6_7_6_7,-861.13175233319,-861.20726633319,-861.50508033319,-861.15502033319,-861.13269633319
MR_614892_1_64_6_3_7_2,-1062.8662951924,-1062.9388031924,-1063.1405231924,-1062.8879501924,-1062.8672401924
MR_392644_1_7_1_6_8_26,-834.6172122782101,-834.67996027821,-834.90289727821,-834.6345142782101,-834.61815627821
MR_188497_2,-343.96048710716,-344.00179310716,-344.13532010716,-343.96973610716,-343.96143110716
MR_393496_1,-491.49441000408,-491.54306100408,-491.69008600408,-491.50673800408,-491.49535400408
MR_401342_2_39_3_1_6_6,-715.3967160289101,-715.4576010289101,-715.63664302891,-715.4132350289101,-715.3976610289101
MR_144195_1,-325.37004295033,-325.41543795033,-325.50250595033,-325.38056495033,-325.37098695032995
MR_631367_1_17_2_5_3_6,-833.61979367013,-833.68517167013,-833.89476967013,-833.63856267013,-833.62073767013
MR_79131_0_38_3_2_5_1,-602.48034253193,-602.53505853193,-602.65303653193,-602.4943275319299,-602.48128753193
MR_31745_0_45_4_3_7_11,-605.62582588507,-605.68390188507,-605.83555488507,-605.64108588507,-605.62676988507
MR_532980_0_69_7_10_8_63,-873.8793730452801,-873.95003904528,-874.11867604528,-873.89903504528,-873.8803170452801
MR_165620_1,-338.84254221507996,-338.88997221508,-338.98730421508,-338.85394121508,-338.84348621507996
MR_506278_1_59_5_8_8_30,-854.9776746149801,-855.04816361498,-855.32529861498,-854.9984146149801,-854.9786186149801
MR_257123_2_69_7_14_8_62,-875.9559241980401,-876.02244619804,-876.30212419804,-875.97507719804,-875.9568681980401
MR_391279_0,-366.88971537968,-366.93486737968004,-367.08615137968,-366.90054337968,-366.89065937968
MR_211597_0_39_3_1_6_3,-742.26269868737,-742.32488268737,-742.54214568737,-742.2809546873699,-742.26364268737
MR_530876_0,-472.94718324197004,-472.99397924197,-473.10555424197,-472.95865824197,-472.94812724197004
MR_688429_0_52_5_3_5_6,-795.8968260983,-795.9570880983,-796.0947780983,-795.9134400983,-795.8977700983
MR_446382_0_66_7_10_7_4,-871.25176661301,-871.3264966130099,-871.51168561301,-871.27275161301,-871.25271161301
MR_90867_0_4_1_6_5_1,-753.8980990071401,-753.9615170071401,-754.08845800714,-753.91542700714,-753.89904300714
MR_546977_0_29_6_5,-565.55611234959,-565.60524134959,-565.73537534959,-565.5681513495899,-565.55705634959
MR_89509_2_5_1_6_6_4,-778.29568891288,-778.3667259128799,-778.55106591288,-778.31560991288,-778.29663291288
MR_291729_1,-262.96240728678,-262.99525828678,-263.03212828678,-262.96798128678,-262.96335228678
MR_236404_0_34_3_2_7_9,-768.5645609015,-768.6377859015,-768.9211439015,-768.5864699015001,-768.5655049015
MR_381487_1_7_1_5_8_3,-910.1118906259001,-910.1782726259,-910.3408316259,-910.1309626259,-910.1128346259001
MR_354085_0_7_8_47,-511.280511408,-511.327804408,-511.464004408,-511.291456408,-511.281455408
MR_92817_0_13_1_7_6_8,-906.99646186564,-907.0612668656399,-907.17278086564,-907.0140308656399,-906.99740586564
MR_70715_1_54_5_2_7_3,-758.72142526987,-758.7812462698699,-758.91997126987,-758.73696126987,-758.72237026987
MR_164481_0,-380.83660976252,-380.88149376252005,-380.99643976252,-380.84702376252005,-380.83755376252003
MR_694694_1_46_4_5_8_61,-798.51371661086,-798.58527961086,-798.81727361086,-798.53479461086,-798.51466061086
MR_195998_0_68_7_13_7_19,-789.0614317475801,-789.1206877475801,-789.26748674758,-789.07617574758,-789.0623757475801
MR_133774_0_54_5_9_7_6,-910.3153644890999,-910.3828614890999,-910.5505784891,-910.3341664891,-910.3163084890999
MR_238926_2_16_1_4,-701.05839961142,-701.11301661142,-701.28047961142,-701.07300961142,-701.05934361142
MR_598468_2,-376.90589483099996,-376.95699983099996,-377.061932831,-376.91908483099996,-376.90683883099996
MR_232719_2_35_3_2_8_39,-781.5689920467,-781.6287900467,-781.8815080467,-781.5860730467,-781.5699370467
MR_8532_2_16_2_5_2_13,-719.82662223564,-719.89375723564,-720.14222023564,-719.84623823564,-719.82756723564
MR_61346_2_40_3_5_7_2,-894.8610932133901,-894.93119121339,-895.17869921339,-894.88098021339,-894.8620372133901
MR_555246_1_6_1_3_7_6,-886.38409174738,-886.44587974738,-886.61459474738,-886.40169774738,-886.38503574738
MR_57419_0_55_5_4_8_25,-803.69170497571,-803.75590397571,-804.02554597571,-803.70985897571,-803.69264897571
MR_334026_0_18_2_9_4_2,-777.05626915424,-777.11956815424,-777.28916115424,-777.07401815424,-777.05721315424
MR_61644_1_42_4_10_4_4,-686.5848675864501,-686.6445615864501,-686.90057158645,-686.60194958645,-686.5858115864501
MR_643518_0_14_7_1,-536.40061632368,-536.4545643236801,-536.63695032368,-536.41459132368,-536.40156032368
MR_11880_0,-345.99230727811,-346.03849727811,-346.19434527811,-346.00359227811003,-345.99325227811
MR_615843_0_5_1_1_6_1,-811.9442456742701,-812.00590867427,-812.13139367427,-811.9609456742701,-811.9451896742701
MR_469970_2_24_2_9_3_4,-719.0505532807899,-719.11460228079,-719.28639928079,-719.0682962807899,-719.0514982807899
MR_506278_1,-398.93295656104,-398.98057856104,-399.10677056104,-398.94467456103996,-398.93390156104
MR_317306_1_54_5_11_7_15,-816.39572386253,-816.45811786253,-816.65697486253,-816.41319686253,-816.39666786253
MR_361318_0,-418.49681681685,-418.55066981685,-418.73008681685,-418.51131281685,-418.49776081685
MR_629856_0_18_2_1_4_13,-682.65886775613,-682.7229247561299,-682.97686975613,-682.67826975613,-682.65981175613
MR_291729_1_12_5_5,-490.72018445593,-490.76440545593005,-490.83655045593,-490.72991945593003,-490.72112845593
MR_381487_1_65_6_4_8_6,-698.4862590725801,-698.54082707258,-698.65981907258,-698.5003050725801,-698.4872030725801
MR_378141_0_12_5_12,-551.14749168756,-551.19901868756,-551.29638068756,-551.16016268756,-551.14843568756
MR_192989_1_51_4_9_8_49,-683.07076041717,-683.13278641717,-683.33216541717,-683.08835641717,-683.07170441717
MR_17831_2,-232.00892753781,-232.05039753781,-232.11805653781,-232.01791653780998,-232.00987153781
MR_267392_0_39_3_3_6_1,-735.2352673088201,-735.2939853088201,-735.46412130882,-735.25153930882,-735.2362113088201
MR_278023_1_34_3_4_7_2,-888.66418988723,-888.73002388723,-888.94070788723,-888.68345488723,-888.66513488723
MR_428485_0,-322.81103254399,-322.85062554398996,-322.97593454399,-322.81978854399,-322.81197754399
MR_630622_2,-402.77875167714,-402.82437967714003,-402.95242167714,-402.79004467714003,-402.77969567714
MR_9670_0_16_1_7,-553.28112715429,-553.33413915429,-553.46726015429,-553.29415415429,-553.28207115429
MR_37223_0,-251.40025685893,-251.44210885893,-251.55442085893,-251.40977285893,-251.40120185893
MR_16679_0_37_3_2_4_4,-699.14258773883,-699.2030477388299,-699.39057373883,-699.1599567388299,-699.14353173883
MR_3012_0_60_6_4_6_7,-722.97926365361,-723.04314865361,-723.21485265361,-722.99690765361,-722.98020765361
MR_239192_0,-303.32902859092,-303.36947159092,-303.44752859092,-303.33811859092,-303.32997259092
MR_609099_1_53_5_4_6_6,-741.2627053219001,-741.3238663219,-741.5232063219,-741.2797313219,-741.2636493219001
MR_643572_2_21_6_6,-642.47483673781,-642.53850973781,-642.75722273781,-642.49278773781,-642.47578073781
MR_185035_2,-344.73855823892,-344.79176423892,-344.91758023892,-344.75242323891996,-344.73950323892
MR_8441_1_10_3_5,-403.90485517147,-403.95637917147,-404.09748317147,-403.91769917147,-403.90579917147
MR_134922_0_16_2_6_2_13,-686.38339537846,-686.45358037846,-686.69424137846,-686.40505737846,-686.38434037846
MR_13894_0_32_3_4_5_5,-705.61519857952,-705.6743955795199,-705.83580457952,-705.6313425795199,-705.61614257952
MR_454302_2_54_5_2_7_7,-701.60238142886,-701.66212042886,-701.81414242886,-701.61795642886,-701.60332642886
MR_253287_0_48_4_9_5_3,-703.15910333856,-703.22196633856,-703.40464533856,-703.17617333856,-703.16004733856
MR_145948_1,-378.62011710132003,-378.66066610132003,-378.74714810132,-378.62899210132,-378.62106210132004
MR_309631_0,-386.44189954473,-386.49395654473,-386.69487554473,-386.45631054473,-386.44284354473
MR_201053_0,-356.42308558871,-356.46105458871,-356.51817258871,-356.43069658871,-356.42403058871
MR_599912_1,-324.28545225894004,-324.32543825894004,-324.40062025894,-324.29404325894,-324.28639625894004
MR_31243_0,-234.28587049205,-234.32275249205,-234.43032749205,-234.29308649205,-234.28681549205
MR_177435_0,-400.21668920248,-400.26452820248,-400.41718420248,-400.22868020247995,-400.21763320248
MR_184050_2_36_3_2_3_4,-835.02093063479,-835.08905563479,-835.24643863479,-835.03985463479,-835.02187563479
MR_16679_0_23_2_8_2_2,-773.91224413394,-773.97849413394,-774.22245513394,-773.93186513394,-773.91318913394
MR_277852_0_65_6_4_8_40,-835.62544543017,-835.69065843017,-835.92750843017,-835.64422143017,-835.62638943017
MR_195998_0_46_4_4_8_12,-562.6119520106399,-562.66307201064,-562.80983501064,-562.6243290106399,-562.6128960106399
MR_576807_0_33_3_5_6_1,-852.9999479958401,-853.06706499584,-853.31692699584,-853.02001999584,-853.00089199584
MR_279294_0_38_3_5_5_8,-912.54497097668,-912.61981997668,-912.81812697668,-912.56642197668,-912.54591497668
MR_565276_1_18_2_11_4_1,-699.90279501238,-699.9683650123801,-700.23423401238,-699.92234101238,-699.90373901238
MR_111857_1_68_7_3_7_10,-813.5297018270101,-813.59096882701,-813.80291282701,-813.54613882701,-813.53064582701
MR_401342_2_35_3_4_8_49,-833.08742887905,-833.15276887905,-833.41684587905,-833.10673487905,-833.08837287905
MR_35830_0_67_7_16_8_52,-794.69104258895,-794.75945958895,-794.99908658895,-794.70995658895,-794.69198658895
MR_136982_2_48_4_7_5_9,-747.38674684483,-747.45347584483,-747.68900484483,-747.4060708448301,-747.38769184483
MR_204174_1_27_2_8_6_2,-662.18702864431,-662.24697064431,-662.44068264431,-662.20355964431,-662.18797264431
MR_192989_1_46_4_7_8_4,-585.07364700173,-585.12880100173,-585.23089900173,-585.08806900173,-585.07459100173
MR_604157_0,-413.41982171771,-413.46097271771,-413.49863171771,-413.42881371771,-413.42076571771
MR_383423_2_54_5_2_7_11,-700.17143677765,-700.23785377765,-700.42759077765,-700.1905427776501,-700.17238077765
MR_374535_1_19_2_7_5_12,-813.05745214654,-813.12016614654,-813.26512314654,-813.0755611465399,-813.05839614654
MR_394204_0,-422.66858118013,-422.71608818013,-422.82843818013,-422.68034518012996,-422.66952518013
MR_526534_0_43_4_9_5_2,-547.07329002854,-547.12760402854,-547.21873102854,-547.08732502854,-547.07423402854
MR_164481_0_34_3_1_7_19,-773.01637885408,-773.07643585408,-773.23534585408,-773.0323448540801,-773.01732285408
MR_141573_1,-376.86059878413,-376.91159278413,-377.01538378413,-376.87341778412997,-376.86154278413
MR_532980_0,-362.25791389418004,-362.30613589418004,-362.37758189418,-362.26949889418,-362.25885789418004
MR_421974_1_46_4_11_8_63,-735.13614830657,-735.19254230657,-735.36525230657,-735.15127030657,-735.13709230657
MR_291729_1_0_1_2,-604.01805883424,-604.0686168342401,-604.14485983424,-604.02987683424,-604.01900283424
MR_334858_2_31_8_11,-412.88306369039,-412.92418669039,-413.01693069039,-412.89161169039,-412.88400769039
MR_64959_0_26_2_5_5_5,-797.72496225387,-797.79292025387,-798.02225325387,-797.74443125387,-797.72590625387
MR_128509_2,-381.94194915014003,-381.98993415014,-382.12078315014,-381.95379915014,-381.94289315014004
MR_669540_2_52_5_10_5_9,-624.55407263839,-624.60934563839,-624.74554563839,-624.56828563839,-624.55501663839
MR_409958_1,-437.79996913135,-437.84349113135,-437.94379613135,-437.81029513134996,-437.80091313135
MR_267942_1_6_7_18,-606.10403663214,-606.1532786321401,-606.25978663214,-606.11567163214,-606.10498063214
MR_60391_0_3_4_4,-420.05459023463,-420.10205523463,-420.23485823463,-420.06618323463,-420.05553423463
MR_33453_0_30_3_3_3_6,-643.8085818580699,-643.86730885807,-644.03969785807,-643.8244768580699,-643.80952685807
MR_447118_1,-303.39486295572,-303.43944795571997,-303.51294995572,-303.40508195572,-303.39580695572
MR_485443_0_15_1_6_8_47,-893.71559866653,-893.78162966653,-894.01590366653,-893.73489866653,-893.71654366653
MR_220338_0_42_4_1_4_9,-572.01179563609,-572.07226663609,-572.29398263609,-572.0288806360901,-572.01273963609
MR_248768_0_44_4_3_6_1,-603.43602005958,-603.49427805958,-603.61474505958,-603.4519240595799,-603.43696405958
MR_609448_2_35_3_2_8_1,-699.56582217312,-699.62106617312,-699.76057217312,-699.58076017312,-699.56676617312
MR_206532_1_15_1_3_8_63,-890.39217313276,-890.45266013276,-890.64070513276,-890.40899313276,-890.39311713276
MR_229658_1_33_3_2_6_5,-732.76905088842,-732.82400088842,-732.94985888842,-732.7838418884199,-732.76999488842
MR_492961_0,-343.56953390727,-343.61973590727,-343.72244490727,-343.58183990727,-343.57047790727
MR_77957_0_29_2_10_8_41,-820.2978031070201,-820.37237510702,-820.69510210702,-820.32015710702,-820.2987481070201
MR_609448_2_47_4_8_4_2,-680.8852286380201,-680.94980563802,-681.11367863802,-680.90354963802,-680.8861736380201
MR_605945_1,-456.05052536681,-456.09662536681003,-456.21402436681,-456.06136236681,-456.05146936681
MR_610106_0_21_6_6,-569.3411160193,-569.3921180193,-569.5132460193,-569.3535650193,-569.3420610193
MR_609119_2,-394.64901967747,-394.69270767746997,-394.76409467747,-394.65917267747,-394.64996367747
MR_549039_0_5_6_5,-688.26492467402,-688.32515167402,-688.55283167402,-688.28190567402,-688.26586967402
MR_354085_0_24_1_3,-546.08130135078,-546.12857435078,-546.21592035078,-546.09218735078,-546.08224535078
MR_517500_1,-513.1221906691901,-513.1674446691901,-513.27409166919,-513.13289866919,-513.1231346691901
MR_71928_0_25_2_11_4_6,-818.18192622287,-818.2526702228699,-818.54327822287,-818.2038232228699,-818.18287022287
MR_8459_0,-268.65027204159,-268.69164904159,-268.81993004159,-268.65955304159,-268.65121604159
MR_548531_1_38_3_5_5_3,-839.55317287304,-839.62453387304,-839.85604687304,-839.57402287304,-839.55411687304
MR_198937_1_38_3_4_5_9,-780.64416799401,-780.71322799401,-780.94382199401,-780.66450999401,-780.64511199401
MR_14949_1,-364.7409021766,-364.7863631766,-364.9120441766,-364.75127117659997,-364.74184617659995
MR_145948_1_56_5_4_5_10,-642.2741426394999,-642.3245156395,-642.4232686395,-642.2864566395,-642.2750866394999
MR_511777_0,-362.53152826216,-362.57483026216,-362.67045126216,-362.54138726215996,-362.53247226216
MR_278565_1_55_5_10_8_19,-758.41404192182,-758.47326692182,-758.68861492182,-758.4301179218199,-758.41498692182
MR_275421_0_46_4_6_8_26,-741.71571368237,-741.7765806823701,-742.04884568237,-741.73292268237,-741.71665768237
MR_365214_0_55_5_10_8_4,-623.24848674404,-623.29936974404,-623.41877974404,-623.2611927440399,-623.24943074404
MR_22311_1_57_5_1_6_5,-739.01898266994,-739.07824566994,-739.24791766994,-739.03524466994,-739.01992666994
MR_70926_2_64_6_6_7_7,-700.62774922606,-700.68579222606,-700.83097722606,-700.64305022606,-700.62869322606
MR_37223_0_24_2_10_3_3,-647.1717059663899,-647.23568696639,-647.45721896639,-647.19000796639,-647.1726509663899
MR_657071_0_19_2_12_5_6,-711.9596207114099,-712.01304571141,-712.14814171141,-711.97373471141,-711.9605647114099
MR_11320_1_32_3_6_5_5,-569.30365353607,-569.35563953607,-569.48123753607,-569.31607453607,-569.30459753607
MR_275421_0_47_4_10_4_2,-609.05211192071,-609.1132319207101,-609.33065092071,-609.06951292071,-609.05305692071
MR_97382_1_33_3_1_6_4,-686.09637427385,-686.15930527385,-686.34716227385,-686.11377927385,-686.09731827385
MR_479845_1,-348.71326051466,-348.75801651466,-348.88961951466,-348.72396451466,-348.71420451466
MR_256516_2_55_5_5_8_15,-703.0924853670899,-703.15230536709,-703.34539236709,-703.1085573670899,-703.0934293670899
MR_454518_2_56_5_1_5_2,-629.59461472083,-629.65520072083,-629.80778772083,-629.61128372083,-629.59555872083
MR_522223_1_5_6_8,-529.9808702228501,-530.03320022285,-530.12325922285,-529.9934232228501,-529.9818142228501
MR_186726_1_40_3_6_7_19,-833.4131955931,-833.4761935931,-833.6695335931,-833.4303865931,-833.4141395931
MR_526810_1_45_4_8_7_8,-797.33553093064,-797.40009493064,-797.61718393064,-797.35394193064,-797.33647493064
MR_255471_0_23_2_7_2_3,-753.42410479559,-753.4903707955899,-753.66731179559,-753.44318579559,-753.42504879559
MR_111358_0_70_8_63_8_38,-901.85041674117,-901.92422674117,-902.22956374117,-901.87194874117,-901.85136074117
MR_443105_0_42_4_6_4_7,-717.9569176643,-718.0151726643,-718.1745016643,-717.9727466643,-717.9578616643
MR_565276_1_20_2_12_6_3,-734.6615833614201,-734.7241283614201,-734.94559936142,-734.67951336142,-734.6625273614201
MR_350204_1,-404.00289493778,-404.05035593778,-404.19753393778,-404.01469093778,-404.00383893778
MR_433497_2_38_3_1_5_3,-642.65802306449,-642.7227850644899,-642.86461506449,-642.6757260644899,-642.65896706449
MR_57419_0_66_7_8_7_15,-836.55710215776,-836.62187115776,-836.85696515776,-836.57511015776,-836.55804715776
MR_656107_2_12_5_7,-476.95564513449,-477.00221713448997,-477.12624213449,-476.96664913449,-476.95658913449
MR_356208_0_68_7_16_7_15,-868.61243272658,-868.6770587265801,-868.88600772658,-868.6306797265801,-868.61337672658
MR_71928_0,-419.06928452756,-419.11566852756,-419.24597452756,-419.08073752756,-419.07022852756
MR_169488_0,-346.06501241539,-346.10851241539,-346.27142141539,-346.07548141539,-346.06595641539
MR_613702_0_56_5_3_5_8,-739.01657381546,-739.07821081546,-739.24458381546,-739.03337481546,-739.01751781546
MR_148430_0_21_2_7_7_17,-834.51776399331,-834.58296799331,-834.80078199331,-834.53675199331,-834.51870799331
MR_442182_0,-364.80402224986,-364.84928624986003,-364.96785324986,-364.81479124986004,-364.80496624986
MR_169488_0_28_2_12_7_19,-718.38839756676,-718.4492905667599,-718.66716856676,-718.40512756676,-718.38934156676
