rxn,h,f,spe,zpe,u
MR_381487_1,-381.388483953,-381.42937595300003,-381.489767953,-381.397321953,-381.389427953
MR_332395_2,-266.50374546200004,-266.542521462,-266.624181462,-266.51168846200005,-266.50469046200004
MR_173483_1_6_1_6_7_10,-854.781079607,-854.852161607,-855.047893607,-854.801870607,-854.782023607
MR_60120_0,-229.39735175599998,-229.438256756,-229.527547756,-229.406722756,-229.39829575599998
MR_134922_0_11_1_3_4_1,-765.87415863,-765.94392663,-766.19454163,-765.89509863,-765.87510263
MR_685126_0_50_4_3_7_7,-698.605871885,-698.659574885,-698.763715885,-698.619222885,-698.6068168850001
MR_400750_2_65_6_3_8_53,-877.508751112,-877.5869371120001,-877.874692112,-877.532405112,-877.509695112
MR_658763_1_2_1_2_3_2,-910.769018158,-910.833164158,-911.000491158,-910.787250158,-910.769962158
MR_480647_1_9_1_2_2_9,-872.11008125,-872.18019825,-872.38767125,-872.1309902500001,-872.11102525
MR_435068_1,-326.772233709,-326.817048709,-326.931316709,-326.782920709,-326.773178709
MR_626277_1,-320.84424263700004,-320.883300637,-320.973238637,-320.852420637,-320.845186637
MR_406433_1,-396.947537599,-396.999315599,-397.089874599,-396.96062559899997,-396.948481599
MR_308053_1_70_8_62_8_54,-915.096616703,-915.163526703,-915.409616703,-915.115528703,-915.097560703
MR_522223_1_8_1_7,-684.094188424,-684.1515304239999,-684.304261424,-684.1096564239999,-684.095132424
MR_229658_1,-356.553380868,-356.589614868,-356.648431868,-356.560241868,-356.554324868
MR_487545_0_63_6_5_6_5,-799.181894716,-799.2478917159999,-799.505213716,-799.2019517159999,-799.182838716
MR_671174_2,-420.199972464,-420.24724146399996,-420.387428464,-420.211537464,-420.200916464
MR_38962_2_58_5_9_7_3,-744.851037946,-744.918863946,-745.158826946,-744.8707519459999,-744.851981946
MR_588742_1_29_2_2_8_21,-1001.53167836,-1001.60144336,-1001.81591736,-1001.5521913599999,-1001.53262236
MR_478767_2_42_4_4_4_3,-611.0459731239999,-611.100401124,-611.284025124,-611.060213124,-611.046917124
MR_215193_2,-246.927162625,-246.966705625,-246.997068625,-246.935626625,-246.928106625
MR_20185_0_57_5_3_6_7,-784.534483967,-784.607015967,-784.817119967,-784.555839967,-784.535428967
MR_447118_1_52_5_10_5_6,-567.1618249859999,-567.214610986,-567.301176986,-567.1755179859999,-567.162769986
MR_605945_1_39_3_2_6_8,-792.344432085,-792.4067110850001,-792.543169085,-792.361031085,-792.345376085
MR_432469_0,-281.451086454,-281.487470454,-281.553816454,-281.45854745400004,-281.452031454
MR_353371_0_64_6_8_7_14,-792.810018099,-792.880963099,-793.066210099,-792.830131099,-792.810962099
MR_480530_2_14_1_3_7_12,-909.9993643529999,-910.068017353,-910.271811353,-910.0191233529999,-910.0003083529999
MR_537090_1_26_2_8_5_1,-584.993827861,-585.048381861,-585.210491861,-585.0084798610001,-584.994771861
MR_394204_0_19_2_2_5_9,-838.7847297100001,-838.85269871,-839.06388071,-838.8050857100001,-838.7856737100001
MR_609099_1,-345.024538397,-345.067248397,-345.206780397,-345.034547397,-345.025483397
MR_134446_2_56_5_6_5_10,-639.817197788,-639.870747788,-639.985615788,-639.830904788,-639.818142788
MR_114291_0_42_4_9_4_10,-631.4245563869999,-631.4893963869999,-631.717774387,-631.4433003869999,-631.4255013869999
MR_672934_0_55_5_4_8_5,-682.225160156,-682.2895461559999,-682.462844156,-682.243086156,-682.2261041559999
MR_77957_0_8_1_7_1_6,-949.5283937529999,-949.6036337529999,-949.846742753,-949.5515017529999,-949.5293387529999
MR_374535_1_14_1_7_7_1,-913.771818028,-913.840573028,-914.041207028,-913.792119028,-913.772762028
MR_16116_0_27_2_10_6_3,-685.608340003,-685.675767003,-685.896959003,-685.628197003,-685.609285003
MR_669540_2_31_3_1_4_12,-561.774139839,-561.8246778390001,-561.950458839,-561.787057839,-561.775083839
MR_331937_0,-321.858191125,-321.89819412500003,-321.997259125,-321.86680312500005,-321.859135125
MR_435068_1_15_1_6_8_55,-856.020580242,-856.085431242,-856.314819242,-856.038977242,-856.021524242
MR_431071_1_68_7_15_7_3,-901.6691985369999,-901.730301537,-901.867952537,-901.6849265369999,-901.670143537
MR_45342_1_58_5_11_7_1,-666.255088224,-666.310752224,-666.508244224,-666.270213224,-666.256032224
MR_283912_1,-286.268591813,-286.308721813,-286.377068813,-286.277029813,-286.269535813
MR_53633_2_4_5_3,-440.229730622,-440.278759622,-440.403588622,-440.241699622,-440.230675622
MR_555246_1,-379.787044106,-379.829644106,-379.920164106,-379.79686610600004,-379.787988106
MR_394316_2_18_2_10_4_10,-661.443276695,-661.508405695,-661.685713695,-661.461298695,-661.444221695
MR_672019_0,-474.95295298599996,-474.999274986,-475.076929986,-474.963986986,-474.95389698599996
MR_302190_1,-414.35252349399997,-414.397385494,-414.513137494,-414.363024494,-414.353467494
MR_487545_0_68_7_6_7_6,-833.1908942460001,-833.258967246,-833.500800246,-833.2102212460001,-833.1918382460001
MR_480530_2_4_1_3_5_5,-874.701695936,-874.770807936,-874.956993936,-874.722028936,-874.702640936
MR_80263_1_57_5_2_6_5,-649.093400076,-649.151613076,-649.335869076,-649.109229076,-649.094345076
MR_595179_2_0_1_3_1_7,-1020.1341183999999,-1020.2040073999999,-1020.3764904,-1020.1548634,-1020.1350623999999
MR_123876_0_44_4_5_6_6,-608.690448717,-608.748703717,-608.887771717,-608.705993717,-608.691393717
MR_61346_2_57_5_2_6_7,-763.8193993660001,-763.8806433660001,-764.107737366,-763.837068366,-763.8203433660001
MR_583511_1_44_4_7_6_3,-698.50308882,-698.56155282,-698.73450382,-698.51880382,-698.50403282
MR_73560_2_49_4_13_6_3,-719.055938505,-719.118063505,-719.352225505,-719.074076505,-719.056882505
MR_546977_0_18_3_5,-605.03407878,-605.09034878,-605.24060578,-605.04830278,-605.03502278
MR_115938_1,-363.88048479099996,-363.92560579099995,-364.041657791,-363.891341791,-363.88142879099996
MR_467418_0_48_4_4_5_2,-644.684250444,-644.736354444,-644.861293444,-644.697714444,-644.685194444
MR_688429_0_3_1_6_4_11,-792.4336902480001,-792.492249248,-792.634585248,-792.449622248,-792.434634248
MR_326361_0_26_2_11_5_7,-736.591570621,-736.651846621,-736.842359621,-736.608925621,-736.592515621
MR_189500_2_25_2_5,-565.692553808,-565.743090808,-565.868643808,-565.705141808,-565.693497808
MR_167373_1_55_5_1_8_54,-739.406931604,-739.462609604,-739.638506604,-739.421640604,-739.407875604
MR_106538_1_43_4_10_5_7,-665.145171723,-665.204591723,-665.388868723,-665.161603723,-665.146116723
MR_23532_0_40_3_2_7_12,-715.404136709,-715.4616587090001,-715.631108709,-715.4192377090001,-715.405080709
MR_442182_0_65_6_2_8_19,-879.2615334679999,-879.328207468,-879.593916468,-879.281377468,-879.2624774679999
MR_406636_1_14_7_9,-652.4032844909999,-652.467361491,-652.694148491,-652.420860491,-652.4042294909999
MR_209892_1,-414.247729794,-414.292696794,-414.408097794,-414.258335794,-414.248673794
MR_84700_1,-320.648172176,-320.689685176,-320.764225176,-320.657398176,-320.649116176
MR_256516_2_52_5_3_5_1,-534.725767269,-534.781574269,-534.945783269,-534.740027269,-534.726711269
MR_41547_1,-306.925115552,-306.965369552,-307.100951552,-306.934128552,-306.926059552
MR_26410_0_14_1_6_7_7,-909.016058713,-909.080655713,-909.282940713,-909.034302713,-909.017002713
MR_9670_0_8_1_5,-592.826866298,-592.8791802979999,-593.042255298,-592.840385298,-592.827810298
MR_148430_0_51_4_7_8_11,-665.188016565,-665.2458975650001,-665.435930565,-665.2037475650001,-665.188960565
MR_697534_0_66_7_9_7_9,-837.844926198,-837.909726198,-838.148525198,-837.863586198,-837.8458701980001
MR_45342_1,-322.978696605,-323.019795605,-323.140682605,-322.987933605,-322.979640605
MR_353371_0_29_2_5_8_6,-776.337376787,-776.410894787,-776.675245787,-776.359552787,-776.338320787
MR_73981_0,-360.05951108100004,-360.105112081,-360.218605081,-360.070561081,-360.06045608100004
MR_205208_0_39_3_2_6_3,-721.5647468320001,-721.628124832,-721.835030832,-721.582703832,-721.5656918320001
MR_428409_0_71_8_42_8_40,-895.939913648,-896.013872648,-896.341712648,-895.962154648,-895.940857648
MR_45342_1_9_1_4_2_2,-832.388693524,-832.455964524,-832.697047524,-832.408521524,-832.389637524
MR_588049_2,-399.77138424500004,-399.816337245,-399.906365245,-399.782265245,-399.77232824500004
MR_632553_0_45_4_12_7_12,-791.9048759279999,-791.9643989279999,-792.159851928,-791.921181928,-791.9058199279999
MR_45798_2_6_1_5_7_12,-950.452347186,-950.5238831859999,-950.776390186,-950.474091186,-950.453291186
MR_143857_2,-282.52938072899997,-282.569646729,-282.638433729,-282.537898729,-282.530324729
MR_304557_0_15_1_6_8_8,-682.278559094,-682.338472094,-682.517753094,-682.294637094,-682.279503094
MR_428485_0_34_3_6_7_2,-736.365882992,-736.422652992,-736.601520992,-736.380940992,-736.366826992
MR_15563_0_24_2_10_3_3,-647.423790318,-647.493151318,-647.706031318,-647.444486318,-647.424734318
MR_16116_0_34_3_6_7_9,-649.8722653020001,-649.935560302,-650.113495302,-649.8893823020001,-649.8732093020001
MR_177435_0_29_2_9_8_20,-894.7763097899999,-894.84807379,-895.15583779,-894.79826779,-894.7772537899999
MR_15104_1_65_6_4_8_3,-742.4770791,-742.5430371,-742.7561211,-742.4962991,-742.4780231
MR_557834_1_42_4_1_4_8,-566.8934853659999,-566.948445366,-567.094522366,-566.907510366,-566.8944293659999
MR_188533_2_34_3_5_7_15,-914.7410954449999,-914.814641445,-915.102030445,-914.763223445,-914.7420404449999
MR_527628_1,-377.017917538,-377.070437538,-377.173578538,-377.031041538,-377.018861538
MR_9486_0_44_4_6_6_6,-722.6913724379999,-722.7612084379999,-722.978412438,-722.7122574379999,-722.6923164379999
MR_560222_1_52_5_5_5_6,-718.458930931,-718.5139359310001,-718.602934931,-718.4733679310001,-718.459875931
MR_607160_1_48_4_6_5_10,-628.110014355,-628.169242355,-628.351766355,-628.126265355,-628.110958355
MR_60120_0_1_1_2_2_1,-719.3484780330001,-719.412857033,-719.578280033,-719.3668520330001,-719.3494230330001
MR_278936_2_68_7_16_7_13,-865.620176252,-865.681447252,-865.841802252,-865.636063252,-865.621120252
MR_47910_2,-306.317867188,-306.353789188,-306.414063188,-306.324631188,-306.318811188
MR_602445_1_51_4_9_8_56,-717.6495324230001,-717.716389423,-717.918283423,-717.668553423,-717.6504774230001
MR_480647_1,-342.908648137,-342.951649137,-343.056892137,-342.918716137,-342.909592137
MR_50852_1_69_7_10_8_31,-817.2036814559999,-817.266254456,-817.534901456,-817.221180456,-817.2046254559999
MR_23532_0,-283.731567676,-283.769575676,-283.867142676,-283.73936467600004,-283.732511676
MR_209912_2_68_7_16_7_11,-835.596156872,-835.669314872,-835.865987872,-835.616487872,-835.597101872
MR_58399_0_49_4_12_6_6,-658.789894363,-658.849254363,-659.057460363,-658.8064063630001,-658.790838363
MR_578272_2_17_2_11,-533.107183531,-533.165824531,-533.357234531,-533.122692531,-533.108127531
MR_308053_1,-400.869943079,-400.911172079,-401.016311079,-400.879149079,-400.870887079
MR_564043_1_52_5_4_5_2,-661.8072221089999,-661.859383109,-661.982949109,-661.8205841089999,-661.8081661089999
MR_388469_0_28_2_11_7_4,-925.017129048,-925.085596048,-925.269341048,-925.036500048,-925.018073048
MR_674169_0_60_6_6_6_1,-833.399820744,-833.459922744,-833.598646744,-833.4165277440001,-833.400764744
MR_265635_0,-416.966744397,-417.01095139700004,-417.101400397,-416.97677739700003,-416.967688397
MR_262404_1_43_4_7_5_3,-650.220871247,-650.285883247,-650.483697247,-650.2392612470001,-650.221815247
MR_9486_0_71_8_62_8_35,-896.338809427,-896.4101964270001,-896.683713427,-896.359917427,-896.339753427
MR_474666_0_57_5_7_6_1,-644.673258927,-644.726953927,-644.853514927,-644.687150927,-644.674202927
MR_177320_1,-494.875230277,-494.921441277,-494.990240277,-494.886215277,-494.876174277
MR_264791_1_34_3_4_7_15,-855.2897787769999,-855.359263777,-855.619011777,-855.3097697769999,-855.2907227769999
MR_49699_0,-344.930866749,-344.984065749,-345.107814749,-344.944795749,-344.931810749
MR_537090_1_51_4_10_8_13,-701.582275653,-701.650403653,-701.861001653,-701.601755653,-701.583219653
MR_440142_0_2_1_6_3_1,-808.387569703,-808.4475817030001,-808.576601703,-808.403575703,-808.3885137030001
MR_253287_0,-418.130852964,-418.178535964,-418.282873964,-418.141727964,-418.131797964
MR_220900_2_27_2_9_6_2,-684.5406942669999,-684.602397267,-684.815083267,-684.557924267,-684.5416382669999
MR_45798_2_61_6_2_7_19,-797.7945878090001,-797.8642878090001,-798.076786809,-797.814235809,-797.7955328090001
MR_238926_2_29_6_7,-627.3165363210001,-627.370842321,-627.555866321,-627.331178321,-627.3174803210001
MR_379483_1_51_4_3_8_30,-775.204132765,-775.271833765,-775.522721765,-775.224363765,-775.2050767650001
MR_331937_0_13_6_6,-529.783100035,-529.835286035,-529.980178035,-529.796216035,-529.784044035
MR_615843_0_8_1_6_1_7,-945.02267167,-945.09176367,-945.26227367,-945.04248367,-945.02361567
MR_565255_1_67_7_10_8_26,-876.2313583170001,-876.301903317,-876.573554317,-876.252223317,-876.232302317
MR_15104_1,-405.28980775099996,-405.344413751,-405.510258751,-405.304073751,-405.29075175099996
MR_185149_0_21_6_4,-530.27566731,-530.32571531,-530.42030431,-530.28783931,-530.27661131
MR_220338_0,-344.998447114,-345.043288114,-345.178227114,-345.00921711399997,-344.999391114
MR_275421_0_8_1_7_1_6,-906.855119237,-906.921365237,-907.089229237,-906.873872237,-906.8560632370001
MR_191075_1_67_7_12_8_14,-832.0411386579999,-832.1070986579999,-832.334929658,-832.059252658,-832.0420826579999
MR_378141_0_24_1_6,-607.707855789,-607.764136789,-607.882327789,-607.721840789,-607.708799789
MR_501018_2_21_2_6_7_17,-817.135123889,-817.208897889,-817.456679889,-817.156988889,-817.1360688890001
MR_614892_1_60_6_5_6_3,-1026.4358257400002,-1026.5085627400001,-1026.72759274,-1026.45787674,-1026.43676974
MR_425930_2_55_5_2_8_21,-763.488245583,-763.549905583,-763.765069583,-763.504970583,-763.489189583
MR_76727_0,-326.792209621,-326.832668621,-326.954675621,-326.801297621,-326.793153621
MR_27199_2_22_2_8_8_39,-722.738669859,-722.798986859,-723.031129859,-722.7551178589999,-722.739614859
MR_430828_1_46_4_10_8_47,-797.952523856,-798.0203068559999,-798.249579856,-797.971881856,-797.953468856
MR_631367_1_36_3_6_3_3,-814.630172788,-814.693189788,-814.861873788,-814.647615788,-814.631116788
MR_605105_1_6_1_5_7_7,-1006.22925237,-1006.30031837,-1006.51492937,-1006.25030337,-1006.23019637
MR_503486_0_11_1_3_4_3,-791.145788967,-791.204271967,-791.321641967,-791.161365967,-791.146732967
MR_667742_1_55_5_11_8_59,-853.911979041,-853.971189041,-854.177913041,-853.928605041,-853.912923041
MR_40516_0_28_2_8_7_3,-720.487044342,-720.547299342,-720.738117342,-720.503064342,-720.487988342
MR_405339_0_55_5_6_8_46,-855.93464608,-855.99736708,-856.22825808,-855.95233008,-855.93559008
MR_236404_0_57_5_4_6_8,-725.422679091,-725.491033091,-725.690409091,-725.442312091,-725.423623091
MR_487668_0_15_1_3_8_34,-933.35418009,-933.41891009,-933.68495509,-933.37350809,-933.35512409
MR_256516_2,-267.667013517,-267.708657517,-267.815425517,-267.676063517,-267.667957517
MR_188497_2_32_3_4_5_4,-740.549587448,-740.611622448,-740.798767448,-740.5661394480001,-740.550531448
MR_558865_2_38_3_2_5_8,-740.182235502,-740.242882502,-740.417282502,-740.1990065020001,-740.183179502
MR_557599_2_66_7_10_7_19,-904.804646466,-904.876912466,-905.050155466,-904.825504466,-904.805590466
MR_559732_1,-397.047642252,-397.09180225200004,-397.193645252,-397.057907252,-397.048586252
MR_198127_2_21_6_2,-473.275680465,-473.32343946500004,-473.436130465,-473.286901465,-473.276624465
MR_3524_1_1_1_1_2_6,-722.193171415,-722.253618415,-722.408047415,-722.2092794150001,-722.194116415
MR_115938_1_21_2_11_7_7,-835.9674229889999,-836.035527989,-836.270410989,-835.9875959889999,-835.968366989
MR_83630_0_22_2_8_8_46,-801.2115787050001,-801.281130705,-801.562553705,-801.2323377050001,-801.2125227050001
MR_526810_1,-440.08902829699997,-440.13518429699997,-440.262584297,-440.100235297,-440.089972297
MR_583511_1_70_8_55_8_16,-792.948759376,-793.009191376,-793.228867376,-792.965061376,-792.949703376
MR_278936_2_21_2_13_7_12,-769.434534588,-769.495649588,-769.652402588,-769.4508245879999,-769.435479588
MR_61346_2_14_1_3_7_1,-878.078163844,-878.145320844,-878.384611844,-878.097077844,-878.079107844
MR_212342_0_22_2_1_8_49,-737.6461278190001,-737.709278819,-737.906182819,-737.664378819,-737.6470728190001
MR_144195_1_32_3_4_5_4,-721.907263228,-721.970490228,-722.114165228,-721.9251302280001,-721.908207228
MR_391279_0_34_3_2_7_6,-760.657598708,-760.719584708,-760.939123708,-760.675106708,-760.658542708
MR_401314_1,-345.02331784,-345.06616784,-345.20487384,-345.03336184,-345.02426184
MR_3012_0,-307.448430468,-307.486698468,-307.568240468,-307.456333468,-307.449374468
MR_486880_1_63_6_1_6_2,-798.1630009659999,-798.226157966,-798.465213966,-798.181844966,-798.1639449659999
MR_604157_0_30_3_2_3_4,-789.971844139,-790.0336451390001,-790.135340139,-789.9893811390001,-789.972788139
MR_561527_0_44_4_12_6_1,-640.981522411,-641.041826411,-641.164313411,-640.9976734109999,-640.982466411
MR_487545_0,-383.30511491500005,-383.35223691500005,-383.508632915,-383.316840915,-383.306058915
MR_173483_1,-327.95889300500005,-328.00809300500003,-328.141157005,-327.97150700500003,-327.959837005
MR_110584_1,-266.531226912,-266.566937912,-266.653661912,-266.537944912,-266.532170912
MR_624208_0_61_6_2_7_7,-858.2065658719999,-858.272816872,-858.532561872,-858.2258918719999,-858.207509872
MR_502106_0_9_1_4_2_2,-759.740591816,-759.805271816,-760.018154816,-759.758910816,-759.741535816
MR_624208_0_60_6_8_6_6,-780.8793116889999,-780.9436466889999,-781.169051689,-780.897730689,-780.8802556889999
MR_603940_0,-346.151641024,-346.200486024,-346.354005024,-346.164443024,-346.152585024
MR_92817_0_40_3_1_7_18,-810.862024366,-810.924957366,-811.017883366,-810.878280366,-810.862968366
MR_403549_1_56_5_11_5_5,-810.706618164,-810.767783164,-810.937953164,-810.723783164,-810.7075621639999
MR_3626_2_34_3_2_7_2,-764.7597523759999,-764.826409376,-765.056385376,-764.778369376,-764.7606973759999
MR_593551_1_30_3_5_3_3,-819.9676339060001,-820.040404906,-820.278751906,-819.989804906,-819.9685779060001
MR_16099_0,-308.119333497,-308.164548497,-308.313235497,-308.130317497,-308.120277497
MR_212342_0,-341.643329473,-341.691796473,-341.768195473,-341.655096473,-341.644273473
MR_188533_2_44_4_8_6_4,-705.857083806,-705.922055806,-706.151657806,-705.875251806,-705.858027806
MR_278565_1_12_1_4_5_2,-811.807869285,-811.873380285,-812.050752285,-811.8262222850001,-811.808813285
MR_103052_0_26_3_6,-565.6588364349999,-565.710691435,-565.830422435,-565.6716154349999,-565.6597814349999
MR_253287_0_3_1_1_4_1,-814.627757367,-814.6888813669999,-814.858035367,-814.6448783669999,-814.628701367
MR_672019_0_58_5_1_7_11,-814.414022258,-814.476481258,-814.628677258,-814.4310812580001,-814.414966258
MR_134922_0,-389.247478009,-389.30097000899997,-389.476122009,-389.262318009,-389.24842200899997
MR_225520_2,-433.533806295,-433.571269295,-433.603818295,-433.541029295,-433.534751295
MR_279294_0_32_3_1_5_6,-793.966239612,-794.025931612,-794.128997612,-793.982450612,-793.967184612
MR_517500_1_33_3_2_6_8,-849.338688906,-849.398903906,-849.525020906,-849.354975906,-849.339632906
MR_393496_1_25_2_4_4_5,-891.0679785320001,-891.141347532,-891.447052532,-891.091061532,-891.068922532
MR_63884_0_26_2_2_5_3,-741.517472436,-741.578409436,-741.775598436,-741.534828436,-741.518416436
MR_144195_1_52_5_11_5_1,-590.389692075,-590.444849075,-590.569092075,-590.404106075,-590.390636075
MR_671174_2_45_4_8_7_17,-815.9767975469999,-816.044589547,-816.278260547,-815.9962635469999,-815.9777415469999
MR_375143_1_5_1_3_6_5,-926.755710639,-926.818519639,-926.978433639,-926.7733846389999,-926.756654639
MR_477575_1_13_1_4_6_5,-794.5231236340001,-794.586333634,-794.754006634,-794.540461634,-794.5240676340001
MR_632553_0_69_7_17_8_31,-947.857699053,-947.9229880529999,-948.210836053,-947.876540053,-947.8586430529999
MR_185149_0,-361.591363554,-361.63574255400005,-361.705345554,-361.601241554,-361.592308554
MR_21120_2_66_7_14_7_13,-893.012906722,-893.077106722,-893.288525722,-893.030574722,-893.013850722
MR_279294_0_33_3_6_6_1,-813.389034957,-813.453363957,-813.593755957,-813.407069957,-813.389979957
MR_26575_1_6_1_3_7_3,-833.841585492,-833.903174492,-834.104207492,-833.858677492,-833.842529492
MR_34691_0_51_4_13_8_10,-718.0153515669999,-718.0740655669999,-718.304788567,-718.031714567,-718.0162955669999
MR_501018_2,-405.299919912,-405.35347091200003,-405.516665912,-405.314256912,-405.300863912
MR_134446_2,-376.18184909999997,-376.2244961,-376.3295781,-376.1916891,-376.18279309999997
MR_66201_0_18_2_12_4_11,-602.1937864150001,-602.251307415,-602.421832415,-602.2095004150001,-602.1947304150001
MR_553628_0_2_1_4_3_2,-849.953338777,-850.022373777,-850.214290777,-849.9732217769999,-849.954282777
MR_144195_1_7_1_6_8_2,-776.138879922,-776.204899922,-776.343685922,-776.157077922,-776.139824922
MR_89509_2,-327.99060757,-328.03497656999997,-328.17712157,-328.00109757,-327.99155157
MR_70926_2_43_4_9_5_7,-531.209062067,-531.262683067,-531.368197067,-531.222482067,-531.210006067
MR_684542_1_39_3_2_6_1,-721.5403279349999,-721.606454935,-721.808469935,-721.5598239349999,-721.5412719349999
MR_138868_1_71_8_1_8_27,-611.665121367,-611.721218367,-611.979228367,-611.679967367,-611.666065367
MR_672019_0_69_7_9_8_49,-953.130056106,-953.197989106,-953.430708106,-953.149499106,-953.131000106
MR_352953_0_68_7_10_7_15,-909.797131223,-909.863525223,-910.066021223,-909.8161802230001,-909.798076223
MR_467042_0_58_5_7_7_7,-812.0427082790001,-812.1022812790001,-812.228153279,-812.057852279,-812.0436522790001
MR_45798_2_44_4_2_6_1,-629.3794815450001,-629.439401545,-629.648767545,-629.396488545,-629.3804255450001
MR_699953_0,-381.014646493,-381.058206493,-381.173393493,-381.024825493,-381.015590493
MR_100760_2_3_4_9,-494.348375137,-494.396426137,-494.518692137,-494.35997813700004,-494.349320137
MR_155791_0_13_1_7_6_6,-967.28028401,-967.35079701,-967.55522701,-967.30116701,-967.28122801
MR_239341_0,-347.353225538,-347.403800538,-347.578929538,-347.36654153800004,-347.354169538
MR_118542_1_52_5_7_5_4,-679.381916934,-679.4301059339999,-679.513390934,-679.393429934,-679.382861934
MR_615843_0_69_7_6_8_54,-813.797200845,-813.860748845,-814.071392845,-813.814459845,-813.798144845
MR_447373_0_65_6_1_8_62,-793.437461212,-793.4952262119999,-793.660916212,-793.452681212,-793.4384052119999
MR_428425_1_55_5_6_8_43,-868.255852412,-868.320567412,-868.543573412,-868.273692412,-868.256796412
MR_576145_1_67_7_6_8_29,-934.0148650509999,-934.086219051,-934.423034051,-934.036397051,-934.0158090509999
MR_672934_0_33_3_4_6_6,-760.831850197,-760.900816197,-761.129569197,-760.851894197,-760.832794197
MR_311988_0,-400.875452832,-400.917956832,-401.020353832,-400.885117832,-400.876396832
MR_445561_0,-363.95079844400004,-363.996292444,-364.109037444,-363.96156444400003,-363.95174244400005
MR_557653_0_15_8_52,-664.854793645,-664.918954645,-665.155812645,-664.8731806449999,-664.855737645
MR_183508_0_70_8_21_8_12,-798.8432215969999,-798.9075275969999,-799.150886597,-798.860801597,-798.8441655969999
MR_220338_0_6_1_3_7_7,-871.791697649,-871.858795649,-872.055841649,-871.810834649,-871.792642649
MR_110584_1_3_4_11,-321.832780823,-321.871951823,-321.973364823,-321.840781823,-321.833724823
MR_446382_0,-381.986926974,-382.041187974,-382.161210974,-382.001046974,-381.98787097400003
MR_141573_1_53_5_7_6_6,-735.304045937,-735.373077937,-735.529084937,-735.3236839369999,-735.304989937
MR_256801_1_1_1_2_2_2,-836.270428628,-836.336714628,-836.575306628,-836.290146628,-836.271372628
MR_183508_0,-304.47373765,-304.51318565,-304.59996565,-304.48229265,-304.47468165
MR_100760_2_23_8_42,-648.123127716,-648.175948716,-648.361472716,-648.136656716,-648.124071716
MR_262404_1_54_5_9_7_15,-895.086593028,-895.156926028,-895.394189028,-895.106827028,-895.087538028
MR_3524_1_25_2_8_4_5,-553.0010447709999,-553.0566927709999,-553.241028771,-553.015521771,-553.0019887709999
MR_382352_0_68_7_6_7_13,-871.897947335,-871.963760335,-872.163909335,-871.916244335,-871.8988913349999
MR_15563_0_52_5_11_5_6,-590.465375239,-590.524982239,-590.644850239,-590.481999239,-590.466319239
MR_541095_1,-413.09926818400004,-413.141924184,-413.234585184,-413.10904318400003,-413.10021318400004
MR_676690_0_53_5_7_6_2,-809.4667129549999,-809.5282209549999,-809.674876955,-809.4845059549999,-809.4676569549999
MR_552735_0_56_5_7_5_5,-779.07462446,-779.13394246,-779.27483846,-779.0911364599999,-779.07556846
MR_455159_1_60_6_2_6_6,-837.3880179,-837.4521319,-837.7170929,-837.4073349,-837.3889619
MR_41547_1_60_6_2_6_4,-683.570142198,-683.628943198,-683.838551198,-683.586185198,-683.571086198
MR_307233_0_64_6_2_7_12,-833.83477403,-833.89685003,-834.09719003,-833.85221403,-833.83571803
MR_201053_0_62_6_7_8_36,-890.2919589349999,-890.357366935,-890.596021935,-890.310665935,-890.2929029349999
MR_674568_2_42_4_5_4_3,-594.342056626,-594.404659626,-594.640024626,-594.359938626,-594.343000626
MR_361318_0_53_5_10_6_8,-661.2972736349999,-661.3618006349999,-661.540815635,-661.3155986349999,-661.2982176349999
MR_334026_0,-455.551470875,-455.593302875,-455.638677875,-455.560391875,-455.552415875
MR_33453_0_17_2_9_3_4,-663.5634458879999,-663.624722888,-663.838070888,-663.5806148879999,-663.5643898879999
MR_66201_0_52_5_7_5_10,-662.9503281640001,-663.0086881640001,-663.163245164,-662.9665901640001,-662.9512731640001
MR_8459_0_19_2_6_5_10,-492.775059291,-492.831022291,-492.988621291,-492.789458291,-492.776003291
MR_45798_2,-326.78843162799996,-326.834497628,-326.948566628,-326.79961662799997,-326.78937662799996
MR_430547_0_66_7_10_7_9,-835.914551102,-835.980337102,-836.202969102,-835.932812102,-835.915495102
MR_164152_2_14_1_3_7_10,-909.7883854380001,-909.8555814380001,-910.055156438,-909.8083814380001,-909.7893294380001
MR_517500_1_65_6_6_8_61,-988.322358115,-988.389739115,-988.612451115,-988.341713115,-988.323302115
MR_609448_2_60_6_4_6_2,-791.201660732,-791.2651917320001,-791.389982732,-791.219231732,-791.202605732
MR_609119_2_2_1_1_3_4,-904.519532989,-904.586591989,-904.719336989,-904.538561989,-904.520476989
MR_666471_0_61_6_7_7_18,-943.304218031,-943.372152031,-943.575865031,-943.3238670310001,-943.305162031
MR_545334_1_59_5_11_8_26,-797.840998151,-797.900799151,-798.140401151,-797.858584151,-797.841943151
MR_404265_0_46_4_12_8_11,-741.1560633629999,-741.219632363,-741.485212363,-741.174763363,-741.1570073629999
MR_8532_2_21_2_2_7_12,-795.2549636910001,-795.321561691,-795.561354691,-795.274135691,-795.2559076910001
MR_400750_2_56_5_6_5_5,-819.359830611,-819.430697611,-819.596267611,-819.380170611,-819.360774611
MR_294830_2_24_2_3_3_1,-738.1261878099999,-738.1866118099999,-738.32888781,-738.14253981,-738.1271328099999
