smi,h,f,spe,zpe,u
C=C(CC=O)C1C(=N)C1NC1OCCCO1,-763.26618442468,-763.32705542468,-763.54766042468,-763.28289942468,-763.26712842468
C#CCN(C=C)C=O,-362.45573707366003,-362.49808307366004,-362.58191407366,-362.46501207366003,-362.45668107366004
O=C(OC1=CON=C1)C(NOO)C1CN1,-811.82297884881,-811.8816108488099,-812.01340784881,-811.8381588488099,-811.82392284881
CNNC(=CC(O)=CC1CNO1)NC,-683.2147794359299,-683.2757514359299,-683.48566443593,-683.23165343593,-683.2157234359299
CN=CCC(=CO)NC1=NOC=C1,-625.62771263466,-625.68124663466,-625.83228463466,-625.6412146346601,-625.62865663466
C=NC(O)C(C)=CC,-364.84867716177996,-364.89377516177996,-365.02180616178,-364.85920816178,-364.84962116177996
C=C(C)C(NC#N)NOC(N)=O,-603.63190132282,-603.68511032282,-603.81871632282,-603.64554732282,-603.63284532282
C=CNOC,-248.19861640847998,-248.23536840847999,-248.30660140848,-248.20581740848,-248.19956040847998
O=COCNC(=O)N(O)NN=O,-712.57397672085,-712.62637272085,-712.71150172085,-712.58683372085,-712.5749207208501
N=NC1(CN2CCN2)CC1=CC1OCCCO1,-798.587343669,-798.648809669,-798.899847669,-798.604281669,-798.588287669
CN(C)NC(C)(C)C#N,-400.27116705270004,-400.31831005270004,-400.4747270527,-400.28292005270004,-400.27211105270004
C=C(C(C)C)C(C)(C)O,-389.25959886000004,-389.30746086,-389.49767386,-389.27176986,-389.26054286000004
CC(=O)C(CN(C=O)C(C)=O)OC1=NC=CN1,-853.4802402069,-853.5457092069,-853.7319152069,-853.4981992069,-853.4811852069
C=C(C)N(O)O,-323.37612024299,-323.41396124299,-323.48875824299,-323.38388624299,-323.37706424299
NC(C=CN=C=O)=CCNC1=CN=CC=N1,-736.10114145261,-736.1617774526101,-736.32717545261,-736.1169654526101,-736.10208545261
C=C(CC=NC)C(=N)CN=CC,-515.66688173879,-515.72384873879,-515.91207073879,-515.68171173879,-515.66782573879
N=CCC(COCC1NCN1)OO,-665.01264565697,-665.06793165697,-665.26537565697,-665.0269816569701,-665.01359065697
CC(=O)C=C(O)C(C)=O,-458.81131931291,-458.85815331291,-458.95391831291,-458.82208531291,-458.81226331291
CC(=C=CC1=CON=C1)CC1CNNC1,-666.96278856791,-667.01839156791,-667.22975456791,-666.97747056791,-666.96373256791
CN(C=O)N(CC(O)=CN(C=O)C=O)C(=O)O,-926.51920371639,-926.58537671639,-926.74603371639,-926.53794171639,-926.52014771639
CC(=O)NC(=O)CC(C)(CN(C=O)C(C)=O)NC=N,-949.28543232022,-949.35556032022,-949.60965832022,-949.30644232022,-949.28637632022
O=COO,-264.77962700057,-264.81073700057,-264.82147400057,-264.78460800057,-264.78057100057
CC(=O)N(C=O)OC(CCN)CCC(=O)NC=O,-931.01209572086,-931.08135572086,-931.31740072086,-931.03236872086,-931.01304072086
CC(=NO)OC(=CC1CCCNO1)C(N)=C(C)C,-858.97557001661,-859.04669201661,-859.32756801661,-858.99666801661,-858.97651401661
C=CC=O,-191.7666730335,-191.7982400335,-191.8332190335,-191.7719650335,-191.7676170335
CC(CC(=O)COC1C=CC=C1)=NC(C)=NO,-801.34279273169,-801.4092437316899,-801.62820373169,-801.36157173169,-801.34373673169
CC(=O)NN=C(C=C(N)NN)COO,-735.2443519795199,-735.30585697952,-735.47753397952,-735.26147697952,-735.2452959795199
CNC(C)=O,-248.28917938426,-248.32420938426,-248.39737838426,-248.29584738426001,-248.29012438426
C=CC=C=CO,-269.05280857375,-269.09081657375,-269.15511857375,-269.06042757374996,-269.05375257375
NNC(=O)O,-300.29685151468,-300.33236951467995,-300.37182751468,-300.30345851467996,-300.29779551468
C=NONC1C2C(=CC(=O)N(C)C)C12C,-704.0166894468199,-704.0817104468199,-704.27743144682,-704.0345944468199,-704.0176334468199
CC(=O)N(NNC(C)(CC=NO)N=C=O)C(C)=O,-925.9356176466,-926.0071896466001,-926.2159086466,-925.9561436466,-925.9365616466
CC=NCC(=NC(=NC)N(C)C)C(N)=O,-701.56007221736,-701.62529321736,-701.84650821736,-701.57899221736,-701.56101721736
COOCON=CC(C)(ON=C(C)C)C(=O)O,-912.61902005586,-912.69081205586,-912.90022405586,-912.63977905586,-912.61996405586
C=C(CC)C(C)=N,-289.66237338341,-289.70416638341,-289.83062138341,-289.67165138341,-289.66331738341
C=COC(C)(OC1CCCON1)C(O)=COC=O,-934.7352429630599,-934.80014596306,-935.03895096306,-934.75409296306,-934.7361879630599
CC=NONC(N)CC,-437.33112150041,-437.38036150041,-437.53419850041,-437.34319550041,-437.33206550041
CC(=O)NOC(C=O)(CC=O)CC(=O)NC(C)=O,-949.70334541834,-949.7727394183399,-949.96972641834,-949.7237564183399,-949.70428941834
NC(=O)CCC=O,-361.59566940144,-361.63641840144,-361.71675140144,-361.60409940143995,-361.59661340144
CC(C)(CCC#CC1NCN1)OO,-611.8142280819,-611.8714520819,-612.0776900819,-611.8294510819,-611.8151720819
COC(CC(C)=O)N(O)C(C)CN1CCCO1,-841.9779293763,-842.0464563763001,-842.3351823763,-841.9980583763,-841.9788733763
CN=C(C)CN=CCC(=O)NC(C)=O,-666.14117204019,-666.2034070401901,-666.39835804019,-666.15814304019,-666.14211604019
CC(=O)NCC(C)(N)NC(=N)NN=O,-715.4614652584299,-715.52110825843,-715.70780825843,-715.4780022584299,-715.46240925843
CCC(OC(C)(C)CC1=NC=CN=C1)C(=N)NC,-802.1199567105,-802.1883467105,-802.4864577105,-802.1402057104999,-802.1209007105
O=CCCC(=O)NC1CNCOC1,-647.95920891464,-648.0121989146401,-648.20192591464,-647.9726219146401,-647.96015291464
C=CC(O)C(=C)CC,-348.78744431675,-348.83263931675003,-348.97273431675,-348.79797731675,-348.78838831675
C=NC(C)OC(=N)NN=CN,-545.6653219186701,-545.71613091867,-545.85842591867,-545.6779389186701,-545.6662659186701
CC(C)OON=O,-398.52773475717,-398.56927075717,-398.64426775717,-398.53683375717,-398.52867975717
OC(O)C=NN1C=CN=C1,-509.05161505376,-509.09606805375995,-509.19133905376,-509.06149405376,-509.05255905376
C=C(C)OO,-268.06644730341003,-268.10295430341,-268.16103930341,-268.07367730341,-268.06739130341003
CN(N=CC1=CN=CN1)C(O)(O)O,-678.8750600758,-678.9276200758001,-679.0677180758,-678.8884610758,-678.8760040758
C=CC=C(C)CN=CN,-383.04394653263,-383.09226153263,-383.23630553263,-383.05559753263003,-383.04489053263
NN1N=C(CN2CCCO2)C1(N)NC1CNCO1,-887.22878904257,-887.29156304257,-887.56224204257,-887.24653704257,-887.22973304257
CC(C)(C=NC1=CC=NN=C1)C(N)CN=N,-718.4914657834801,-718.55395678348,-718.77426378348,-718.50870178348,-718.4924097834801
CC(=O)OC(=O)ON=CC=N,-604.14848067948,-604.20116967948,-604.27876367948,-604.16106967948,-604.14942467948
CC(=O)NC(=O)CNC(O)NC1=CN=CO1,-831.44822778688,-831.50918678688,-831.68408678688,-831.46478578688,-831.44917178688
C#CC(O)C(=CC(N)=O)OCC(C)=O,-704.67537591648,-704.73466791648,-704.88381991648,-704.69147091648,-704.67631991648
C=COC(=O)NC=O,-435.60415237681,-435.64693637681,-435.70680137681,-435.61321137681,-435.60509637681
C=NC(C)(O)C1CCNOC1,-534.5810858754201,-534.62860987542,-534.80969987542,-534.59281187542,-534.5820308754201
CC(O)C=C(CC1=CON=C1)ON1C=CN=C1,-816.19324597781,-816.25575197781,-816.44536097781,-816.2099629778099,-816.19418997781
CCC(=N)CN(C)C#N,-399.10523790145,-399.15400090145,-399.28668490145,-399.11682790145,-399.10618190145
C=C(O)N(CNC=O)N(C)CN=C=O,-718.10830808758,-718.16745108758,-718.33082708758,-718.12436208758,-718.10925208758
CC(C)=NOCC(C=O)N(O)NC(N)=O,-794.42169663236,-794.48512663236,-794.67064463236,-794.43955063236,-794.42264063236
NC(=O)OC=NO,-413.54485281601,-413.58581381601005,-413.62959181601,-413.55349981601,-413.54579781601
CN=C(C)C=NC(=N)C(C)C(=O)NC(C)=O,-759.5394046086501,-759.60630660865,-759.82004260865,-759.55848860865,-759.5403486086501
C=CN(CC(=O)NC=O)CN1CNC1,-682.14097532191,-682.1976893219099,-682.38863532191,-682.15604432191,-682.14191932191
NN=C(N)N,-260.49923917533,-260.53431817533,-260.59888417533,-260.50596517533,-260.50018317533
CC(=O)NC(=O)C1C(=NN(C=O)C=O)N1C,-830.20616428147,-830.26863728147,-830.41496128147,-830.22358628147,-830.20710928147
C1=NC=C(C2NC2=NC2=CN=CO2)N1,-657.52699418924,-657.57855118924,-657.69216018924,-657.53907418924,-657.52793918924
CONN(NCC#N)C(C)=O,-565.48366149351,-565.53724949351,-565.66320449351,-565.49708649351,-565.48460549351
C=CCC(=CC1=CON=C1)C(C)=CN1CCCOC1,-842.73523274477,-842.80165974477,-843.08443274477,-842.75417174477,-842.73617674477
CC=NCC(CC(N)C(N)=O)=NN1CCCNC1,-835.36840230178,-835.43673330178,-835.73727430178,-835.38827930178,-835.36934630178
CC(=O)NC(=O)OC(O)(OO)C(=O)OO,-925.95193042349,-926.01291542349,-926.11485342349,-925.96829942349,-925.95287442349
CC=NOC=C1CC1(N)CC(C)=N,-590.80885945185,-590.8663934518501,-591.05885345185,-590.8245934518501,-590.80980345185
N=CCC(N)=O,-302.43941791434,-302.47817691434,-302.54336791434,-302.44682091434004,-302.44036191434003
CN=C(C)OC(NC(C)=N)C1(C)CC1,-631.35072703757,-631.41354903757,-631.65529703757,-631.36826903757,-631.35167103757
CN1OC1=N,-263.06867481099005,-263.10252681099,-263.14050681099,-263.07470881099005,-263.06961881099
C=CC(CON=C(C)C)=C(N)C(C)=N,-630.1146599442401,-630.17705894424,-630.39502494424,-630.1321399442401,-630.1156039442401
C#CC,-116.53161251121,-116.56071551120999,-116.59199651121,-116.53651351121,-116.53255651121
O=CNC=C(O)C(=O)CCCC1CNCN1,-780.60502958567,-780.66700358567,-780.90219958567,-780.6220125856701,-780.60597358567
CCC(=O)NN1CN1,-396.91474060236,-396.95824360235997,-397.06562960236,-396.92425960236,-396.91568460236
COC(=O)OC1CCCNO1,-590.4607588709999,-590.509583871,-590.654317871,-590.4723338709999,-590.4617028709999
C=C(C(=O)NC1=CC=CN=N1)N(N)COC=O,-848.3946892124201,-848.45587821242,-848.62498421242,-848.4112142124201,-848.3956342124201
OCC(O)(C=NC1=CN=CC=N1)NC1=CON=C1,-886.45162556252,-886.51414656252,-886.68745456252,-886.46826656252,-886.45256956252
CC(=O)N(C=O)NC(CC=O)=NC(C)=NN,-811.49899935639,-811.56463735639,-811.74368035639,-811.51745335639,-811.49994335639
CC(=O)ON(C)C=N,-416.84141673932,-416.88516573932003,-416.97888073932,-416.85136073932,-416.84236073932
CN(N)C=C=N,-282.44395901787,-282.48233101787,-282.55866101787,-282.45188001787,-282.44490401787
C=C(N)C=C(N)NC,-361.03679738488995,-361.08016738489,-361.21303038489,-361.04685038489,-361.03774138488996
CNCC(C)(O)C(=O)C(C)CC1CCOOC1,-825.9623228351301,-826.02823783513,-826.33324383513,-825.98174483513,-825.9632668351301
C=C(C(=O)NC1=CON=C1)C(C)C=CNC=O,-816.2835640652099,-816.3467010652099,-816.53679106521,-816.30075506521,-816.2845080652099
CC(O)C(=N)C(C)CN,-421.37577660523004,-421.42389560523003,-421.59259860523,-421.38766460523004,-421.37672160523005
CC(C)=NOCC(=CC=NO)OC(C)N,-742.40358903331,-742.4703150333099,-742.68882003331,-742.42237303331,-742.40453403331
C=C=NC(=O)O,-321.11217660584003,-321.14933960584,-321.17841960584,-321.11912560584,-321.11312160584004
NC(=NO)C(CN=O)CN1CCCOC1,-758.4303280117999,-758.4867750118,-758.7074670118,-758.4457580118,-758.4312720117999
NC(N)CCC1=NC=CN=C1,-492.53495924330997,-492.58293124331,-492.74332424331,-492.54628924330996,-492.53590324331
COC(C=O)OC1=CC=CN=N1,-606.26701212181,-606.31580512181,-606.42926712181,-606.27873612181,-606.26795612181
C=C(N)C=C(OC(=O)N(C)C)C(C)CC(N)=NC,-839.2427296180799,-839.3155456180799,-839.60853161808,-839.2646196180799,-839.2436746180799
C=C(C)N=CC,-250.39909053744,-250.43819953744,-250.53637453744,-250.40735153744,-250.40003453744
C=C(O)N(C)N(C)C,-382.06317583567,-382.10675483567,-382.24826183567,-382.07344083567,-382.06411983567
CC1CC1C(N)O,-326.78038912029,-326.82189912029,-326.94922712029,-326.78959712029,-326.78133312029
C=C(CC)C(COO)=NC1CNCCN1,-706.43800048839,-706.50042648839,-706.75072248839,-706.45499348839,-706.43894448839
C=CC(N)NN=CC,-360.99380208798004,-361.03880608798,-361.16838908798,-361.00424208798,-360.99474608798
O=CCNC=O,-322.31839861766997,-322.35653661767,-322.40915361767,-322.32572961767,-322.31934261767
NC(=O)ON(C=O)C(=O)NC1=CNN=C1,-807.04403478358,-807.1015057835799,-807.21432878358,-807.05883878358,-807.04497878358
NC(=O)C(CC=CC1CCOOC1)NC1=NOC=C1,-931.83538015329,-931.90177315329,-932.14886415329,-931.85422615329,-931.83632515329
C=C(NON=CC)C(N)=C(C=O)CC#N,-718.9614136584199,-719.02480765842,-719.18775165842,-718.97884265842,-718.9623576584199
CN(C=O)C(=NOC1NCCO1)C(O)O,-814.3521875124101,-814.4122945124101,-814.59282651241,-814.36832951241,-814.3531315124101
CC=NCC(O)=CC1=NC=CN1,-550.49322613444,-550.54599913444,-550.69289113444,-550.5057991344399,-550.49417013444
CC=NONC=N,-357.63643314322,-357.67873814322,-357.75583314322,-357.64567714322,-357.63737814322
C=C1CC1(CC1COCOC1)N=NC1=NOC=C1,-855.38635289708,-855.44750189708,-855.66787189708,-855.40305589708,-855.38729689708
C=NONC#N,-317.15603751365995,-317.19310451366,-317.22159051366,-317.16306851366,-317.15698151365996
COC(=O)CN(C)C(N)=CC(O)OC(N)=O,-853.70435338787,-853.76987238787,-853.97453638787,-853.72315238787,-853.70529738787
C=CC(=N)C(C)CN,-344.96806657835003,-345.01424057835004,-345.15548357835,-344.97867057835003,-344.96901057835004
CC(=NN=C=O)C(=N)CC=COO,-661.51093380961,-661.56646480961,-661.68991880961,-661.52502580961,-661.51187780961
CCC=C(ON1CO1)C(C)=NC(=N)N(C)C,-760.5472877273199,-760.61625672732,-760.84936672732,-760.56693872732,-760.54823172732
O=NN1C=CC(=O)C1,-414.44776192351003,-414.48646492351,-414.53837092351,-414.45534092351,-414.44870592351
CN=CNC(C)(C)C1(O)NC1(C)CC=NO,-761.80990384333,-761.87331784333,-762.13770184333,-761.82899484333,-761.81084784333
CC(=O)N(N=C1ON1C)C(C)=O,-623.46705853711,-623.52046253711,-623.63804653711,-623.48075753711,-623.46800253711
C=NONC(N)=CC,-396.87094603791,-396.91645303791,-397.01963803791,-396.88147303791,-396.87189003791
C=COC,-192.93838374141,-192.97069174141,-193.02913674141,-192.94403274141,-192.93932874141
N=NC(N)=C(N)C(CC(=O)O)CN1CCCCO1,-891.1607009014799,-891.22668090148,-891.49187390148,-891.1797449014799,-891.1616449014799
C=CCC1=CC=CN=N1,-380.67197483509,-380.71492183508997,-380.81771383509,-380.68089383509,-380.67291883509
CCOC#N,-247.07930233393998,-247.11467133393998,-247.16474133394,-247.08583333393997,-247.08024633393998
C=CCC(=NOOC)C(C)=NC1=NOC=C1,-778.0214752596701,-778.08600925967,-778.26419725967,-778.03899825967,-778.0224202596701
CC(C)C(=O)C(C)(C)O,-425.22955234562,-425.27818134562,-425.44377534562,-425.24169634561997,-425.23049634562
O=C=NCO,-283.05756073779,-283.09262173779,-283.12006973779,-283.06375773779,-283.05850473779003
CCC(=O)N(NC(=O)N(C)C)NC1=CN=CN=C1,-868.97452765802,-869.0432906580199,-869.26999765802,-868.99410565802,-868.97547165802
O=CNC1=CN=CO1,-414.52865121059,-414.56739921059,-414.62118121059,-414.53614821059,-414.52959521059
COCC(N)O,-324.65588874308,-324.69536474308,-324.79530274308,-324.66420174308,-324.65683274308003
C=NO,-169.70649621169,-169.73522821168999,-169.75537721169,-169.71095321169,-169.70744021169
C=CC(=C)CC(=C)C,-311.65934459348,-311.70344959348,-311.84452359348,-311.66945659348,-311.66028859348
CC(=O)CC(=O)NC(=O)OC(C)=O,-702.6621361963699,-702.72169819637,-702.84038419637,-702.67721019637,-702.66308119637
C=NOC=C(CC1=CC=CC=C1)C(C)=N,-649.7900483555,-649.8493793555,-650.0428753555,-649.8055743555,-649.7909923555
C=CCC(=O)O,-306.26145309766,-306.29994209766,-306.36410309766,-306.26887509766,-306.26239809766
CCC(N)CC1=CNN=C1,-438.38643061432,-438.43434961432,-438.59954561432,-438.39776361432,-438.38737561432
C=CCC(OC1CCCNO1)C(=O)CO,-746.27017481865,-746.33065281865,-746.55760381865,-746.28658681865,-746.27111881865
C(=NC1CNCOC1)N=NC1COCCN1,-776.65568034241,-776.71513134241,-776.95301834241,-776.67112334241,-776.65662434241
CC=NONC(=CC=O)C(=O)NC1CCOCO1,-929.7179094660601,-929.78404146606,-929.99859246606,-929.73633746606,-929.7188534660601
C=NC=CC,-211.12836631194997,-211.16392431194998,-211.23645331195,-211.13515131194998,-211.12931031194998
COC(=O)OC1CCON1,-551.1928330915699,-551.2395330915699,-551.35623209157,-551.2035100915699,-551.1937770915699
CC(=O)CC(=O)C=O,-419.52514367391,-419.56977567391,-419.63790467391,-419.53480167391,-419.52608767391
C=C1CC1(C)N=N,-304.44467339047,-304.48397439047,-304.57532239047,-304.45297039047,-304.44561739047
COCC(CN=C(C)N)OOC1=CN=CC=N1,-834.62512923883,-834.69041023883,-834.91232323883,-834.64356823883,-834.62607423883
C=C(C)C(NN=O)C(=N)NC(C)=O,-642.87351072613,-642.93186372613,-643.08885272613,-642.88895672613,-642.87445472613
CN(C)C(=O)CC(=O)C(=O)COC=O,-741.86693217084,-741.92618817084,-742.07611517084,-741.88300117084,-741.86787617084
C=C(COON=CC)C(C)=NC(=O)O,-721.83012663591,-721.88980663591,-722.04803163591,-721.8464106359099,-721.83107163591
C#CC(=C)CC(N)=O,-362.47781070964,-362.52149970963995,-362.60434470964,-362.48738270964,-362.47875470964
CC=C(O)C=O,-306.24571972284,-306.28363872284,-306.34777972284,-306.25329272284,-306.24666472284
COC,-154.87115818912,-154.90176618912,-154.95577318912,-154.87640118912,-154.87210218912
C=NOCN=C(O)O,-452.76658530595,-452.80797830595003,-452.88074930595,-452.77535030595004,-452.76752930595
CC(=O)N(CN=C(CON=C(C)C)NO)C(C)=O,-911.0495023190599,-911.1186753190599,-911.36455631906,-911.07032631906,-911.0504473190599
CCCOC(C)(C)C,-351.18991233452005,-351.23829233452,-351.42211333452,-351.20160233452003,-351.19085633452
CC(C)=NOC(N)N(C=N)C=O,-604.81453604047,-604.8696310404699,-605.02424204047,-604.82898804047,-604.81548004047
CC(=O)OC(=O)C(C=O)OC(C)(C)CC1CON1,-934.75742328491,-934.82843728491,-935.05895328491,-934.77800328491,-934.75836728491
COCC(N)(COOC)C(C)=O,-630.82030347075,-630.8767054707499,-631.06350847075,-630.83573247075,-630.82124847075
C=NC(O)C(N)=NC,-396.96749484255,-397.01207884255,-397.11789184255,-396.97777284255,-396.96843884255003
C=C(C=CC)C(=NN(C=O)C(C)=O)NC=N,-758.31372056502,-758.3776985650201,-758.57021656502,-758.33187256502,-758.31466456502
C=C(C)N(C)CN=C=O,-419.01161434005,-419.05924134005,-419.18085834005,-419.02246234005,-419.01255834005
C=NCCC(C)C(=N)C(=O)OC(=O)NC,-741.3571951028799,-741.42177310288,-741.62082010288,-741.37481110288,-741.3581391028799
C=NC(=C)NC=N,-320.5756705228,-320.6151105228,-320.6969955228,-320.5838465228,-320.5766145228
C#CCON=C,-285.04128492942,-285.07842392941996,-285.13022292942,-285.04858092942,-285.04222892942
CNC(=O)N=C(C)C(=O)NN(C)C=O,-718.1565751402201,-718.2206381402201,-718.37879814022,-718.1736911402201,-718.1575191402201
C=NCC(O)C(NN=CN)C(O)O,-681.18282798317,-681.23782898317,-681.42355398317,-681.19779898317,-681.18377198317
NCN1CCCNC1,-362.21759130879,-362.25840230879004,-362.41997030879,-362.22641330879003,-362.21853530879
C=NCC(CC1CCOCN1)N(C)CC=NO,-801.04103515717,-801.1081921571699,-801.40176815717,-801.06006715717,-801.04198015717
O=CN(C=O)NC=NC1=CN=CO1,-676.4943961185301,-676.54661211853,-676.63985711853,-676.50687811853,-676.4953401185301
ON=CC=NC(O)=CC1C=CC=C1,-608.35678939543,-608.40965539543,-608.54848639543,-608.37000539543,-608.35773339543
NCC1=CC=CC=C1,-326.59249957122,-326.63280057122,-326.74634357122,-326.60069457122,-326.59344357122
CN=C(C)NC(O)(C=CN1CCOC1)ON,-797.7498823597699,-797.81635635977,-798.05502535977,-797.7686583597699,-797.7508263597699
O=C(CC=NC1=CN=CC=N1)NC1=CON=C1,-810.09709080358,-810.15442380358,-810.30450080358,-810.11172480358,-810.09803480358
CNC(=O)OOC(=O)C(O)(O)OO,-812.65547680404,-812.71197480404,-812.80725780404,-812.67048280404,-812.65642080404
CN(C#N)COC=O,-415.69307428099,-415.73673128099,-415.80884728099,-415.70252128098997,-415.69401828099
C=NOC=CN(N)N,-412.89612939084,-412.94052639084,-413.03436839084,-412.90614039084,-412.89707439084
CN=C(N=C(C(C)=N)C(N)COC)N(C)C,-741.96018866851,-742.0294706685099,-742.30179366851,-741.9808386685099,-741.96113266851
C#CC(=O)C(CC(=O)O)(CC(=O)OC(C)=O)OC,-952.34190095769,-952.41247195769,-952.58384895769,-952.3624179576899,-952.34284495769
CC(=O)N(C)NN=C(CC#N)OC1CCOCN1,-889.98411630099,-890.05213830099,-890.29179830099,-890.00348330099,-889.98506030099
NC=CNCC1CCNCN1,-494.84907483716,-494.89935583716004,-495.10575483716,-494.86145183716,-494.85001883716
C=C(CN1CCO1)C(=C)N=NC(=O)NC(C)=O,-833.4021299442601,-833.46749094426,-833.66349494426,-833.42043194426,-833.4030739442601
C=NC(C)O,-248.26726471809,-248.30252871809,-248.37557871809,-248.27400971808999,-248.26820871809
C=CC(CC=NC)CC1=CC=NC=N1,-591.8600768728701,-591.9174978728701,-592.11945687287,-591.87505187287,-591.8610208728701
CC=NCC(CNC=N)C(C)=O,-552.84596631333,-552.90106231333,-553.09226331333,-552.86049431333,-552.84691031333
COOCC(=CO)C(C)=NN(C=O)C=O,-797.03237261603,-797.09590761603,-797.25685361603,-797.0497826160299,-797.03331661603
CC(=CO)C(CN=CN)=NN=C(C)N,-662.27175592981,-662.33142192981,-662.53022592981,-662.2884409298099,-662.27269992981
CCC(N)N,-229.58280889737,-229.61984689737,-229.72896489737,-229.59041489736998,-229.58375289737
CC(C)=NOCC(C)(C)CN(N)CN=C=O,-761.82486542178,-761.89304842178,-762.15332542178,-761.84475442178,-761.82580942178
CNC(=O)CN(CC(=O)CO)OC(=O)NC(C)=O,-966.96127115199,-967.03170015199,-967.24239315199,-966.98167015199,-966.96221515199
CC(CN)C(=N)C(NN=N)ON,-602.08038178528,-602.13557478528,-602.31664678528,-602.09498078528,-602.08132578528
C=CC(C)(N)ON=C(C)C,-459.40310291029,-459.45418691029,-459.62274691029,-459.41630691029,-459.40404691029
COC(=CC1=CC=NO1)N(O)CCC1=NC=CC=N1,-909.61081350577,-909.67498050577,-909.88847050577,-909.62868350577,-909.61175750577
