smi,h,f,spe,zpe,u
CN=C(C)C=C(C)N(C)CN,-479.06107752599996,-479.116278526,-479.324778526,-479.075838526,-479.06202152599997
CC(=N)C(C)(N)NC(N)=O,-491.858161859,-491.906654859,-492.057903859,-491.870427859,-491.859105859
C=CCN1CCCN1,-345.125635823,-345.16815682299995,-345.313769823,-345.13478382299996,-345.126579823
C=CC(=N)N(CNC=NO)NC1=CC=CN=N1,-808.8958123360001,-808.957833336,-809.150332336,-808.912913336,-808.8967563360001
C=C(C)OC1CCC1,-348.9807591,-349.02347610000004,-349.1664701,-348.9902301,-348.9817031
CC(=NC1=COC=N1)NCOO,-623.726482974,-623.7761169739999,-623.901364974,-623.7386049739999,-623.727426974
CNC(=O)CC(O)=CCC1CCCOO1,-746.633622672,-746.694665672,-746.922029672,-746.649987672,-746.634566672
NC(=O)C=COC(C=O)=CC1CCCOO1,-819.439610086,-819.502559086,-819.684376086,-819.456592086,-819.440554086
O=C=NCC=NN=O,-430.652529592,-430.69671959199997,-430.730438592,-430.66168559199997,-430.653473592
CN=C(C)C(C(N)=NC1CNCCN1)C(N)(N)N,-833.180791804,-833.248291804,-833.574757804,-833.201157804,-833.181735804
C=C(C)C(=C)N=N,-304.629804788,-304.670352788,-304.761473788,-304.638431788,-304.630748788
CC(=O)NONC=CC(=O)O,-605.5529921020001,-605.6046451020001,-605.707997102,-605.565573102,-605.5539371020001
C=CON=O,-283.05132579599996,-283.08597079599997,-283.110036796,-283.05769879599995,-283.05226979599996
CC(C=N)=NN=N,-336.73008245899996,-336.771535459,-336.838345459,-336.738738459,-336.73102645899996
N=CCC=COCC(=O)NN=O,-623.714877488,-623.7704664879999,-623.888014488,-623.7286304879999,-623.715821488
CN=CNCC(O)C(C)C(CN)=NN(C)C=NC,-836.9597773910001,-837.0314273910001,-837.349523391,-836.9818963910001,-836.9607223910001
CN(C)C(=O)CCC(=N)CC=NC=NO,-721.7371510710001,-721.8008200710001,-722.013195071,-721.755003071,-721.7380950710001
C=CC(=N)CN(CC1=CN=CN1)OC1=CC=NN=C1,-869.042462716,-869.1078307160001,-869.320377716,-869.0603237160001,-869.043407716
CC(=O)OC(=O)CC(=N)C=N,-568.497928491,-568.551128491,-568.653469491,-568.510676491,-568.498872491
CC(=O)OCC(C)=CCC(=O)O,-612.831492226,-612.890181226,-613.040879226,-612.846162226,-612.832436226
CC(N=NN)=C(N)N,-393.309722904,-393.352961904,-393.461567904,-393.31980490399997,-393.310666904
CC(=N)C1(C)C(C)N1C,-384.42939388800005,-384.47651688800005,-384.644349888,-384.441141888,-384.430337888
NNC=CC=NO,-357.802350379,-357.843212379,-357.924174379,-357.811227379,-357.803294379
C=CON=CC,-286.424309177,-286.463215177,-286.537249177,-286.43227217699996,-286.425254177
CC(=O)N(ON)C(C)=O,-492.229432481,-492.275448481,-492.372156481,-492.24036648099997,-492.230376481
CC(=CC1=CN=CO1)N(C)C,-496.575721183,-496.625663183,-496.780470183,-496.588040183,-496.576665183
O=C=NCC=O,-321.26090908500004,-321.298071085,-321.328013085,-321.267811085,-321.261854085
N=CCC(C(=O)NN=O)C1CO1,-623.71898956,-623.77221756,-623.89215856,-623.73218156,-623.71993356
CCC(=N)C(C)C(=O)O,-440.32768736,-440.37538536,-440.50855336,-440.33888536,-440.32863136000003
C=CC(C)(N)CC(=C)N,-384.450135183,-384.496052183,-384.666653183,-384.461396183,-384.451079183
CC=NOOC=NNC=O,-546.2717893959999,-546.322346396,-546.406364396,-546.283954396,-546.2727333959999
C=C(CC(=O)N(C)C)OCC1NN1,-628.283819505,-628.343471505,-628.536365505,-628.299339505,-628.284763505
ON=CC=NOC=CC1C=CC=C1,-608.5673363100001,-608.62199831,-608.75850431,-608.58081731,-608.5682803100001
OCC1=CN=CN=C1,-378.747613989,-378.787511989,-378.864921989,-378.755425989,-378.748557989
CN=C(C(O)O)N(C=O)OC1NCCO1,-814.692495645,-814.750762645,-814.932854645,-814.708267645,-814.693439645
C=CN(C)C(NC#N)C(N)=NC1NCCCN1,-775.4175395289999,-775.4808415289999,-775.745104529,-775.435556529,-775.4184845289999
C=CC(C)(CC(N)=CC1=CN=CN1)NC1OCCO1,-876.537250697,-876.604703697,-876.887780697,-876.5567566970001,-876.538194697
CC(=O)CCN(C(C)=O)C(C)=O,-592.957916514,-593.013128514,-593.178557514,-592.9722555139999,-592.958860514
C=CN(CN(C)C(C)=O)N(C)CN=CC,-686.985295502,-687.049196502,-687.307308502,-687.0039245019999,-686.986239502
C=C(N)N(C)CNN1CCCN1,-550.405502778,-550.458936778,-550.677895778,-550.419223778,-550.406446778
C=C,-78.53406693299999,-78.560218933,-78.588993933,-78.538046933,-78.535010933
C=CC(=CN=NC)C(CC1CCCNN1)=NO,-779.116986669,-779.181128669,-779.441500669,-779.135329669,-779.117930669
CNN(O)C(N)=O,-394.952833264,-394.99341526399996,-395.073450264,-394.961546264,-394.953777264
COOC(C=O)(CC(C)=O)NC(=O)OC(C)=O,-931.861084873,-931.929708873,-932.107533873,-931.881039873,-931.862028873
CCC(=O)N(NO)NC1=CC=NN1,-659.186498399,-659.239895399,-659.392057399,-659.2002123990001,-659.187442399
CNC(=N)CNC(=N)C(=O)ON=C(C)N,-753.8873775999999,-753.9521846,-754.1406876,-753.9052515999999,-753.8883215999999
CN=C(C)CC(=N)OC=NO,-549.711849521,-549.765783521,-549.902692521,-549.7254815209999,-549.712793521
COC(=O)ON(C(C)=O)C(C)=O,-664.794031678,-664.848347678,-664.965868678,-664.808020678,-664.794975678
O=CC#CC1=COC=N1,-435.465157035,-435.50751703500003,-435.550936035,-435.473841035,-435.466101035
CC12OC3(C)C1=C23,-307.129696296,-307.168303296,-307.235927296,-307.137782296,-307.130640296
CC(=O)N(OOC(=CN1CO1)CC=O)C(C)=O,-910.5971187299999,-910.66514073,-910.82899573,-910.61666873,-910.5980627299999
CC(CN=O)C(=O)C(C)(O)CN1CN1,-703.442485553,-703.500976553,-703.697472553,-703.458559553,-703.443430553
CC(C)C(=N)C=N,-305.883214134,-305.924616134,-306.040299134,-305.892246134,-305.884159134
C=C(C1CCCON1)N(C=O)CC#CC1=COC=N1,-893.930656086,-893.995528086,-894.220738086,-893.948816086,-893.931600086
CCC(=CN(N)CN(C(C)=O)C(C)=O)NC1=NC=CN=C1,-986.0444733639999,-986.119836364,-986.405450364,-986.0670333639999,-986.045417364
C=CC(OC1=CC=NO1)C(=C)CCN=CC,-726.491119883,-726.553719883,-726.771426883,-726.508407883,-726.492064883
CN=C(N)CN=C=N,-376.091109502,-376.136861502,-376.230680502,-376.10132250199996,-376.092053502
N=C(NO)NN=C=O,-447.907130026,-447.950124026,-447.998711026,-447.916242026,-447.908074026
NN1C(C=NO)C1C(=O)ON=O,-675.624499656,-675.678136656,-675.760036656,-675.637926656,-675.625443656
C=CC(N)N,-228.498993869,-228.535210869,-228.620989869,-228.506162869,-228.499938869
CC(C=N)C(N)=CN(C)C=O,-513.842367918,-513.8959389180001,-514.059270918,-513.8560479180001,-513.843311918
C=CCC(=O)OC=O,-419.710571103,-419.75507410299997,-419.824140103,-419.720030103,-419.711515103
NOC(N)C1CCON1,-473.483263178,-473.527600178,-473.665720178,-473.49334317800003,-473.484207178
COC(=O)CNC=O,-436.991122604,-437.036002604,-437.118178604,-437.000960604,-436.992066604
CN=CNNN,-299.849037394,-299.887984394,-299.977534394,-299.85720339399995,-299.849981394
OC(O)(O)C12CN(N1)N2OC1=NC=CN=C1,-846.4491448,-846.5035358,-846.6460658,-846.4633708,-846.4500888
O=C(NC1=CC=NN1)OC=NOC1=NC=CC=N1,-901.724339,-901.786455,-901.92512,-901.740302,-901.725283
N=CO,-169.86178064199999,-169.89085964199998,-169.911783642,-169.86640964199998,-169.862724642
CC(=O)OC=C(C)C(=CC1CCCNO1)CC=O,-862.114038295,-862.184653295,-862.442538295,-862.134162295,-862.114982295
CN=C(C)CCN,-307.078529275,-307.123045275,-307.259229275,-307.088685275,-307.079473275
CC(=O)C(=N)C(C)O,-401.009988604,-401.054526604,-401.159486604,-401.02013260399997,-401.010932604
N=CC(=NN(C=O)C=O)NCO,-639.8578800519999,-639.9102180519999,-640.021012052,-639.870929052,-639.8588240519999
CCN(ON(C)C=NC)C(O)CC1=CON=C1,-836.145425673,-836.211655673,-836.455038673,-836.164494673,-836.146370673
C=CC(C)NO,-287.617849684,-287.657564684,-287.755982684,-287.626259684,-287.618793684
CN(C=O)CC1=CN=CO1,-493.26736322000005,-493.31407922000005,-493.41945722,-493.27773322,-493.26830722000005
C=C(CC(=O)NC(=O)OC)C(C)=COC=O,-819.569963796,-819.634441796,-819.814686796,-819.5879467960001,-819.570907796
C#CC(C)=C(NCC=O)NC1=CON=C1,-702.046852495,-702.107259495,-702.262196495,-702.063011495,-702.0477964950001
CCCC1OCCCO1,-425.43381394299996,-425.47839094299997,-425.651071943,-425.444003943,-425.43475794299997
C=CN(CC1=CNN=C1)N(C)CN,-587.324647269,-587.380209269,-587.578962269,-587.339108269,-587.325591269
C=C(OC(N)=CC(C)=O)C(C)OC=O,-706.236566334,-706.296251334,-706.468381334,-706.252683334,-706.237510334
C=C(ON)C(NC(C)=N)ON=C(C)C,-683.578721554,-683.6437755540001,-683.846371554,-683.5968055540001,-683.579665554
CC(C)=NC(=O)NN,-397.182476712,-397.228339712,-397.333696712,-397.193126712,-397.183420712
CC(=O)N(C)OC(=O)NN,-547.605524316,-547.6565703159999,-547.767776316,-547.618238316,-547.606468316
CNC(=NC(N)=O)C(=O)CO,-585.76888478,-585.8210977800001,-585.93826778,-585.78217078,-585.76982878
NOCC=NO,-339.567100125,-339.606360125,-339.669638125,-339.575178125,-339.568045125
O=C(O)CC1COCO1,-496.141802334,-496.186198334,-496.287403334,-496.151230334,-496.142746334
CC(=O)N(C=O)C=CN,-455.180048557,-455.225876557,-455.324578557,-455.190746557,-455.18099255699997
C=C(N)C(C)(C)C,-291.034275268,-291.075877268,-291.225932268,-291.043891268,-291.035219268
N=COCCC1C=CC=C1,-441.223129556,-441.269281556,-441.410877556,-441.233468556,-441.224073556
CCC(CC(=O)NC=O)(CC1=CC=NO1)ON,-854.9504192950001,-855.0125992950001,-855.226999295,-854.968238295,-854.9513632950001
CC(OC(=O)NC=O)=C(N)N,-585.767282713,-585.818123713,-585.936669713,-585.780098713,-585.768226713
C=CC(=N)C(CON1CCN1)CN(C)C(C)=O,-800.2373091339999,-800.304635134,-800.572711134,-800.2568111339999,-800.2382531339999
COCC(C)(C)N(O)OC1=CN=CO1,-723.349857941,-723.407714941,-723.593321941,-723.365319941,-723.350801941
O=C(NC=NCN1CCCCO1)OC1CNCN1,-891.606302857,-891.672078857,-891.939735857,-891.624379857,-891.607246857
C=C(C)C,-157.117614602,-157.151130602,-157.231481602,-157.123840602,-157.118558602
CNC=O,-209.14033998500003,-209.17406798500002,-209.220281985,-209.14624898500003,-209.14128498500003
C=C(NN)N(C=O)C(C)=O,-510.49094625,-510.53955924999997,-510.65356125,-510.50279725,-510.49189025
C=CO,-153.763932277,-153.792944277,-153.824929277,-153.768499277,-153.76487627699998
CN(CC1=CC=CC=C1)N=CC(C)(C)O,-652.519538346,-652.5793973460001,-652.819556346,-652.535608346,-652.520482346
C=NON=C(COC(C)=O)N=N,-639.7151431010001,-639.770540101,-639.874026101,-639.729096101,-639.716087101
C=NON(O)C(=N)O,-468.93409992399995,-468.976843924,-469.033987924,-468.94353592399995,-468.93504392399996
CNC(=N)CCC(N)N(C)N,-512.368490759,-512.4215887590001,-512.635449759,-512.382527759,-512.369434759
CC=NOCC(CC(=O)N(C)C)(NO)C(=O)NC,-912.654765165,-912.728228165,-912.995256165,-912.676789165,-912.655709165
CNC(C)=CC=N,-305.877758748,-305.920017748,-306.035110748,-305.88718674800003,-305.878703748
CC=C(C)N(C)C(=N)N,-400.524212712,-400.573039712,-400.728309712,-400.536386712,-400.525156712
CC(=O)NCCOC#N,-455.163148376,-455.20996637599995,-455.308614376,-455.173905376,-455.164092376
C=C(C)C(O)C(N)(CN=CN)CC1=CN=CC=N1,-817.375933795,-817.441420795,-817.707859795,-817.395077795,-817.376878795
C=CC1(C)C(=C)N1O,-363.749113962,-363.79188596200004,-363.896989962,-363.75899196200004,-363.750057962
CN=CNOC(=O)C(C=C=O)ON(C)C,-777.4743162149999,-777.536605215,-777.711204215,-777.491727215,-777.4752612149999
NC=NC=CNN,-337.961476198,-338.001533198,-338.096971198,-337.969952198,-337.962420198
CN=CN(C)N=CC(O)(CO)NN=C(C)C,-778.2450030189999,-778.3124470189999,-778.560003019,-778.264793019,-778.2459470189999
CC(=NC1CC1)NCN1CCCNC1,-611.783624844,-611.841214844,-612.104224844,-611.799106844,-611.784568844
O=COC(=O)NNC(C=O)CN=O,-734.907158064,-734.962711064,-735.061271064,-734.921203064,-734.908103064
CN=CNCC(O)C(=NN(C)C=NC)C(C)CN,-836.956761229,-837.028626229,-837.346820229,-836.978649229,-836.957706229
C=CC(=N)CNC=O,-379.93200231099996,-379.975650311,-380.071446311,-379.94147931099997,-379.93294631099997
N=CCN(C=N)C(N)=NC1=NC=CC=N1,-694.513870181,-694.5703081810001,-694.733511181,-694.528490181,-694.514814181
C=NNOC=O,-338.416343111,-338.453651111,-338.494194111,-338.423352111,-338.417288111
C=CC(C)C(=N)CN,-345.159523889,-345.20523688900005,-345.346749889,-345.17016388900004,-345.160467889
N=CC(=O)CN1CCN1,-435.186247461,-435.230908461,-435.344138461,-435.196133461,-435.187192461
C=C(C)C(NC(C)=N)C(N)=NC1=CN=CO1,-738.814688441,-738.877483441,-739.085956441,-738.832068441,-738.815632441
COC(=O)C=CC=CNOC(=O)N(C)C,-761.525377733,-761.591758733,-761.776553733,-761.543440733,-761.526321733
CNCC#CNC(C)=NO,-474.44051887700004,-474.49440087700003,-474.626971877,-474.453944877,-474.441463877
C=C(C)C(NOC1CCNCO1)NC(=O)NC=O,-911.515410365,-911.583280365,-911.835569365,-911.5345243649999,-911.516355365
C=NONC(N)=O,-393.7591251,-393.7991881,-393.8546591,-393.7675111,-393.7600691
N=C(O)CN=CN,-357.930474956,-357.97045395600003,-358.053675956,-357.938771956,-357.931419956
O=C1C(=O)N1C1CCNNC1,-548.5355838659999,-548.582524866,-548.706723866,-548.5461578659999,-548.5365278659999
CCC(=N)C(CC1CNCOC1)=NON=C(C)C,-839.529362659,-839.599745659,-839.893904659,-839.550024659,-839.530306659
CN=CNOC(=O)C(=O)C=CON(C)C,-777.491132785,-777.555172785,-777.728207785,-777.508622785,-777.492076785
C#CN(C)OC,-286.35923269499995,-286.39906069499995,-286.471861695,-286.367659695,-286.36017669499995
C=C(NCC=NC)C(N)N(C)C,-534.377783014,-534.435665014,-534.659380014,-534.393409014,-534.378727014
NN=CC1CNCCN1,-416.53204370000003,-416.57580970000004,-416.7275847,-416.5418937,-416.53298770000004
C=C(C)C(N)C(=N)N,-361.236764202,-361.281067202,-361.412589202,-361.247060202,-361.237709202
N=C=CC1=CN=CN=C1,-395.737430846,-395.778276846,-395.847895846,-395.745721846,-395.738374846
CNNCC(=O)C(C)N(C)NC=N,-625.634910264,-625.694807264,-625.911173264,-625.651276264,-625.635854264
COOCCC(=O)C(=N)CN,-570.748066431,-570.801847431,-570.951307431,-570.7617694310001,-570.749010431
CC=NOC=CONN(C)C,-550.798052697,-550.854359697,-551.011193697,-550.812422697,-550.798996697
O=NO,-205.700593639,-205.728803639,-205.724854639,-205.704788639,-205.701537639
CC(=O)N(C=O)OCC(=O)NNN=C(C)N,-848.9578132849999,-849.0205802849999,-849.202939285,-848.9757292849999,-848.9587572849999
C=C(N)CNC(C)=O,-381.149609685,-381.194363685,-381.312902685,-381.159850685,-381.150553685
CCC(=O)C(=O)CC(=O)N(C)C,-592.924787925,-592.983571925,-593.145878925,-592.940007925,-592.925731925
CC(=O)NCC(C)(C)N,-421.644402611,-421.693767611,-421.860828611,-421.656530611,-421.645347611
C=C(C(C)OC(=N)N)C(C)(N)CC1=CN=CO1,-799.175915173,-799.2371701730001,-799.489033173,-799.193784173,-799.176859173
CN=NN=CC(C)=O,-395.91026716500005,-395.954452165,-396.034579165,-395.92001816500004,-395.911211165
C=C=CN(C(=O)NC=O)C(CC(C)=NO)=C(C)C,-857.085309623,-857.155135623,-857.388114623,-857.106490623,-857.086253623
CC=NN=CCC,-305.859561335,-305.90372733500004,-306.015089335,-305.86914833500003,-305.860505335
O=CO,-189.74628561,-189.77447461,-189.78408861,-189.75039561,-189.74722961
C=C=C(N)CC(C)=O,-363.84057905900005,-363.885576059,-363.990242059,-363.850810059,-363.841523059
CCC(=NC1=CON=C1)C(C)C=NN(C=O)C=O,-871.948196553,-872.015099553,-872.217005553,-871.9669915530001,-871.949140553
CCC(CCNNC=O)OC(=O)NC=O,-778.846594017,-778.908423017,-779.111737017,-778.863699017,-778.847538017
NN(C=O)CO,-339.673577528,-339.711968528,-339.777952528,-339.681278528,-339.674521528
C=CC(CNC=O)=C(N)C(C)=N,-551.930337112,-551.984230112,-552.153858112,-551.944465112,-551.931281112
CN(OC1CCON1)C(=O)NCC=N,-719.5446051150001,-719.603121115,-719.791330115,-719.5599151150001,-719.5455491150001
C=C(CC(=O)OC(C)=O)C(C=CN)=NN=C=O,-852.60241343,-852.66923643,-852.82862843,-852.62143143,-852.60335743
N=C(CC(N)=O)C(=CO)COO,-644.814914665,-644.8671076649999,-645.001150665,-644.8282536649999,-644.815858665
O=CC(=O)CC1=CN=CN=C1,-530.159396155,-530.206529155,-530.293381155,-530.169844155,-530.160340155
C=C(N)C=C(N)NNC(C)=O,-529.886033844,-529.938887844,-530.091562844,-529.899439844,-529.8869778440001
CC=CC(CN1C=CN=C1)C(=O)CC1=NC=CC=N1,-837.058174963,-837.123567963,-837.361464963,-837.076406963,-837.059118963
CC(C)=NOC=CC=C(NNC1=NC=CN1)C(C)C,-856.5801764260001,-856.6552884260001,-856.939521426,-856.6021024260001,-856.5811204260001
CC(=N)C(C)=C(C)N,-345.179032494,-345.224417494,-345.365118494,-345.189923494,-345.179977494
CC(=N)N,-189.24740068199998,-189.28049568199998,-189.339142682,-189.25339868199998,-189.24834468199998
C=NOC(N)C(=C)NCC(C)=NO,-644.287221887,-644.344813887,-644.525988887,-644.302787887,-644.288165887
C=CC(C)C(=N)CO,-365.04607543900005,-365.091166439,-365.220097439,-365.05636843900004,-365.04701943900005
CN=CNN=CN,-337.973769591,-338.015428591,-338.107379591,-337.98297559099996,-337.974713591
C=CC(=C)O,-231.13185352300002,-231.166392523,-231.228072523,-231.13826852300002,-231.13279752300002
C=COC(CC(C)=O)(OC(=O)N(C)C)C(=C)O,-860.015871186,-860.083611186,-860.311758186,-860.035931186,-860.016815186
CC=NONC(C)C(CN)=NN(C)C=O,-738.903886696,-738.966980696,-739.190228696,-738.922158696,-738.904830696
CC=C(CNC=O)C(=N)C(C)=N,-551.9319390789999,-551.987161079,-552.154724079,-551.9463030789999,-551.9328830789999
CC(=O)OC=C(O)CN(C(=O)O)C1CCNN1,-892.150279488,-892.215016488,-892.428394488,-892.1682364879999,-892.151223488
NC(O)CNC=O,-378.99951826200004,-379.039789262,-379.134365262,-379.00800526200004,-379.00046326200004
CC(=O)ONC(=CC1=NC=CC=N1)C(O)=CC(C)C,-895.2155400720001,-895.2876210720001,-895.526649072,-895.235813072,-895.2164840720001
CC(=N)OC(O)(O)C(=O)OOC1=CON=C1,-907.348998921,-907.410358921,-907.530276921,-907.365685921,-907.349942921
CC(=O)NCC(=O)NC(=O)NC(C)=O,-738.447644907,-738.509065907,-738.658342907,-738.463870907,-738.448588907
CC(=O)OC(=O)CNO,-512.157779272,-512.205840272,-512.289064272,-512.168874272,-512.158723272
CN(C)N=CC(C)(C)O,-421.565647871,-421.61373487099996,-421.779632871,-421.577728871,-421.566592871
C=NCC(N)(CN)ON(C=O)C(C)=O,-719.593984341,-719.651855341,-719.838819341,-719.610097341,-719.594928341
CCN(C)OC=N,-342.962613093,-343.004007093,-343.118281093,-342.971762093,-342.963557093
OOC1=NC=CC=N1,-414.6121774,-414.6498604,-414.7037624,-414.61937140000003,-414.6131224
CCN(CC=NO)C(C(=N)O)C1NCN1,-738.938060086,-738.998101086,-739.227319086,-738.954878086,-738.939004086
NOCC1=CC=NO1,-415.773177991,-415.814464991,-415.888987991,-415.78158999100003,-415.774121991
NN=CN(C=O)C=O,-431.919450063,-431.961637063,-432.022588063,-431.928569063,-431.920394063
C#CC(N)N(C)C,-305.82207800400005,-305.86368800400004,-305.978449004,-305.831525004,-305.82302200400005
C#CC(=O)C(C)(C)OC,-422.97789551299996,-423.025071513,-423.143662513,-422.98946551299997,-422.97883951299997
C=NN(C)COC=O,-417.027446449,-417.070675449,-417.165581449,-417.037018449,-417.028390449
C=CC(=C)CC(N)=O,-363.883479767,-363.926746767,-364.034337767,-363.893091767,-363.884423767
O=CC=CNOC1=CC=NN1,-547.317268,-547.365807,-547.462536,-547.328382,-547.318212
C=CNC,-173.158593837,-173.192056837,-173.261758837,-173.164784837,-173.15953783700002
C=C(C=CC(CC)=NNC=O)NC1=CC=NC=N1,-814.977749941,-815.042407941,-815.261827941,-814.995978941,-814.978694941
O=C(CC1=CN=CN=C1)NCC1=CC=CC=C1,-742.467363556,-742.528476556,-742.724750556,-742.482688556,-742.468308556
CC(CN(C(=O)NC1CCCC1)C(C)N)=NO,-801.5530790199999,-801.61871502,-801.91478602,-801.57233402,-801.5540230199999
C=CC=C=N,-210.031803154,-210.066246154,-210.116052154,-210.038174154,-210.032747154
C=C(C)C(NC(=O)OC)C(=N)NN1CN1,-737.765669752,-737.827993752,-738.030319752,-737.782892752,-737.766613752
N=CN(C=CC1CCNO1)CN=C=O,-681.246229693,-681.303316693,-681.471025693,-681.260854693,-681.247173693
CC(CNC=O)(NO)C(=O)NCN=N,-735.644352038,-735.701878038,-735.879256038,-735.659841038,-735.645296038
CN(C=O)NNC(=O)CCC#N,-603.912092183,-603.9670031830001,-604.099679183,-603.9260321830001,-603.913037183
NC=C(N)C1CCOOC1,-495.536795105,-495.58267710499996,-495.736597105,-495.547693105,-495.537739105
C=C1C=C(N)C(N)=CC1,-382.073445455,-382.115555455,-382.244012455,-382.082924455,-382.074389455
COCC=N,-248.374716931,-248.410999931,-248.483552931,-248.381687931,-248.375661931
CCC(C)N(O)O,-364.019621557,-364.06197755700003,-364.186177557,-364.029304557,-364.020565557
CCC=CN(C)C(C)=O,-404.36784729,-404.41634929,-404.57182229,-404.37966829,-404.36879129
CC(=O)OC(=O)CCOC(C)(N)CN=C=O,-836.8493376619999,-836.9129726619999,-837.106171662,-836.867603662,-836.8502816619999
CC=NOCC1(C)CCNC1(C)CC(=O)NC,-785.46521991,-785.5303549099999,-785.83730491,-785.48486291,-785.46616391
NN(C=CC1C=CC=C1)NC1C=CC=C1,-630.13499027,-630.19250727,-630.40022027,-630.1496962699999,-630.13593427
CC(=NO)OC=O,-397.629073465,-397.670095465,-397.724644465,-397.63763746499995,-397.630018465
NC(=CC1=CNN=C1)NN1CCN1,-602.152174364,-602.204344364,-602.371548364,-602.165097364,-602.153118364
C=NC=CN1CCCN1,-399.264980745,-399.308775745,-399.446877745,-399.274730745,-399.265924745
COOC(C=C(O)OC(C)=NO)N=N,-775.247417118,-775.310296118,-775.452761118,-775.264255118,-775.248361118
O=CC#CC1=CN=CN1,-415.600494093,-415.642941093,-415.699296093,-415.609326093,-415.601438093
N=CCC(N)C(=O)O,-417.087371296,-417.130018296,-417.227397296,-417.096784296,-417.088315296
CN=C(N(C=O)OC(=O)OC(C)=O)C(N)(N)N,-924.2282405459999,-924.2955675459999,-924.478415546,-924.2478315459999,-924.2291845459999
C=C(CC(=N)N)C(C)C,-384.47129920599997,-384.518890206,-384.687885206,-384.482883206,-384.472243206
