smi,h,f,spe,zpe,u
N=CCC(N)=O,-302.578451388,-302.617210388,-302.682401388,-302.58585438800003,-302.579395388
CN=C(C)OC(NC(C)=N)C1(C)CC1,-631.686120625,-631.7489426249999,-631.990690625,-631.703662625,-631.687064625
CN1OC1=N,-263.179828496,-263.213680496,-263.251660496,-263.185862496,-263.180772496
C=CC(CON=C(C)C)=C(N)C(C)=N,-630.432413042,-630.4948120419999,-630.712778042,-630.449893042,-630.433357042
C#CC,-116.594486432,-116.62358943199999,-116.654870432,-116.599387432,-116.595430432
O=CNC=C(O)C(=O)CCCC1CNCN1,-780.979826048,-781.041800048,-781.276996048,-780.996809048,-780.980770048
CCC(=O)NN1CN1,-397.106486763,-397.149989763,-397.257375763,-397.11600576300003,-397.107430763
COC(=O)OC1CCCNO1,-590.7256585959999,-590.774483596,-590.919217596,-590.7372335959999,-590.7266025959999
C=C(C(=O)NC1=CC=CN=N1)N(N)COC=O,-848.754935669,-848.8161246689999,-848.985230669,-848.771460669,-848.755880669
OCC(O)(C=NC1=CN=CC=N1)NC1=CON=C1,-886.8278553800001,-886.89037638,-887.06368438,-886.84449638,-886.8287993800001
CC(=O)N(C=O)NC(CC=O)=NC(C)=NN,-811.857162479,-811.922800479,-812.101843479,-811.875616479,-811.858106479
CC(=O)ON(C)C=N,-417.028743265,-417.07249226500005,-417.166207265,-417.038687265,-417.029687265
CN(N)C=C=N,-282.58198467799997,-282.620356678,-282.696686678,-282.589905678,-282.58292967799997
C=C(N)C=C(N)NC,-361.22575639999997,-361.2691264,-361.4019894,-361.2358094,-361.22670039999997
CNCC(C)(O)C(=O)C(C)CC1CCOOC1,-826.381151357,-826.4470663569999,-826.752072357,-826.400573357,-826.382095357
C=C(C(=O)NC1=CON=C1)C(C)C=CNC=O,-816.650256919,-816.7133939189999,-816.903483919,-816.667447919,-816.651200919
CC(O)C(=N)C(C)CN,-421.60133500800004,-421.649454008,-421.818157008,-421.61322300800003,-421.60228000800004
CC(C)=NOCC(=CC=NO)OC(C)N,-742.753282528,-742.8200085279999,-743.038513528,-742.772066528,-742.754227528
C=C=NC(=O)O,-321.240558631,-321.27772163099996,-321.306801631,-321.24750763099996,-321.241503631
NC(=NO)C(CN=O)CN1CCCOC1,-758.784511285,-758.840958285,-759.061650285,-758.799941285,-758.785455285
NC(N)CCC1=NC=CN=C1,-492.780477751,-492.828449751,-492.988842751,-492.79180775099996,-492.781421751
COC(C=O)OC1=CC=CN=N1,-606.5238412440001,-606.572634244,-606.686096244,-606.535565244,-606.5247852440001
C=C(N)C=C(OC(=O)N(C)C)C(C)CC(N)=NC,-839.6632021739999,-839.7360181739999,-840.029004174,-839.6850921739999,-839.6641471739999
C=C(C)N=CC,-250.538893145,-250.578002145,-250.676177145,-250.547154145,-250.539837145
C=C(O)N(C)N(C)C,-382.26289040899997,-382.306469409,-382.447976409,-382.27315540899997,-382.26383440899997
CC1CC1C(N)O,-326.958721442,-327.00023144200003,-327.127559442,-326.967929442,-326.959665442
C=C(CC)C(COO)=NC1CNCCN1,-706.79367794,-706.8561039399999,-707.10639994,-706.8106709399999,-706.79462194
C=CC(N)NN=CC,-361.18279253400004,-361.227796534,-361.357379534,-361.193232534,-361.183736534
O=CCNC=O,-322.457855085,-322.495993085,-322.548610085,-322.465186085,-322.458799085
NC(=O)ON(C=O)C(=O)NC1=CNN=C1,-807.369089839,-807.426560839,-807.539383839,-807.383893839,-807.370033839
NC(=O)C(CC=CC1CCOOC1)NC1=NOC=C1,-932.266119875,-932.332512875,-932.579603875,-932.284965875,-932.267064875
C=C(NON=CC)C(N)=C(C=O)CC#N,-719.280031553,-719.343425553,-719.506369553,-719.2974605530001,-719.280975553
CN(C=O)C(=NOC1NCCO1)C(O)O,-814.7028190990001,-814.7629260990001,-814.943458099,-814.718961099,-814.7037630990001
CC=NCC(O)=CC1=NC=CN1,-550.754957416,-550.807730416,-550.954622416,-550.767530416,-550.755901416
CC=NONC=N,-357.79722662700004,-357.83953162700004,-357.916626627,-357.806470627,-357.79817162700004
C=C1CC1(CC1COCOC1)N=NC1=NOC=C1,-855.782691841,-855.843840841,-856.064210841,-855.799394841,-855.783635841
C=NONC#N,-317.277879591,-317.314946591,-317.343432591,-317.284910591,-317.278823591
COC(=O)CN(C)C(N)=CC(O)OC(N)=O,-854.080241909,-854.145760909,-854.350424909,-854.099040909,-854.081185909
C=CC(=N)C(C)CN,-345.158631925,-345.204805925,-345.346048925,-345.169235925,-345.159575925
CC(=NN=C=O)C(=N)CC=COO,-661.793318369,-661.8488493689999,-661.972303369,-661.807410369,-661.794262369
CCC=C(ON1CO1)C(C)=NC(=N)N(C)C,-760.9161694999999,-760.9851385,-761.2182485,-760.9358205,-760.9171134999999
O=NN1C=CC(=O)C1,-414.618562454,-414.657265454,-414.709171454,-414.626141454,-414.619506454
CN=CNC(C)(C)C1(O)NC1(C)CC=NO,-762.191877429,-762.2552914290001,-762.519675429,-762.210968429,-762.192821429
CC(=O)N(N=C1ON1C)C(C)=O,-623.7333805300001,-623.7867845300001,-623.90436853,-623.7470795300001,-623.7343245300001
C=NONC(N)=CC,-397.057433732,-397.102940732,-397.206125732,-397.06796073199996,-397.058377732
C=COC,-193.036710088,-193.069018088,-193.127463088,-193.042359088,-193.037655088
N=NC(N)=C(N)C(CC(=O)O)CN1CCCCO1,-891.5797848369999,-891.645764837,-891.910957837,-891.5988288369999,-891.5807288369999
C=CCC1=CC=CN=N1,-380.85746301,-380.90041001,-381.00320201,-380.86638201,-380.85840701
CCOC#N,-247.189943505,-247.225312505,-247.275382505,-247.196474505,-247.190887505
C=CCC(=NOOC)C(C)=NC1=NOC=C1,-778.366983007,-778.431517007,-778.609705007,-778.384506007,-778.367928007
CC(C)C(=O)C(C)(C)O,-425.455719861,-425.504348861,-425.669942861,-425.46786386099996,-425.456663861
O=C=NCO,-283.168791703,-283.203852703,-283.231300703,-283.174988703,-283.169735703
CCC(=O)N(NC(=O)N(C)C)NC1=CN=CN=C1,-869.376986739,-869.445749739,-869.672456739,-869.396564739,-869.377930739
O=CNC1=CN=CO1,-414.699272744,-414.738020744,-414.791802744,-414.706769744,-414.700216744
COCC(N)O,-324.811463488,-324.850939488,-324.950877488,-324.819776488,-324.812407488
C=NO,-169.77767973000002,-169.80641173,-169.82656073,-169.78213673000002,-169.77862373000002
C=CC(=C)CC(=C)C,-311.841220178,-311.885325178,-312.026399178,-311.851332178,-311.842164178
CC(=O)CC(=O)NC(=O)OC(C)=O,-702.956222026,-703.015784026,-703.134470026,-702.971296026,-702.957167026
C=NOC=C(CC1=CC=CC=C1)C(C)=N,-650.104682216,-650.1640132160001,-650.357509216,-650.120208216,-650.105626216
C=CCC(=O)O,-306.40046388900004,-306.438952889,-306.503113889,-306.407885889,-306.40140888900004
CCC(N)CC1=CNN=C1,-438.621381705,-438.669300705,-438.834496705,-438.632714705,-438.622326705
C=CCC(OC1CCCNO1)C(=O)CO,-746.627901435,-746.688379435,-746.915330435,-746.644313435,-746.628845435
C(=NC1CNCOC1)N=NC1COCCN1,-777.029433085,-777.088884085,-777.326771085,-777.044876085,-777.030377085
CC=NONC(=CC=O)C(=O)NC1CCOCO1,-930.125325611,-930.1914576109999,-930.406008611,-930.143753611,-930.126269611
C=NC=CC,-211.241475308,-211.277033308,-211.349562308,-211.248260308,-211.242419308
COC(=O)OC1CCON1,-551.431602288,-551.478302288,-551.595001288,-551.442279288,-551.432546288
CC(=O)CC(=O)C=O,-419.704600615,-419.749232615,-419.817361615,-419.714258615,-419.705544615
C=C1CC1(C)N=N,-304.60222811,-304.64152911,-304.73287711,-304.61052511,-304.60317211
COCC(CN=C(C)N)OOC1=CN=CC=N1,-835.005931648,-835.071212648,-835.293125648,-835.024370648,-835.006876648
C=C(C)C(NN=O)C(=N)NC(C)=O,-643.1668102880001,-643.2251632880001,-643.382152288,-643.1822562880001,-643.1677542880001
CN(C)C(=O)CC(=O)C(=O)COC=O,-742.184789142,-742.244045142,-742.393972142,-742.200858142,-742.185733142
C=C(COON=CC)C(C)=NC(=O)O,-722.14290986,-722.20258986,-722.36081486,-722.15919386,-722.14385486
C#CC(=C)CC(N)=O,-362.646224953,-362.689913953,-362.772758953,-362.655796953,-362.647168953
CC=C(O)C=O,-306.383161464,-306.421080464,-306.485221464,-306.390734464,-306.384106464
COC,-154.95345551199998,-154.98406351199998,-155.038070512,-154.95869851199998,-154.95439951199998
C=NOCN=C(O)O,-452.94983204799996,-452.991225048,-453.063996048,-452.958597048,-452.95077604799997
CC(=O)N(CN=C(CON=C(C)C)NO)C(C)=O,-911.466392511,-911.535565511,-911.781446511,-911.487216511,-911.467337511
CCCOC(C)(C)C,-351.40161508700004,-351.449995087,-351.633816087,-351.413305087,-351.402559087
CC(C)=NOC(N)N(C=N)C=O,-605.089893354,-605.1449883539999,-605.299599354,-605.104345354,-605.090837354
CC(=O)OC(=O)C(C=O)OC(C)(C)CC1CON1,-935.180666136,-935.251680136,-935.482196136,-935.201246136,-935.181610136
COCC(N)(COOC)C(C)=O,-631.113884935,-631.1702869349999,-631.357089935,-631.129313935,-631.114829935
C=NC(O)C(N)=NC,-397.153366379,-397.19795037899996,-397.303763379,-397.16364437899995,-397.154310379
C=C(C=CC)C(=NN(C=O)C(C)=O)NC=N,-758.660883842,-758.724861842,-758.917379842,-758.679035842,-758.661827842
C=C(C)N(C)CN=C=O,-419.216238061,-419.263865061,-419.385482061,-419.227086061,-419.217182061
C=NCCC(C)C(=N)C(=O)OC(=O)NC,-741.6996488919999,-741.764226892,-741.963273892,-741.717264892,-741.7005928919999
C=NC(=C)NC=N,-320.728246312,-320.767686312,-320.849571312,-320.736422312,-320.729190312
C#CCON=C,-285.16640899600003,-285.203547996,-285.255346996,-285.173704996,-285.16735299600003
CNC(=O)N=C(C)C(=O)NN(C)C=O,-718.476558561,-718.5406215610001,-718.698781561,-718.493674561,-718.477502561
C=NCC(O)C(NN=CN)C(O)O,-681.492165826,-681.547166826,-681.732891826,-681.507136826,-681.493109826
NCN1CCCNC1,-362.421797422,-362.462608422,-362.624176422,-362.430619422,-362.422741422
C=NCC(CC1CCOCN1)N(C)CC=NO,-801.451356149,-801.518513149,-801.812089149,-801.4703881490001,-801.452301149
O=CN(C=O)NC=NC1=CN=CO1,-676.7686390800001,-676.82085508,-676.91410008,-676.78112108,-676.7695830800001
ON=CC=NC(O)=CC1C=CC=C1,-608.630117724,-608.682983724,-608.821814724,-608.643333724,-608.631061724
NCC1=CC=CC=C1,-326.763982747,-326.804283747,-326.917826747,-326.772177747,-326.764926747
CN=C(C)NC(O)(C=CN1CCOC1)ON,-798.1297151819999,-798.196189182,-798.434858182,-798.1484911819999,-798.1306591819999
O=C(CC=NC1=CN=CC=N1)NC1=CON=C1,-810.442151094,-810.499484094,-810.649561094,-810.456785094,-810.443095094
CNC(=O)OOC(=O)C(O)(O)OO,-812.957003342,-813.013501342,-813.108784342,-812.9720093420001,-812.957947342
CN(C#N)COC=O,-415.86751399400003,-415.91117099400003,-415.983286994,-415.876960994,-415.86845799400004
C=NOC=CN(N)N,-413.081717921,-413.126114921,-413.219956921,-413.091728921,-413.082662921
CN=C(N=C(C(C)=N)C(N)COC)N(C)C,-742.338453639,-742.407735639,-742.680058639,-742.359103639,-742.339397639
C#CC(=O)C(CC(=O)O)(CC(=O)OC(C)=O)OC,-952.73568829,-952.80625929,-952.97763629,-952.7562052899999,-952.73663229
CC(=O)N(C)NN=C(CC#N)OC1CCOCN1,-890.393589054,-890.4616110540001,-890.701271054,-890.412956054,-890.394533054
NC=CNCC1CCNCN1,-495.120627452,-495.17090845200005,-495.377307452,-495.133004452,-495.121571452
C=C(CN1CCO1)C(=C)N=NC(=O)NC(C)=O,-833.7765639930001,-833.841924993,-834.037928993,-833.794865993,-833.7775079930001
C=NC(C)O,-248.388926655,-248.42419065500002,-248.497240655,-248.395671655,-248.389870655
C=CC(CC=NC)CC1=CC=NC=N1,-592.164558574,-592.221979574,-592.423938574,-592.179533574,-592.165502574
CC=NCC(CNC=N)C(C)=O,-553.128567205,-553.183663205,-553.374864205,-553.143095205,-553.129511205
COOCC(=CO)C(C)=NN(C=O)C=O,-797.368500497,-797.432035497,-797.592981497,-797.3859104969999,-797.369444497
CC(=CO)C(CN=CN)=NN=C(C)N,-662.587668828,-662.647334828,-662.846138828,-662.604353828,-662.588612828
CCC(N)N,-229.716626609,-229.753664609,-229.862782609,-229.72423260899998,-229.717570609
CC(C)=NOCC(C)(C)CN(N)CN=C=O,-762.203757031,-762.271940031,-762.532217031,-762.2236460309999,-762.204701031
CNC(=O)CN(CC(=O)CO)OC(=O)NC(C)=O,-967.378021393,-967.448450393,-967.659143393,-967.398420393,-967.378965393
CC(CN)C(=N)C(NN=N)ON,-602.366530177,-602.421723177,-602.602795177,-602.3811291769999,-602.367474177
C=CC(C)(N)ON=C(C)C,-459.640553589,-459.691637589,-459.860197589,-459.653757589,-459.641497589
COC(=CC1=CC=NO1)N(O)CCC1=NC=CC=N1,-910.013209103,-910.077376103,-910.290866103,-910.031079103,-910.014153103
CC(=O)NNC(=N)C=C(C)N,-529.901380609,-529.954947609,-530.106240609,-529.915088609,-529.902324609
C=CC=C(C)CC(C)=NO,-442.373278145,-442.425563145,-442.581171145,-442.38642914499997,-442.374223145
CC(C)(C)OCC=O,-386.139774864,-386.184965864,-386.323273864,-386.150426864,-386.140718864
CC1C(C2CCCNO2)C1(NN=O)C(=O)O,-816.796974058,-816.8570720580001,-817.066746058,-816.813606058,-816.797918058
CC=NN,-189.202729007,-189.235585007,-189.293754007,-189.20874500699998,-189.203673007
N=CCC(=O)C(=CC1=CN=CN=C1)NC=O,-756.3209329150001,-756.3790249150001,-756.534027915,-756.3361939150001,-756.3218769150001
C=CC(N)=CC(=C)C,-327.90565505,-327.94924805,-328.07994605,-327.91570005,-327.90659905
C=C(C)N(CC(N)=O)CC(=O)OC=O,-722.309346495,-722.367357495,-722.530749495,-722.325007495,-722.310290495
CC(=O)N(O)C(N)=O,-453.026098961,-453.068442961,-453.140049961,-453.035494961,-453.027042961
COC(=O)COC(C)(OC(=O)NC=O)C(C)(N)N,-968.606379085,-968.673996085,-968.911337085,-968.626994085,-968.607323085
CC1=C(O)C(C)C(=O)O1,-459.01015720699996,-459.05405720699997,-459.154200207,-459.020281207,-459.01110120699997
C=C(CN1CO1)N(C)C,-420.294266277,-420.34059527700003,-420.485550277,-420.305211277,-420.295210277
C=C(CC(C)=NO)NCON=CC,-628.245794873,-628.305878873,-628.496151873,-628.2617148730001,-628.246738873
CN=CNN=C(N)C(=O)CC(=O)OC(C)=O,-831.7759237,-831.8393717,-832.0086427,-831.7939497,-831.7768677
NCN=C=O,-263.286434565,-263.32241756499997,-263.361831565,-263.292876565,-263.287379565
CC1OC1=NC(C)(C)C,-404.31993161699995,-404.366884617,-404.521987617,-404.331415617,-404.32087561699996
C=NOC(C)(C=NOCC(N)=O)C(=O)O,-813.488294205,-813.550119205,-813.701245205,-813.505348205,-813.489238205
C#CN,-132.64140574599998,-132.67027874599998,-132.690470746,-132.64641174599998,-132.64234974599998
CC(CN)=NO,-303.699568928,-303.738943928,-303.826601928,-303.707915928,-303.700513928
CC(CO)C(C=CC1CCCNO1)=NN(C=O)C=O,-933.485408514,-933.554759514,-933.821430514,-933.505601514,-933.486352514
NC1OC1NCC1=CN=CO1,-548.560295124,-548.608358124,-548.731049124,-548.571337124,-548.561239124
N=CN(C=CN=N)COO,-526.392413848,-526.439872848,-526.541956848,-526.4035178480001,-526.393357848
C=C(NC1=CNN=C1)N(C)OC1=CNN=C1,-753.5697398740001,-753.6279268740001,-753.805936874,-753.5851078740001,-753.5706838740001
C=C(N)NCC(=N)N,-377.293264872,-377.336362872,-377.458295872,-377.302962872,-377.294208872
CCC(OOC=O)C(C=N)OC=NO,-759.251907406,-759.311343406,-759.470705406,-759.268213406,-759.252851406
C=C(C)CC(=C)C=O,-347.79634065299996,-347.84053465299996,-347.957465653,-347.806253653,-347.79728465299996
C=CNC1=NOC=C1,-378.690874075,-378.731483075,-378.806480075,-378.69909907500005,-378.691818075
CC(O)(CCC#CC1NCCCO1)CC1CCOO1,-902.5021939589999,-902.568272959,-902.886945959,-902.5218619589999,-902.5031389589999
CC(C)=NOC=CNNC1=NC=CN1,-661.342363261,-661.401415261,-661.577170261,-661.357743261,-661.343307261
O=C=C(COC=NO)CC1=CC=NC=N1,-738.040809469,-738.094612469,-738.234987469,-738.054020469,-738.041754469
N=CNCC=CC(O)(O)CC1=CC=NN1,-720.6019778040001,-720.658558804,-720.856714804,-720.6171968040001,-720.6029228040001
CN=C(C)CC(C)=C(C)C(=O)CC(=N)N(C)C,-748.344383702,-748.416420702,-748.713920702,-748.366153702,-748.345327702
CNC(=O)CC=CNC#N,-473.36654307000003,-473.41933107,-473.53034107,-473.37905207,-473.36748707000004
C=C(C(C)C)C(C)(CN(C)C=NC)OC(=N)NC,-804.877215183,-804.9500061829999,-805.288877183,-804.899832183,-804.878159183
CN1CC1=N,-227.268915181,-227.30331418100002,-227.365760181,-227.275209181,-227.26985918100002
N#CO,-168.62470364,-168.65212464,-168.65043764,-168.62899764,-168.62564764
CN=CNN(O)NO,-450.202546266,-450.246941266,-450.339903266,-450.212723266,-450.203490266
CNC1OC1N,-303.713647492,-303.751671492,-303.841416492,-303.721421492,-303.714591492
CNCC(=N)C=N,-321.919947654,-321.961795654,-322.065858654,-321.928954654,-321.920891654
O=NOO,-280.831372637,-280.863333637,-280.859728637,-280.836880637,-280.832317637
N=CCC(COO)OCC1NCN1,-665.337213775,-665.3902287750001,-665.590088775,-665.351126775,-665.338157775
CONC1(C)CC1=O,-400.899203156,-400.943265156,-401.047317156,-400.90927415600004,-400.900148156
CC(=O)OCC(O)C(O)C(=O)OC1=CNN=C1,-910.853217189,-910.915816189,-911.093853189,-910.870508189,-910.854161189
CNC(=O)NC(O)=COCCC1=CC=NC=N1,-833.946733618,-834.011094618,-834.212915618,-833.964666618,-833.947678618
CC(=O)C(C#N)(ON=C(C)N)C(O)(O)O,-813.536119858,-813.597942858,-813.748309858,-813.553857858,-813.537063858
C=NCC(O)(C(=O)O)C(N)C=O,-644.899365815,-644.951546815,-645.084745815,-644.912789815,-644.900310815
C=CC(C)(O)OC(=C)O,-460.153993411,-460.199247411,-460.319609411,-460.16481041099996,-460.154937411
NNN(O)CNC=O,-450.280220827,-450.323034827,-450.420485827,-450.28966482699997,-450.281165827
CC(=N)CC(C)C(=O)C(=O)ON(C)C,-687.484648214,-687.546322214,-687.752031214,-687.501793214,-687.485592214
CN(C)C(=O)CC(=O)C(=O)CC(=O)COC=O,-894.800594645,-894.865914645,-895.050252645,-894.819597645,-894.801538645
C=CC(=CC1=CC=NN1)CC(C)=CC1=CC=NO1,-781.620725989,-781.6857329889999,-781.904461989,-781.6384489889999,-781.621669989
CC(O)=CC(C)O,-346.85394657300003,-346.89674357300004,-347.009213573,-346.863662573,-346.85489057300003
CC(=O)C(CNC=O)ON(C)C(C)=O,-723.460864541,-723.520577541,-723.705085541,-723.477462541,-723.461808541
CN(CC(=N)C=CC1COCCN1)ONC=O,-836.167217152,-836.230960152,-836.479324152,-836.185182152,-836.168161152
CN(C(=O)NC(=N)N)C(N)=CN=C=O,-713.474922948,-713.534125948,-713.675715948,-713.490763948,-713.475866948
COC(=O)ON1C=CN1,-490.978727453,-491.022729453,-491.097885453,-490.988381453,-490.979671453
C=NCNC(C)=CC=CC(=O)NC,-591.209621868,-591.2687758679999,-591.461479868,-591.225577868,-591.210565868
C=C(N)C(=N)C(C)C,-345.17788780399997,-345.221739804,-345.364681804,-345.188112804,-345.17883280399997
CC(=N)CC(CC=O)ON(C=O)C=O,-722.23519344,-722.29537144,-722.45470144,-722.25132044,-722.23613744
C=C(O)C(C)=C(C)N,-365.0543919,-365.0996119,-365.2278569,-365.0651469,-365.0553359
CN(C(=N)NC1=CN=CN1)C(N)C=CNC=O,-810.2247956470001,-810.286928647,-810.504846647,-810.242481647,-810.2257396470001
C#N,-93.4045978812,-93.42743588120001,-93.4244828812,-93.4080768812,-93.40554188120001
C=CNC(=NCC1=CN=CC=N1)OC(=O)NC=O,-886.9080902630001,-886.972653263,-887.144152263,-886.925777263,-886.909034263
OCCNC1NCCN1,-437.644365195,-437.688641195,-437.852328195,-437.654268195,-437.645309195
CC(=O)OCC=N,-361.734305812,-361.776838812,-361.854846812,-361.743235812,-361.735249812
NC(=CNCC=NO)C1CCOOC1,-703.4127423970001,-703.470460397,-703.671139397,-703.4281923970001,-703.413686397
NC(N)CO,-265.65139121299995,-265.687362213,-265.774106213,-265.65847821299997,-265.65233621299996
CC(=N)C=N,-227.313444828,-227.348555828,-227.411020828,-227.319976828,-227.314389828
CC(C)=NCN(CO)CNC=N,-570.364194944,-570.418427944,-570.623578944,-570.3786839439999,-570.365138944
C=C(NN)C(=O)NC=O,-471.198210897,-471.243487897,-471.332239897,-471.208504897,-471.199154897
CCNCN=O,-303.66244066300004,-303.70224266300005,-303.788797663,-303.670596663,-303.66338466300004
CN=C(N)N=CNC(C)OC1C=CC=C1,-684.63165724,-684.69272324,-684.90777524,-684.64836024,-684.63260124
N=CN(CC(=O)NC=O)C(=O)ON=C=O,-827.225801975,-827.284793975,-827.382042975,-827.241197975,-827.226745975
CNC(=O)OOC(O)(OO)C(=O)O,-812.964175717,-813.020566717,-813.116382717,-812.9787067169999,-812.965119717
CC(=NO)N1CC1C=C=O,-493.153638088,-493.200769088,-493.302876088,-493.164792088,-493.154582088
CCC=NN(C=O)C=O,-455.15031628,-455.19688128,-455.29389028,-455.16101328,-455.15126028000003
O=COOC1NN1,-413.575641361,-413.61411336099997,-413.659314361,-413.58311136099996,-413.576585361
CC(=O)NCC(=N)C#N,-434.09339099899995,-434.14098299899996,-434.226869999,-434.104208999,-434.09433499899995
C#CC(CNC)=C(NC)NC(C)=NO,-646.446897179,-646.508198179,-646.716339179,-646.464578179,-646.447841179
C=C(OC1CCONC1)N(C)C,-574.1193586229999,-574.171917623,-574.377629623,-574.1328246229999,-574.1203026229999
C=C1C=C1N=C=N,-302.209422838,-302.248602838,-302.292748838,-302.217328838,-302.210366838
C=C(OC)N(CCON=C(C)C)ONC=N,-798.0099171960001,-798.076448196,-798.311716196,-798.029213196,-798.0108611960001
CC(=CC(N)(N)N)N(C)C(N)=NC1CNCCN1,-833.16163598,-833.23056398,-833.55523698,-833.18227198,-833.16257998
N=COCCC1CNCOC1,-534.90157934,-534.95078134,-535.13311234,-534.91311034,-534.90252334
N=C(N)N,-205.311582248,-205.343416248,-205.392868248,-205.31705924800002,-205.312526248
C=CCC1CNOC1,-364.99295634,-365.03536634,-365.16843134,-365.00195434,-364.99390134
C=CN(CC1=CC=NC=N1)C(=N)ON(C)C=NC,-832.174209506,-832.2407085059999,-832.468940506,-832.193055506,-832.175153506
CCC(=O)C(C)=O,-345.684477587,-345.727775587,-345.815437587,-345.693891587,-345.685421587
COC=NC1CNO1,-416.96670733999997,-417.00919934,-417.10595434,-416.97580134,-416.96765134
CC=NCCC(=O)NNN(C)C=O,-644.3797310909999,-644.438412091,-644.620123091,-644.395323091,-644.3806760909999
C=CCC(C=CC(=O)OC)=NO,-591.648778385,-591.704148385,-591.846273385,-591.662886385,-591.649722385
CC=C=NNC,-266.538917874,-266.57873087400003,-266.665123874,-266.54738487400004,-266.539861874
NC1=C(CC(=O)NC=O)N(NN=O)C1O,-808.4417270690001,-808.4999020690001,-808.633830069,-808.457407069,-808.4426710690001
CN(C=O)ONC=N,-433.019285565,-433.063796565,-433.144790565,-433.029183565,-433.02022956499997
CC(C)=NNOC=C(N)C(=O)OC=N,-718.356934508,-718.4169525079999,-718.577683508,-718.373161508,-718.357879508
C=C(CN=CC)OONC(C)=O,-608.8064124079999,-608.864035408,-609.012127408,-608.821459408,-608.8073564079999
NCC(=O)NC=O,-377.817870862,-377.858217862,-377.928124862,-377.826271862,-377.818814862
COC(=O)CC(C)=O,-420.924365083,-420.969998083,-421.062021083,-420.93448708299996,-420.925309083
CC(=O)N(C=O)CN(C#CN(C)C=O)C=N,-794.60434135,-794.66796035,-794.83876235,-794.62232935,-794.60528535
CNC(=N)NNC(N)=CC(C)=NN=O,-694.6428037300001,-694.7030977300001,-694.87714573,-694.6592827300001,-694.6437477300001
CC(N)=NOC(=C=O)C(O)(O)O,-680.778294441,-680.833312441,-680.937737441,-680.7926724409999,-680.779238441
CC(=N)C1NC1=O,-340.61329510999997,-340.65271411,-340.72158211,-340.62130011,-340.61423910999997
C=C(N)C(NC1=NC=CO1)C(C)CC1=CC=NC=N1,-854.303375118,-854.3661121179999,-854.619075118,-854.3214421179999,-854.304319118
COC(C)(O)C(C)(N)N,-458.744875804,-458.791296804,-458.960901804,-458.756678804,-458.745819804
C=CC(CC(=O)NC=O)CC(=NC)N(C)C,-745.019900564,-745.087256564,-745.337031564,-745.039300564,-745.020844564
CN=C(ONN(O)C(=N)N(C)C)N(C)C,-756.129636302,-756.194361302,-756.427273302,-756.148448302,-756.130581302
C=CN(O)NCO,-378.87253557400004,-378.912982574,-379.004794574,-378.881253574,-378.87348057400004
C=C(CC(N)=NC)C(C)=CN1CCNC1,-649.8727588029999,-649.934776803,-650.198610803,-649.8901248029999,-649.8737028029999
C=C(C(C)C)C(C)(CN=CN)ON=NC,-686.946966563,-687.0096845630001,-687.268249563,-686.965450563,-686.947910563
CNC(=O)CC(C)=N,-381.14902335100004,-381.196727351,-381.312126351,-381.15976035100005,-381.14996735100004
C=C=CN1CO1,-285.160291991,-285.196953991,-285.249279991,-285.167280991,-285.16123699099995
C=NON=C(N)C(=O)CC(=O)OC,-698.970232689,-699.0273046890001,-699.148221689,-698.985308689,-698.971176689
O=C=CC1CN1,-285.25385556699996,-285.290180567,-285.345101567,-285.26058556699996,-285.25479956699996
C=CCC1CCOCN1,-404.33372438600003,-404.377442386,-404.540120386,-404.343473386,-404.33466838600003
CC(=O)NCC1=C=C=C(COC=O)O1,-703.6813231279999,-703.7391301279999,-703.867461128,-703.696202128,-703.6822671279999
N=C1CN1,-187.988206843,-188.018695843,-188.055604843,-187.993001843,-187.989150843
C=C1CC1=O,-229.888329524,-229.922004524,-229.959498524,-229.894303524,-229.889273524
CC(=O)NC(=O)NC(=N)C(=O)NN,-695.288130274,-695.345831274,-695.470979274,-695.302984274,-695.289075274
C=CC(CN1C=CN=C1)C(=CNC=O)C(N)=O,-796.825259894,-796.887703894,-797.092160894,-796.842486894,-796.826204894
CNCCC(N)=O,-343.05978823,-343.10157723,-343.21802223,-343.06882322999996,-343.06073223
CCN(C)C=O,-287.709551658,-287.74937765799996,-287.848498658,-287.717847658,-287.71049565799996
CN=CNOC(C(=O)OC1CCNOC1)C(C)O,-932.505339543,-932.5708415429999,-932.834426543,-932.5245885429999,-932.506284543
CN(C)C(N)=CC(O)O,-457.529124255,-457.576792255,-457.721956255,-457.540688255,-457.530068255
O=C=O,-188.590192072,-188.614441072,-188.605477072,-188.593750072,-188.591136072
C=C(N)C=CC(=N)CC,-383.254553188,-383.301451188,-383.447650188,-383.265775188,-383.255497188
CN(CC1CCOCN1)N=CC(C)(C)O,-708.077668448,-708.138507448,-708.413403448,-708.094738448,-708.0786124480001
CN=C(N)OC(N)=NC(=N)C(=O)OC1OCCCO1,-1001.6527214900001,-1001.7235624900001,-1001.94178249,-1001.67259749,-1001.65366549
C=NON=CCOC(C)=O,-530.278547309,-530.330386309,-530.425948309,-530.290623309,-530.2794913089999
C=C(C)C(O)(CNC)C(C)CN(C=O)C=O,-766.1085878890001,-766.1746088890001,-766.437497889,-766.1277818890001,-766.1095318890001
C=CCC1=CC=NN=C1,-380.85544257,-380.89836357,-381.00130557,-380.86436557,-380.85638757
