ar,h,f,spe
MR_447321_2_32_3_1_5_1,-649.416524,-649.475808,-649.672438
MR_447321_2_33_3_5_6_1,-821.582682,-821.650274,-821.922388
MR_447321_2_34_3_5_7_8,-877.868051,-877.939106,-878.23246
MR_447321_2_35_3_4_8_40,-900.100863,-900.172845,-900.502094
MR_447321_2_36_3_6_3_5,-821.475841,-821.545866,-821.813392
MR_447321_2_37_3_1_4_7,-628.353069,-628.409855,-628.597882
MR_447321_2_38_3_4_5_8,-803.212634,-803.279181,-803.53195
MR_447321_2_39_3_3_6_5,-821.548356,-821.61527,-821.888983
MR_447321_2_3_1_2_4_12,-857.565747,-857.633451,-857.882126
MR_447321_2_40_3_6_7_13,-819.128613,-819.192338,-819.421445
MR_447321_2_41_3_6_8_9,-782.114742,-782.177967,-782.423899
MR_447321_2_42_4_11_4_9,-593.67918,-593.735608,-593.973362
MR_447321_2_45_4_4_7_4,-743.892463,-743.953775,-744.179912
MR_447321_2_47_4_4_4_7,-592.45875,-592.515951,-592.728872
MR_447321_2_4_1_5_5_7,-916.666438,-916.734848,-916.999709
MR_447321_2_50_4_13_7_14,-796.693888,-796.75704,-797.027878
MR_447321_2_51_4_13_8_58,-799.021366,-799.082446,-799.402055
MR_447321_2_53_5_4_6_3,-841.513356,-841.580957,-841.842858
MR_447321_2_54_5_8_7_19,-858.371925,-858.441814,-858.694907
MR_447321_2_55_5_5_8_26,-900.173596,-900.243483,-900.578054
MR_447321_2_56_5_1_5_9,-748.019449,-748.082163,-748.323146
MR_447321_2_57_5_7_6_8,-723.501954,-723.562852,-723.73991
MR_447321_2_58_5_7_7_14,-781.013437,-781.07383,-781.301757
MR_447321_2_59_5_1_8_38,-806.684677,-806.748454,-807.06364
MR_447321_2_5_1_4_6_2,-934.988899,-935.059679,-935.341531
MR_447321_2_60_6_3_6_2,-860.924972,-860.995348,-861.297284
MR_447321_2_61_6_3_7_4,-897.775308,-897.847674,-898.130082
MR_447321_2_62_6_5_8_43,-900.138176,-900.206759,-900.542455
MR_447321_2_63_6_8_6_3,-820.421261,-820.489464,-820.740105
MR_447321_2_65_6_5_8_43,-900.127949,-900.19579,-900.531248
MR_447321_2_66_7_19_7_3,-893.722089,-893.788348,-894.061223
MR_447321_2_67_7_1_8_50,-845.755341,-845.821996,-846.148244
MR_447321_2_68_7_19_7_10,-913.565136,-913.63224,-913.890368
MR_447321_2_6_1_4_7_6,-951.985994,-952.055887,-952.334493
MR_447321_2_70_8_52_8_42,-919.555311,-919.625619,-920.003238
MR_447321_2_71_8_62_8_3,-841.35731,-841.420749,-841.686537
MR_447321_2_7_1_7_8_61,-994.150384,-994.223394,-994.523326
MR_447321_2_8_1_4_1_1,-1028.946855,-1029.019594,-1029.268236
MR_565276_1_10_1_7_3_3,-907.85567,-907.922295,-908.168717
MR_565276_1_12_1_5_5_11,-889.633919,-889.698933,-889.927739
MR_565276_1_18_2_11_4_1,-700.489118,-700.554688,-700.820556
MR_565276_1_19_2_3_5_10,-641.778993,-641.833691,-642.040504
MR_565276_1_20_2_12_6_3,-735.249261,-735.311805,-735.533276
MR_565276_1_21_2_2_7_7,-811.442858,-811.506075,-811.739176
MR_565276_1_22_2_1_8_16,-715.32643,-715.385743,-715.625234
MR_565276_1_23_2_5_2_13,-754.630004,-754.694698,-754.955265
MR_565276_1_25_2_6_4_10,-699.335798,-699.399209,-699.644057
MR_565276_1_26_2_7_5_4,-755.193141,-755.253733,-755.465298
MR_565276_1_27_2_4_6_8,-812.689952,-812.758073,-813.010287
MR_565276_1_29_2_10_8_47,-813.810415,-813.87605,-814.155739
MR_565276_1_2_1_6_3_3,-868.539276,-868.607283,-868.823569
MR_565276_1_31_3_2_4_5,-679.838955,-679.89892,-680.102405
MR_565276_1_32_3_6_5_3,-699.699706,-699.759334,-699.950922
MR_565276_1_35_3_3_8_63,-853.51791,-853.583033,-853.836746
MR_565276_1_37_3_4_4_6,-758.459935,-758.528314,-758.782753
MR_565276_1_38_3_2_5_10,-622.323856,-622.376947,-622.542993
MR_565276_1_39_3_6_6_7,-794.394496,-794.459065,-794.69453
MR_565276_1_40_3_1_7_6,-732.823028,-732.879403,-733.06062
MR_565276_1_41_3_2_8_14,-755.028031,-755.08704,-755.300406
MR_565276_1_42_4_10_4_3,-642.763535,-642.823222,-643.029466
MR_565276_1_44_4_11_6_2,-641.828769,-641.886076,-642.091476
MR_565276_1_45_4_4_7_15,-735.029864,-735.088966,-735.296491
MR_565276_1_48_4_8_5_2,-624.581561,-624.637595,-624.830437
MR_565276_1_49_4_6_6_5,-758.517643,-758.582992,-758.842806
MR_565276_1_4_1_1_5_10,-755.691274,-755.749008,-755.908916
MR_565276_1_50_4_4_7_15,-735.076739,-735.136466,-735.346017
MR_565276_1_51_4_11_8_12,-621.812833,-621.873233,-622.084756
MR_565276_1_53_5_12_6_8,-771.69159,-771.750328,-771.89622
MR_565276_1_54_5_11_7_19,-791.988154,-792.047914,-792.242733
MR_565276_1_57_5_1_6_8,-660.524713,-660.582114,-660.750432
MR_565276_1_58_5_5_7_13,-851.303797,-851.367722,-851.577231
MR_565276_1_60_6_7_6_8,-793.319005,-793.384036,-793.597924
MR_565276_1_61_6_4_7_4,-792.035554,-792.095344,-792.290856
MR_565276_1_63_6_6_6_8,-753.930794,-753.992108,-754.17843
MR_565276_1_64_6_3_7_14,-850.853003,-850.920556,-851.181805
MR_565276_1_65_6_5_8_51,-813.879486,-813.94455,-814.227221
MR_565276_1_66_7_16_7_15,-904.79114,-904.856888,-905.099293
MR_565276_1_67_7_14_8_1,-720.171003,-720.231951,-720.474524
MR_565276_1_69_7_3_8_10,-811.396775,-811.458675,-811.694081
MR_565276_1_6_1_3_7_16,-923.687523,-923.752305,-923.9736
MR_565276_1_70_8_4_8_7,-722.912617,-722.972504,-723.206983
MR_565276_1_71_8_14_8_31,-853.071028,-853.13505,-853.448397
MR_565276_1_7_1_4_8_63,-966.96315,-967.029415,-967.295035
MR_565276_1_9_1_6_2_12,-770.040914,-770.100047,-770.277145
MR_70926_2_0_1_3_1_6,-812.413971,-812.473046,-812.594605
MR_70926_2_11_1_6_4_1,-625.020946,-625.079537,-625.209503
MR_70926_2_12_1_4_5_8,-759.279952,-759.342409,-759.489566
MR_70926_2_14_1_1_7_16,-813.423116,-813.487078,-813.617593
MR_70926_2_21_2_13_7_19,-660.177613,-660.236909,-660.383577
MR_70926_2_32_3_1_5_5,-605.553932,-605.606953,-605.703972
MR_70926_2_37_3_1_4_5,-510.365592,-510.419286,-510.515682
MR_70926_2_38_3_1_5_10,-452.863036,-452.908793,-452.966118
MR_70926_2_42_4_13_4_6,-586.348961,-586.404815,-586.587439
MR_70926_2_43_4_9_5_7,-531.40329,-531.456912,-531.562426
MR_70926_2_49_4_6_6_2,-628.368943,-628.428286,-628.613679
MR_70926_2_51_4_12_8_34,-645.568019,-645.622293,-645.831177
MR_70926_2_53_5_4_6_2,-644.931277,-644.98811,-645.11065
MR_70926_2_55_5_12_8_49,-721.330086,-721.38504,-721.538077
MR_70926_2_62_6_3_8_62,-762.766006,-762.829235,-763.034952
MR_70926_2_64_6_6_7_7,-701.160832,-701.218875,-701.36406
MR_76447_0_16_2_12_2_8,-580.18541,-580.237997,-580.37975
MR_76447_0_18_2_8_4_9,-603.48921,-603.546199,-603.726325
MR_76447_0_26_2_8_5_2,-584.106848,-584.159739,-584.303703
MR_76447_0_28_2_5_7_1,-742.245063,-742.310745,-742.565695
MR_76447_0_31_3_5_4_10,-741.219154,-741.286587,-741.529756
MR_76447_0_32_3_6_5_2,-603.90739,-603.960864,-604.08728
MR_76447_0_35_3_3_8_44,-816.461104,-816.526136,-816.782021
MR_76447_0_38_3_6_5_10,-565.728667,-565.779389,-565.901897
MR_76447_0_41_3_6_8_48,-737.849331,-737.90875,-738.109998
MR_76447_0_47_4_5_4_6,-626.709468,-626.771305,-626.985293
MR_76447_0_48_4_8_5_3,-607.362465,-607.418514,-607.598961
MR_76447_0_4_1_5_5_1,-797.0605,-797.124928,-797.334829
MR_76447_0_51_4_11_8_50,-624.543238,-624.59622,-624.794668
MR_76447_0_56_5_3_5_10,-549.846774,-549.89931,-550.034746
MR_76447_0_57_5_11_6_4,-641.029396,-641.08046,-641.210502
MR_76447_0_60_6_4_6_5,-698.679235,-698.736109,-698.911205
MR_76447_0_61_6_2_7_19,-793.104205,-793.165934,-793.366585
MR_76447_0_65_6_4_8_23,-797.112541,-797.173812,-797.392333
MR_76447_0_69_7_8_8_26,-813.605837,-813.671547,-813.934679
MR_76447_0_70_8_26_8_2,-757.247086,-757.306757,-757.552552
MR_76447_0_71_8_42_8_36,-895.103673,-895.172375,-895.488052
MR_76447_0_7_1_2_8_10,-871.198524,-871.26609,-871.459604
MR_76447_0_8_1_1_1_3,-905.990539,-906.054086,-906.201388
MR_140587_1_25_2_2_4_8,-643.970813,-644.035849,-644.25602
MR_140587_1_39_3_4_6_5,-738.989525,-739.053894,-739.269501
MR_140587_1_47_4_5_4_2,-589.699546,-589.76368,-589.986631
MR_140587_1_4_1_1_5_2,-738.425272,-738.487142,-738.623197
MR_140587_1_55_5_11_8_21,-779.933661,-779.99634,-780.209988
MR_140587_1_66_7_16_7_13,-831.118673,-831.183924,-831.381366
MR_15104_1_12_1_4_5_7,-877.198784,-877.270153,-877.500009
MR_15104_1_14_1_7_7_8,-951.933666,-952.005452,-952.279305
MR_15104_1_16_2_1_2_5,-781.733736,-781.800758,-782.097563
MR_15104_1_21_2_11_7_12,-896.045561,-896.116847,-896.426307
MR_15104_1_22_2_2_8_44,-880.123567,-880.198926,-880.53725
MR_15104_1_23_2_4_2_2,-860.301316,-860.376883,-860.723979
MR_15104_1_24_2_3_3_4,-801.526732,-801.602053,-801.87765
MR_15104_1_32_3_5_5_3,-805.392208,-805.464992,-805.740289
MR_15104_1_39_3_5_6_8,-820.278283,-820.350231,-820.592362
MR_15104_1_3_1_6_4_3,-779.84864,-779.911867,-780.110803
MR_15104_1_45_4_12_7_9,-747.259636,-747.326567,-747.602521
MR_15104_1_50_4_4_7_19,-762.03732,-762.097683,-762.340774
MR_15104_1_51_4_13_8_10,-779.504455,-779.569351,-779.838677
MR_15104_1_55_5_4_8_40,-880.687876,-880.758239,-881.048298
MR_15104_1_60_6_6_6_6,-821.556035,-821.625853,-821.896258
MR_15104_1_65_6_4_8_3,-742.741208,-742.807167,-743.02025
MR_15104_1_6_1_5_7_15,-1029.319412,-1029.403412,-1029.701893
MR_15104_1_70_8_29_8_46,-958.668903,-958.746051,-959.142382
MR_15104_1_8_1_6_1_2,-1028.868935,-1028.944422,-1029.188205
MR_15104_1_9_1_4_2_6,-875.70822,-875.776224,-876.040917
MR_16679_0_10_1_4_3_2,-927.657532,-927.731402,-927.9525
MR_16679_0_11_1_6_4_4,-813.171035,-813.23514,-813.436051
MR_16679_0_21_2_4_7_5,-949.250597,-949.327488,-949.621102
MR_16679_0_23_2_8_2_2,-774.548442,-774.614692,-774.858653
MR_16679_0_30_3_2_3_3,-814.217875,-814.284522,-814.501198
MR_16679_0_35_3_4_8_53,-872.950654,-873.020959,-873.308428
MR_16679_0_36_3_2_3_2,-774.906192,-774.969232,-775.161832
MR_16679_0_37_3_2_4_4,-699.701739,-699.762198,-699.949725
MR_16679_0_41_3_6_8_8,-794.335136,-794.399146,-794.633415
MR_16679_0_44_4_6_6_2,-817.731384,-817.802472,-818.071057
MR_16679_0_47_4_8_4_3,-662.640881,-662.699715,-662.893945
MR_16679_0_53_5_12_6_6,-871.446873,-871.514798,-871.718861
MR_16679_0_55_5_11_8_24,-894.591456,-894.65778,-894.907624
MR_16679_0_61_6_6_7_3,-870.707442,-870.775793,-871.020044
MR_16679_0_65_6_7_8_6,-833.68753,-833.755968,-834.015287
MR_16679_0_6_1_6_7_10,-964.616486,-964.684041,-964.900612
MR_16679_0_71_8_1_8_33,-821.017307,-821.086138,-821.415084
MR_254564_1_0_1_1_1_1,-1061.494428,-1061.565862,-1061.737774
MR_254564_1_10_1_7_3_6,-947.593417,-947.663684,-947.878702
MR_254564_1_11_1_2_4_4,-892.264566,-892.332848,-892.530844
MR_254564_1_12_1_3_5_4,-928.194962,-928.262241,-928.438039
MR_254564_1_14_1_3_7_7,-984.446064,-984.514483,-984.714138
MR_254564_1_15_1_7_8_26,-1045.636814,-1045.71282,-1046.027376
MR_254564_1_16_2_8_2_7,-794.473902,-794.539496,-794.775662
MR_254564_1_18_2_9_4_10,-817.712218,-817.781846,-818.053938
MR_254564_1_19_2_1_5_10,-681.619016,-681.673891,-681.854419
MR_254564_1_1_1_7_2_9,-967.061445,-967.135568,-967.390617
MR_254564_1_20_2_12_6_4,-735.751997,-735.808635,-735.980927
MR_254564_1_22_2_2_8_52,-873.056109,-873.123612,-873.420987
MR_254564_1_23_2_12_2_6,-715.830958,-715.888592,-716.07298
MR_254564_1_24_2_3_3_4,-853.624395,-853.695547,-853.942551
MR_254564_1_26_2_9_5_6,-834.264567,-834.336115,-834.53589
MR_254564_1_27_2_9_6_7,-892.929631,-893.002991,-893.274732
MR_254564_1_33_3_4_6_3,-912.806155,-912.881215,-913.139954
MR_254564_1_36_3_5_3_5,-952.065207,-952.142848,-952.426277
MR_254564_1_39_3_3_6_8,-833.001283,-833.066235,-833.253501
MR_254564_1_3_1_3_4_7,-833.079861,-833.148466,-833.329815
MR_254564_1_41_3_6_8_25,-892.83688,-892.905083,-893.183204
MR_254564_1_42_4_7_4_3,-643.226886,-643.283331,-643.438488
MR_254564_1_45_4_11_7_6,-737.9183,-737.977204,-738.1801
MR_254564_1_47_4_2_4_10,-763.502431,-763.568704,-763.848771
MR_254564_1_48_4_10_5_12,-855.34317,-855.406669,-855.628898
MR_254564_1_51_4_11_8_58,-740.267358,-740.328127,-740.575908
MR_254564_1_54_5_10_7_9,-763.818201,-763.88014,-764.093899
MR_254564_1_55_5_7_8_31,-874.643746,-874.7084,-874.973328
MR_254564_1_56_5_1_5_11,-722.556358,-722.613019,-722.789487
MR_254564_1_57_5_1_6_4,-740.800601,-740.86058,-741.052568
MR_254564_1_58_5_11_7_4,-852.921632,-852.9816,-853.160905
MR_254564_1_62_6_6_8_29,-932.282543,-932.352311,-932.661873
MR_254564_1_64_6_2_7_7,-910.461576,-910.52602,-910.751007
MR_254564_1_67_7_14_8_24,-989.070072,-989.138178,-989.420489
MR_254564_1_68_7_8_7_2,-927.487947,-927.554131,-927.772839
MR_254564_1_69_7_17_8_57,-967.929398,-967.998705,-968.268062
MR_254564_1_6_1_5_7_7,-1063.071814,-1063.143054,-1063.400784
MR_254564_1_70_8_55_8_24,-1011.250303,-1011.320988,-1011.63603
MR_254564_1_71_8_41_8_13,-952.049305,-952.115842,-952.417795
MR_254564_1_7_1_2_8_4,-987.308256,-987.380202,-987.568347
MR_254564_1_8_1_6_1_5,-1100.279943,-1100.357512,-1100.606051
MR_254564_1_9_1_6_2_9,-927.752604,-927.821018,-928.054295
MR_304525_2_15_1_2_8_45,-994.11963,-994.191749,-994.492991
MR_304525_2_16_2_9_2_10,-742.507949,-742.571784,-742.847328
MR_304525_2_23_2_2_2_5,-781.807831,-781.87841,-782.176633
MR_304525_2_25_2_11_4_4,-687.122101,-687.18674,-687.44164
MR_304525_2_26_2_4_5_12,-858.7288,-858.796856,-859.070694
MR_304525_2_31_3_3_4_6,-746.30714,-746.371786,-746.644303
MR_304525_2_32_3_3_5_4,-762.885693,-762.947404,-763.158004
MR_304525_2_34_3_3_7_4,-819.140403,-819.204649,-819.437137
MR_304525_2_39_3_2_6_6,-742.973211,-743.035535,-743.257507
MR_304525_2_47_4_5_4_10,-671.081487,-671.147257,-671.411426
MR_304525_2_4_1_4_5_9,-915.599797,-915.670465,-915.913112
MR_304525_2_50_4_1_7_16,-724.092884,-724.152987,-724.398269
MR_304525_2_53_5_8_6_2,-764.002849,-764.06697,-764.297758
MR_304525_2_59_5_10_8_40,-728.113436,-728.172591,-728.435682
MR_304525_2_5_1_7_6_5,-895.715172,-895.78606,-896.04158
MR_304525_2_68_7_18_7_10,-874.292544,-874.357377,-874.590791
MR_304525_2_69_7_8_8_28,-857.996323,-858.062703,-858.380248
MR_304525_2_6_1_4_7_3,-912.7057,-912.773705,-913.027654
MR_304525_2_7_1_4_8_31,-954.380661,-954.45281,-954.781092
MR_537090_1_11_1_1_4_4,-717.29811,-717.363989,-717.489602
MR_537090_1_13_1_2_6_8,-830.661225,-830.732288,-830.862142
MR_537090_1_15_1_4_8_34,-929.831373,-929.900952,-930.16184
MR_537090_1_19_2_7_5_10,-585.238969,-585.294237,-585.456175
MR_537090_1_21_2_9_7_8,-734.966031,-735.03325,-735.230119
MR_537090_1_22_2_4_8_55,-835.818873,-835.893653,-836.177778
MR_537090_1_25_2_10_4_2,-643.846165,-643.914198,-644.130866
MR_537090_1_26_2_8_5_1,-585.196017,-585.250572,-585.412681
MR_537090_1_29_2_13_8_53,-697.9951,-698.060906,-698.27494
MR_537090_1_32_3_6_5_5,-718.432201,-718.491167,-718.64687
MR_537090_1_38_3_6_5_9,-718.324241,-718.389944,-718.534277
MR_537090_1_39_3_6_6_8,-657.950347,-658.013648,-658.120678
MR_537090_1_40_3_4_7_13,-774.690686,-774.759015,-774.926915
MR_537090_1_41_3_6_8_56,-737.715689,-737.780533,-737.971009
MR_537090_1_44_4_7_6_4,-584.027496,-584.083945,-584.219034
MR_537090_1_45_4_11_7_7,-622.080763,-622.137242,-622.279222
MR_537090_1_46_4_10_8_32,-760.682977,-760.748665,-761.038572
MR_537090_1_48_4_12_5_3,-585.192323,-585.253795,-585.406543
MR_537090_1_50_4_2_7_11,-680.845482,-680.909699,-681.115961
MR_537090_1_51_4_10_8_13,-701.832174,-701.900301,-702.1109
MR_537090_1_52_5_2_5_5,-663.149836,-663.212431,-663.346464
MR_537090_1_53_5_10_6_2,-605.105813,-605.165878,-605.307664
MR_537090_1_55_5_4_8_55,-757.749412,-757.813401,-757.995999
MR_537090_1_56_5_10_5_8,-586.709822,-586.770026,-586.890214
MR_537090_1_58_5_10_7_17,-660.218997,-660.277833,-660.422115
MR_537090_1_59_5_3_8_57,-721.755906,-721.823881,-722.022697
MR_537090_1_61_6_5_7_11,-754.90089,-754.968819,-755.151982
MR_537090_1_63_6_1_6_4,-659.316541,-659.378485,-659.51326
MR_537090_1_64_6_1_7_11,-715.676923,-715.739405,-715.899911
MR_537090_1_65_6_2_8_11,-718.002808,-718.069105,-718.274192
MR_537090_1_67_7_15_8_46,-871.555865,-871.626294,-871.874558
MR_537090_1_68_7_1_7_12,-777.918392,-777.985982,-778.194123
MR_537090_1_69_7_10_8_16,-754.851059,-754.909676,-755.105274
MR_537090_1_9_1_2_2_1,-811.989803,-812.061154,-812.2273
MR_559732_1_12_1_7_5_1,-833.125043,-833.190648,-833.377624
MR_559732_1_17_2_4_3_2,-832.557564,-832.62375,-832.864843
MR_559732_1_21_2_9_7_3,-810.305152,-810.369946,-810.578209
MR_559732_1_22_2_4_8_44,-950.435178,-950.50989,-950.832049
MR_559732_1_23_2_13_2_7,-734.063694,-734.126789,-734.321442
MR_559732_1_24_2_3_3_6,-753.952242,-754.015784,-754.200067
MR_559732_1_26_2_6_5_11,-696.502805,-696.561573,-696.704109
MR_559732_1_29_2_12_8_35,-793.223318,-793.282627,-793.502189
MR_559732_1_30_3_1_3_2,-695.194808,-695.250644,-695.368927
MR_559732_1_31_3_6_4_12,-676.485251,-676.542348,-676.696743
MR_559732_1_35_3_6_8_4,-754.271283,-754.327961,-754.462368
MR_559732_1_37_3_4_4_3,-697.368088,-697.426409,-697.573048
MR_559732_1_38_3_6_5_11,-716.167789,-716.224548,-716.34813
MR_559732_1_41_3_6_8_15,-773.740036,-773.801665,-773.973567
MR_559732_1_42_4_13_4_9,-696.027833,-696.085704,-696.283574
MR_559732_1_43_4_9_5_1,-644.425291,-644.483122,-644.660205
MR_559732_1_44_4_7_6_8,-658.140159,-658.195482,-658.316942
MR_559732_1_46_4_5_8_32,-796.60996,-796.674793,-796.942437
MR_559732_1_47_4_1_4_10,-663.88904,-663.950331,-664.162841
MR_559732_1_4_1_4_5_6,-907.131208,-907.1974,-907.364112
MR_559732_1_50_4_11_7_13,-697.443213,-697.500102,-697.650638
MR_559732_1_56_5_2_5_8,-700.199886,-700.257632,-700.392924
MR_559732_1_57_5_3_6_8,-717.361229,-717.421883,-717.553396
MR_559732_1_58_5_8_7_3,-811.900427,-811.962075,-812.141504
MR_559732_1_59_5_3_8_35,-836.428474,-836.491567,-836.736289
MR_559732_1_5_1_2_6_4,-907.238795,-907.302405,-907.47573
MR_559732_1_61_6_1_7_12,-829.10529,-829.167575,-829.343797
MR_559732_1_63_6_8_6_5,-772.699802,-772.76352,-772.911805
MR_559732_1_67_7_3_8_3,-790.819019,-790.879089,-791.050441
MR_559732_1_69_7_7_8_18,-876.683556,-876.749008,-877.028964
MR_559732_1_6_1_6_7_13,-924.218459,-924.283885,-924.44983
MR_559732_1_70_8_57_8_4,-832.921444,-832.980274,-833.174642
MR_559732_1_71_8_37_8_3,-852.392646,-852.456501,-852.688869
MR_73981_0_10_1_5_3_5,-968.105257,-968.18118,-968.451365
MR_73981_0_22_2_9_8_26,-814.944002,-815.014006,-815.30932
MR_73981_0_23_2_6_2_7,-697.145354,-697.207765,-697.420672
MR_73981_0_26_2_10_5_9,-776.121555,-776.189284,-776.397755
MR_73981_0_28_2_5_7_2,-832.532827,-832.602066,-832.836036
MR_73981_0_38_3_1_5_7,-639.965674,-640.016843,-640.136873
MR_73981_0_49_4_5_6_8,-660.433161,-660.494888,-660.651729
MR_73981_0_54_5_1_7_10,-719.655787,-719.714188,-719.895718
MR_73981_0_61_6_3_7_6,-832.573436,-832.641022,-832.882024
MR_103052_0_16_1_5,-757.936584,-757.999275,-758.180517
MR_103052_0_22_7_14,-622.299541,-622.355238,-622.498906
MR_23532_0_12_1_3_5_3,-718.54076,-718.599906,-718.757242
MR_23532_0_31_3_3_4_3,-584.037849,-584.090445,-584.230783
MR_23532_0_50_4_10_7_3,-680.896915,-680.957809,-681.169747
MR_23532_0_8_1_2_1_2,-966.413906,-966.481408,-966.663343
MR_326361_0_60_6_7_6_2,-814.416092,-814.481664,-814.705171
MR_407543_0_20_2_4_6_6,-900.274788,-900.348032,-900.673939
MR_407543_0_22_2_6_8_24,-880.837201,-880.904432,-881.197195
MR_407543_0_25_2_5_4_10,-825.004664,-825.077377,-825.399281
MR_407543_0_29_2_12_8_18,-769.611366,-769.676548,-769.989441
MR_407543_0_46_4_10_8_40,-884.183364,-884.253809,-884.596383
MR_520957_1_12_5_2,-494.485708,-494.5332,-494.655458
MR_520957_1_19_4_1,-475.763497,-475.813117,-475.968563
MR_520957_1_29_6_2,-589.161632,-589.214672,-589.380292
MR_520957_1_30_7_13,-626.046632,-626.099127,-626.247322
MR_520957_1_9_2_5,-608.531105,-608.588793,-608.790644
MR_533525_0_31_3_4_4_7,-660.480348,-660.536426,-660.70005
MR_533525_0_45_4_10_7_10,-776.035543,-776.096936,-776.298528
MR_533525_0_48_4_9_5_1,-606.357372,-606.410002,-606.584459
MR_533525_0_51_4_5_8_38,-778.449193,-778.511626,-778.762999
MR_564043_1_17_2_2_3_6,-716.75871,-716.818165,-717.004782
MR_564043_1_66_7_10_7_13,-849.817013,-849.881061,-850.047176
MR_599912_1_12_1_3_5_9,-834.556855,-834.619638,-834.761279
MR_599912_1_2_1_7_3_2,-814.622642,-814.68303,-814.838959
MR_599912_1_40_3_6_7_3,-718.223032,-718.281188,-718.423371
MR_599912_1_59_5_3_8_53,-704.612479,-704.674574,-704.873472
MR_599912_1_9_1_3_2_3,-794.762045,-794.824482,-794.991937
MR_82553_0_23_2_12_2_6,-771.631348,-771.690749,-771.835506
MR_82553_0_54_5_10_7_6,-813.639946,-813.698043,-813.852821
MR_82553_0_57_5_7_6_3,-911.12594,-911.19029,-911.376855
MR_82553_0_60_6_5_6_7,-968.67607,-968.747656,-968.974678
MR_334026_0_2_1_1_3_2,-926.29745,-926.360963,-926.440647
MR_374535_1_28_2_13_7_10,-793.427781,-793.490081,-793.630503
MR_374535_1_34_3_5_7_9,-878.020283,-878.091588,-878.311814
MR_374535_1_35_3_2_8_23,-874.913676,-874.980022,-875.171552
MR_374535_1_38_3_2_5_5,-796.370133,-796.433654,-796.567126
MR_374535_1_42_4_1_4_1,-589.040877,-589.097567,-589.256887
MR_374535_1_45_4_9_7_7,-777.430002,-777.491018,-777.646233
MR_374535_1_47_4_2_4_1,-628.323393,-628.384025,-628.568623
MR_374535_1_4_1_5_5_1,-874.980306,-875.048832,-875.235453
MR_374535_1_52_5_2_5_7,-663.464972,-663.520544,-663.605061
MR_374535_1_55_5_6_8_4,-776.88633,-776.945097,-777.040536
MR_374535_1_57_5_11_6_7,-797.567015,-797.6266,-797.787802
MR_374535_1_67_7_5_8_10,-852.663094,-852.72751,-852.886278
MR_374535_1_7_1_7_8_60,-948.577573,-948.648967,-948.872984
MR_374535_1_9_1_3_2_6,-830.672547,-830.737812,-830.876641
MR_378141_0_15_8_13,-533.721226,-533.775507,-533.915333
MR_378141_0_17_2_9,-513.916037,-513.972018,-514.121651
MR_378141_0_18_3_5,-573.066448,-573.126226,-573.287864
MR_378141_0_1_2_3,-513.925952,-513.982392,-514.132863
MR_378141_0_29_6_8,-493.337909,-493.389448,-493.478024
MR_469970_2_48_4_1_5_6,-606.79882,-606.85316,-606.97075
MR_487668_0_28_2_5_7_7,-837.313097,-837.380041,-837.625315
MR_609119_2_36_3_2_3_1,-692.930737,-692.987839,-693.072371
MR_614892_1_30_3_4_3_6,-947.914584,-947.981994,-948.142496
MR_614892_1_54_5_9_7_6,-1024.333848,-1024.403836,-1024.579251
MR_614892_1_56_5_11_5_5,-949.805095,-949.868474,-950.007429
MR_110584_1_0_1_5,-627.293547,-627.347263,-627.515238
MR_110584_1_10_3_6,-435.215078,-435.259227,-435.364376
MR_110584_1_12_5_2,-379.991003,-380.031664,-380.124596
MR_110584_1_14_7_7,-511.493893,-511.539585,-511.657615
MR_110584_1_15_8_14,-474.536916,-474.582939,-474.718522
MR_110584_1_17_2_11,-493.991297,-494.042675,-494.213444
MR_110584_1_18_3_1,-395.968344,-396.008902,-396.089072
MR_110584_1_19_4_1,-361.233044,-361.275629,-361.402419
MR_110584_1_20_5_1,-381.104998,-381.1481,-381.261709
MR_110584_1_21_6_1,-435.379994,-435.423932,-435.532605
MR_110584_1_23_8_25,-533.269938,-533.318902,-533.524316
MR_110584_1_24_1_3,-548.674501,-548.722784,-548.836954
MR_110584_1_25_2_3,-454.745521,-454.793127,-454.939569
MR_110584_1_26_3_3,-474.592108,-474.639346,-474.772532
MR_110584_1_27_4_4,-360.046688,-360.088127,-360.19205
MR_110584_1_29_6_6,-474.628546,-474.67758,-474.809578
MR_110584_1_30_7_18,-529.754134,-529.801998,-529.936924
MR_110584_1_31_8_30,-533.333375,-533.383189,-533.589702
MR_110584_1_3_4_11,-321.946,-321.985171,-322.086584
MR_110584_1_6_7_14,-491.660429,-491.705923,-491.837564
MR_110584_1_7_8_18,-501.238231,-501.288988,-501.517162
MR_110584_1_8_1_1,-568.620441,-568.669628,-568.771661
MR_123876_0_11_1_3_4_5,-682.950851,-683.009081,-683.129665
MR_123876_0_13_1_4_6_2,-797.576555,-797.639867,-797.794018
MR_123876_0_16_2_4_2_13,-683.656525,-683.72114,-683.918667
MR_123876_0_18_2_5_4_1,-590.208903,-590.26617,-590.44501
MR_123876_0_19_2_6_5_7,-567.331068,-567.38568,-567.469184
MR_123876_0_25_2_3_4_13,-622.361432,-622.418182,-622.574776
MR_123876_0_27_2_6_6_8,-584.469002,-584.522169,-584.603945
MR_123876_0_29_2_6_8_14,-624.858318,-624.913854,-625.046281
